3M France,Infirmier,BAZIRE MARIE LAURE,20/06/2014,REPAS,€26,,
MUNDIPHARMA,Médecin,LAPORTE FRANCOIS XAVIER,13/11/2013,HOSPITALITE,€55,,
MUNDIPHARMA,Médecin,LAPORTE FRANCOIS XAVIER,19/02/2014,REPAS,€38,,
MUNDIPHARMA,Médecin,LARDANS SANOGO FRANCOISE,13/11/2013,HOSPITALITE,€55,,
MUNDIPHARMA,Médecin,LECLERCQ VERONIQUE,27/06/2014,TRANSPORT,€127,,
MUNDIPHARMA,Médecin,LECLERCQ VERONIQUE,27/06/2014,REPAS,€10,,
MUNDIPHARMA,Médecin,LECLERCQ VERONIQUE,27/06/2014,REPAS,€55,,
MUNDIPHARMA,Médecin,LECLERCQ VERONIQUE,20/05/2014,REPAS,€55,,
MUNDIPHARMA,Médecin,LEDAMOISEL LIONEL,20/05/2014,REPAS,€55,,
MUNDIPHARMA,Médecin,LE GALLO CATHERINE,31/01/2014,REPAS,€32,,
MUNDIPHARMA,Médecin,LE GALLO CATHERINE,16/05/2014,REPAS,€39,,
MUNDIPHARMA,Médecin,LE GALLO CATHERINE,27/06/2014,REPAS,€36,,
MUNDIPHARMA,Médecin,LEGRAVEREND ANNIE,19/02/2014,REPAS,€38,,
MUNDIPHARMA,Médecin,LEQUOY BERTRAND,13/11/2013,HOSPITALITE,€55,,
MUNDIPHARMA,Médecin,LEQUOY BERTRAND,19/02/2014,REPAS,€38,,
MUNDIPHARMA,Médecin,LOUEDIN CATHERINE,04/10/2013,REPAS,€32,,
MUNDIPHARMA,Médecin,LOUEDIN CATHERINE,19/02/2014,REPAS,€38,,
MUNDIPHARMA,Médecin,LOUEDIN CATHERINE,24/05/2013,AUTRE : REPAS PROFESSIONNEL,€33,,
MUNDIPHARMA,Médecin,LOUEDIN CATHERINE,31/01/2014,REPAS,€32,,
MUNDIPHARMA,Médecin,LOUEDIN CATHERINE,16/05/2014,REPAS,€39,,
MUNDIPHARMA,Médecin,MARRE DIDIER,19/02/2014,REPAS,€38,,
MUNDIPHARMA,Médecin,MARRE DIDIER,13/11/2013,HOSPITALITE,€55,,
MUNDIPHARMA,Médecin,MINGAM STEPHANE,24/06/2014,REPAS,€26,,
MUNDIPHARMA,Médecin,MINGAM STEPHANE,19/03/2013,AUTRE : REPAS PROFESSIONNEL,€28,,
MUNDIPHARMA,Médecin,MINGAM STEPHANE,04/06/2013,AUTRE : REPAS PROFESSIONNEL,€33,,
MUNDIPHARMA,Médecin,MINGAM STEPHANE,17/09/2013,REPAS,€31,,
MUNDIPHARMA,Médecin,MINGAM STEPHANE,11/12/2013,HOSPITALITE,€55,,
MUNDIPHARMA,Médecin,RENOU FREDERIC,20/03/2014,REPAS,€39,,
MUNDIPHARMA,Médecin,RENOU FREDERIC,22/08/2013,REPAS,€40,,
MUNDIPHARMA,Médecin,ROQUEBERT MARC,19/02/2014,REPAS,€38,,
MUNDIPHARMA,Médecin,ROQUEBERT MARC,11/12/2013,HOSPITALITE,€55,,
MYLAN SAS,Pharmacien,GOULET DAVID,29/01/2014,REPAS,€36,,
MYLAN SAS,Pharmacien,M VANHAEZEBROUCK CHRISTOPHE,12/09/2013,REPAS,€46,,
MYLAN SAS,Pharmacien,M VANIER ALEXANDRE,12/09/2013,REPAS,€46,,
MYLAN SAS,Pharmacien,RECHER SOPHIE,04/09/2013,REPAS,€32,,
NOVARTIS PHARMA SAS,Médecin,AMARIA RACHID,04/10/2013,Repas,€27,,
NOVARTIS PHARMA SAS,Médecin,BARBIER STEPHANE,04/10/2013,Repas,€27,,
NOVARTIS PHARMA SAS,Médecin,BLANCHARD BENOIT,07/02/2014,Repas,€28,,
NOVARTIS PHARMA SAS,Médecin,CASAUX DOMINIQUE,06/09/2013,Repas,€46,,
NOVARTIS PHARMA SAS,Médecin,CASAUX DOMINIQUE,23/08/2013,Repas,€31,,
NOVARTIS PHARMA SAS,Médecin,CASAUX DOMINIQUE,18/10/2013,Repas,€39,,
NOVARTIS PHARMA SAS,Médecin,CASAUX DOMINIQUE,15/11/2013,Repas,€42,,
NOVARTIS PHARMA SAS,Médecin,CASAUX DOMINIQUE,14/02/2014,Repas,€43,,
NOVARTIS PHARMA SAS,Médecin,CASAUX DOMINIQUE,15/04/2014,Repas,€19,,
NOVARTIS PHARMA SAS,Médecin,CASAUX GUILLAUME,23/08/2013,Repas,€31,,
NOVARTIS PHARMA SAS,Médecin,COUDRAY DELIN MARTINE,30/01/2014,Autre : [Inscription Evenement Scientifique],€180,,
NOVARTIS PHARMA SAS,Médecin,COUDRAY DELIN MARTINE,30/01/2014,Transport,€77,,
NOVARTIS PHARMA SAS,Médecin,COUDRAY DELIN MARTINE,30/01/2014,Hébergement,€210,,
NOVARTIS PHARMA SAS,Médecin,CRESPIN OLIVIER,14/05/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,FIRMIN PHILIPPE,14/05/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,GODET ALAIN,23/04/2014,Repas,€30,,
NOVARTIS PHARMA SAS,Médecin,GODET ALAIN,02/04/2014,Repas,€48,,
NOVARTIS PHARMA SAS,Médecin,JARDIN PINAUD PASCALE,28/11/2013,Autre : [Hospitalité Evenement Scientifique],€50,,
NOVARTIS PHARMA SAS,Médecin,LAPORTE FRANCOIS XAVIER,14/05/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,LARDANS SANOGO FRANCOISE,14/05/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,LEDAMOISEL LIONEL,06/09/2013,Repas,€46,,
NOVARTIS PHARMA SAS,Médecin,LEDAMOISEL LIONEL,14/02/2014,Repas,€43,,
NOVARTIS PHARMA SAS,Médecin,LEDAMOISEL LIONEL,23/08/2013,Repas,€31,,
NOVARTIS PHARMA SAS,Médecin,LEDAMOISEL LIONEL,18/10/2013,Repas,€39,,
NOVARTIS PHARMA SAS,Médecin,LEDAMOISEL LIONEL,15/11/2013,Repas,€42,,
NOVARTIS PHARMA SAS,Médecin,LEQUOY BERTRAND,14/05/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,LOUEDIN CATHERINE,23/05/2014,Repas,€40,,
NOVARTIS PHARMA SAS,Médecin,MARCQ PATRICE,28/11/2013,Autre : [Hospitalité Evenement Scientifique],€50,,
NOVARTIS PHARMA SAS,Médecin,MARRE DIDIER,20/02/2014,Repas,€48,,
NOVARTIS PHARMA SAS,Médecin,MARRE DIDIER,14/05/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,MARTIN STEPHANE JEAN,04/10/2013,Repas,€27,,
NOVARTIS PHARMA SAS,Médecin,MERRIEN JEAN FRANCOIS,28/11/2013,Autre : [Hospitalité Evenement Scientifique],€50,,
NOVARTIS VACCINES AND DIAGNOSTICS SAS,Médecin,ARSENE JEAN PIERRE,26/06/2014,REPAS,€60,,
NOVARTIS VACCINES AND DIAGNOSTICS SAS,Médecin,LANSE XAVIER,26/06/2014,REPAS,€60,,
NOVARTIS VACCINES AND DIAGNOSTICS SAS,Médecin,PICAUD BERTILLE,26/06/2014,REPAS,€60,,
NOVO NORDISK,Médecin,MARRE DIDIER,10/12/2013,REPAS,€60,,
NOVO NORDISK,Médecin,PRESCHEZ BRIGITTE,10/12/2013,REPAS,€60,,
NOVO NORDISK,Médecin,SAPIN AUBOURG ANNE SOPHIE,26/11/2013,REPAS,€60,,
Octapharma France,Médecin,ROSE DANIEL,16/01/2014,Repas,€20,,
Otsuka Pharmaceutical France SAS,Médecin,DUFOUR CHRISTINE,03/04/2014,REPAS,€60,,
Otsuka Pharmaceutical France SAS,Médecin,DUFOUR CHRISTINE,03/04/2014,TRANSPORT,€103,,
Otsuka Pharmaceutical France SAS,Médecin,DURELLE Guillaume,13/11/2013,RESTAURATION,€25,,
Otsuka Pharmaceutical France SAS,Médecin,KADRI Mustapha,13/11/2013,RESTAURATION,€25,,
Otsuka Pharmaceutical France SAS,Médecin,KADRI Mustapha,18/10/2013,RESTAURATION,€49,,
Otsuka Pharmaceutical France SAS,Médecin,LIMARE Jean marc,13/11/2013,RESTAURATION,€25,,
Otsuka Pharmaceutical France SAS,Pharmacien,MICHELIN Ariane,13/11/2013,RESTAURATION,€25,,
OXYPHARM,Pharmacien,GOULET DAVID,23/10/2013,REPAS,€25,,
OXYPHARM,Pharmacien,VANHAEZEBROUCK CHRISTOPHE,28/08/2012,REPAS,€65,,
PFIZER SAS,Infirmier,BOCQUEL SOPHIE,24/03/2014,REPAS,€20,,
PFIZER SAS,Infirmier,BOCQUEL SOPHIE,14/06/2013,Repas,€10,,
PFIZER SAS,Infirmier,BOCQUEL SOPHIE,05/11/2013,Repas,€19,,
PFIZER SAS,Infirmier,DEMIER SOPHIE,14/06/2013,Repas,€10,,
PFIZER SAS,Infirmier,DEMIER SOPHIE,05/11/2013,Repas,€19,,
PFIZER SAS,Infirmier,DUPARC SOPHIE,24/03/2014,REPAS,€20,,
PFIZER SAS,Infirmier,GIRARD MARIE ASTRID,14/06/2013,Repas,€10,,
PFIZER SAS,Infirmier,HAUCHECORNE CELINE,14/06/2013,Repas,€10,,
PFIZER SAS,Infirmier,HAUCHECORNE CELINE,05/11/2013,Repas,€19,,
PFIZER SAS,Infirmier,HAUCHECORNE CELINE,24/03/2014,REPAS,€20,,
PFIZER SAS,Infirmier,LHERONDELLE KELLY,05/11/2013,Repas,€19,,
PFIZER SAS,Infirmier,LHERONDELLE KELLY,14/06/2013,Repas,€10,,
PFIZER SAS,Infirmier,MEREL ALEXANDRA,24/03/2014,REPAS,€20,,
PFIZER SAS,Infirmier,MEREL ALEXANDRA,05/11/2013,Repas,€19,,
PFIZER SAS,Infirmier,RAT EMILIE,24/03/2014,REPAS,€20,,
PFIZER SAS,Infirmier,RAT EMILIE,05/11/2013,Repas,€19,,
PFIZER SAS,Infirmier,TESTON CORINNE,24/03/2014,REPAS,€20,,
PFIZER SAS,Médecin,DAMOC LUMINITA,24/03/2014,REPAS,€20,,
PFIZER SAS,Médecin,FIRMIN PHILIPPE,19/06/2014,REPAS,€60,,
PFIZER SAS,Médecin,GODET ALAIN,03/04/2014,REPAS,€60,,
PFIZER SAS,Médecin,GODET ALAIN,20/12/2013,Repas,€24,,
PFIZER SAS,Médecin,JEAN EMMANUEL,17/06/2013,Repas,€58,,
PFIZER SAS,Médecin,KARADUMAN OKTAY,20/12/2013,Repas,€24,,
PFIZER SAS,Médecin,LANSE XAVIER,01/02/2014,INSCRIPTION,€65,,
PFIZER SAS,Médecin,LANSE XAVIER,01/02/2014,HEBERGEMENT,€200,,
PFIZER SAS,Médecin,LANSE XAVIER,01/02/2014,TRANSPORT,€193,,
PFIZER SAS,Médecin,LANSE XAVIER,01/02/2014,INSCRIPTION,€65,,
PFIZER SAS,Médecin,LANSE XAVIER,01/02/2014,HEBERGEMENT,€200,,
PFIZER SAS,Médecin,LANSE XAVIER,01/02/2014,TRANSPORT,€193,,
PFIZER SAS,Médecin,LAPORTE FRANCOIS XAVIER,18/01/2014,REPAS,€53,,
PFIZER SAS,Médecin,LEDAMOISEL LIONEL,03/04/2014,REPAS,€60,,
PFIZER SAS,Médecin,LEFEBVRE BENJAMIN,20/12/2013,Repas,€24,,
PFIZER SAS,Médecin,LE GALLO CATHERINE,03/04/2014,REPAS,€60,,
PFIZER SAS,Médecin,LEQUOY BERTRAND,19/06/2014,REPAS,€60,,
PFIZER SAS,Médecin,LOUEDIN CATHERINE,28/06/2013,Repas,€49,,
PFIZER SAS,Médecin,MARRE DIDIER,20/06/2013,Repas,€36,,
PFIZER SAS,Médecin,MINGAM STEPHANE,18/01/2014,REPAS,€11,,
PFIZER SAS,Médecin,MINGAM STEPHANE,20/12/2013,Repas,€24,,
PFIZER SAS,Médecin,MORAN ANGEL,05/11/2013,Repas,€19,,
PFIZER SAS,Médecin,MORAN Angel,04/06/2013,AUTRES: INSCRIPTION,€697,,
PFIZER SAS,Médecin,MORAN Angel,04/06/2013,HEBERGEMENT,"€1,451",,
PFIZER SAS,Médecin,MORAN Angel,04/06/2013,REPAS,€241,,
PFIZER SAS,Médecin,MORAN Angel,04/06/2013,TRANSPORT,"€1,970",,
PFIZER SAS,Médecin,MORAN ANGEL,24/03/2014,REPAS,€20,,
PFIZER SAS,Médecin,MOUHANNA GHASSAN,16/11/2013,HEBERGEMENT,€400,,
PFIZER SAS,Médecin,MOUHANNA GHASSAN,16/11/2013,TRANSPORT,€35,,
PFIZER SAS,Médecin,MOUHANNA GHASSAN,16/11/2013,INSCRIPTION,€450,,
PFIZER SAS,Médecin,MOUHANNA GHASSAN,16/11/2013,INSCRIPTION,€450,,
PFIZER SAS,Médecin,MOUHANNA GHASSAN,16/11/2013,HEBERGEMENT,€400,,
PFIZER SAS,Médecin,MOUHANNA GHASSAN,16/11/2013,AUTRE: INSCRIPTION,€450,,
PFIZER SAS,Médecin,MOUHANNA GHASSAN,16/11/2013,HEBERGEMENT,€400,,
PFIZER SAS,Médecin,MOUHANNA GHASSAN,16/11/2013,TRANSPORT,€35,,
PFIZER SAS,Médecin,MOUHANNA GHASSAN,16/11/2013,TRANSPORT,€35,,
PFIZER SAS,Médecin,PAVLOVITCH JEAN MARC,05/11/2013,Repas,€19,,
PFIZER SAS,Médecin,PAVLOVITCH JEAN MARC,24/03/2014,REPAS,€20,,
PFIZER SAS,Médecin,PIERRARD GUILLAUME,16/05/2013,HOSPITALITE,€868,,
PFIZER SAS,Médecin,RENOU FREDERIC,17/06/2013,Repas,€58,,
PFIZER SAS,Médecin,RENOU FREDERIC,18/01/2014,REPAS,€11,,
PFIZER SAS,Pharmacien,BRUN VALERIE,10/06/2014,REPAS,€48,,
Pierre Fabre Dermo-Cosmétique,Pharmacien,BRUN VALERIE,11/12/2013,RP,€48,,
Pierre Fabre Dermo-Cosmétique,Préparateur en pharmacie et préparateur en pharmacie hospitalière,COURTAUT AMELIE,13/05/2014,RESTAURATION,€10,,
Pierre Fabre Dermo-Cosmétique,Préparateur en pharmacie et préparateur en pharmacie hospitalière,DESAVOYE SARAH,13/05/2014,RESTAURATION,€10,,
Pierre Fabre Dermo-Cosmétique,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LAMBERT CAROLINE,13/05/2014,RESTAURATION,€10,,
Pierre Fabre Dermo-Cosmétique,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LECOQ CHRISTELLE,13/05/2014,RESTAURATION,€10,,
Pierre Fabre Dermo-Cosmétique,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LEVASSEUR VIRGINIE,13/05/2014,RESTAURATION,€10,,
PIERRE FABRE MEDICAMENT,Médecin,ABEHSERRA JACQUES,25/10/2012,Restauration,€29,,
PIERRE FABRE MEDICAMENT,Médecin,ANTIPHON PATRICK,04/12/2012,Frais de dÃƒÂ©placement,€155,,
PIERRE FABRE MEDICAMENT,Médecin,ANTIPHON PATRICK,05/12/2012,Frais de dÃƒÂ©placement,€155,,
PIERRE FABRE MEDICAMENT,Médecin,BAXS GUILLAUME,29/03/2012,Restauration,€28,,
PIERRE FABRE MEDICAMENT,Médecin,BAXS GUILLAUME,11/06/2013,Restauration,€30,,
PIERRE FABRE MEDICAMENT,Médecin,BUNEL PIERRE,15/03/2012,Restauration,€47,,
PIERRE FABRE MEDICAMENT,Médecin,CASAUX DOMINIQUE,29/11/2013,RESTAURATION,€30,,
PIERRE FABRE MEDICAMENT,Médecin,CASAUX DOMINIQUE,17/05/2013,Restauration,€40,,
PIERRE FABRE MEDICAMENT,Médecin,CASAUX DOMINIQUE,24/02/2012,Restauration,€37,,
PIERRE FABRE MEDICAMENT,Médecin,CASAUX DOMINIQUE,13/07/2012,Restauration,€45,,
PIERRE FABRE MEDICAMENT,Médecin,CASAUX DOMINIQUE,12/10/2012,Restauration,€27,,
PIERRE FABRE MEDICAMENT,Médecin,CASAUX DOMINIQUE,29/11/2013,RESTAURATION,€30,,
PIERRE FABRE MEDICAMENT,Médecin,CASAUX DOMINIQUE,07/02/2014,RESTAURATION,€39,,
PIERRE FABRE MEDICAMENT,Médecin,CRESPIN OLIVIER,05/12/2012,Restauration,€39,,
PIERRE FABRE MEDICAMENT,Médecin,CRESPIN OLIVIER,18/12/2013,RESTAURATION,€58,,
PIERRE FABRE MEDICAMENT,Médecin,DUFLOCQ THOMAS,13/02/2014,RESTAURATION,€25,,
PIERRE FABRE MEDICAMENT,Médecin,DUMONT XAVIER,25/10/2012,Restauration,€29,,
PIERRE FABRE MEDICAMENT,Médecin,DUMOUCHEL TESTAERT VERONIQUE,13/02/2014,RESTAURATION,€25,,
PIERRE FABRE MEDICAMENT,Médecin,FIRMIN PHILIPPE,05/12/2012,Restauration,€39,,
PIERRE FABRE MEDICAMENT,Médecin,FIRMIN PHILIPPE,18/12/2013,RESTAURATION,€58,,
PIERRE FABRE MEDICAMENT,Médecin,FIRMIN PHILIPPE,10/09/2013,HOSPITALITE SITES PIERRE FABRE,€52,,
PIERRE FABRE MEDICAMENT,Médecin,FIRMIN PHILIPPE,10/09/2013,FRAIS DE DEPLACEMENT,€84,,
PIERRE FABRE MEDICAMENT,Médecin,FIRMIN PHILIPPE,10/09/2013,HOSPITALITE SITES PIERRE FABRE,€161,,
PIERRE FABRE MEDICAMENT,Médecin,FIRMIN PHILIPPE,10/09/2013,HOSPITALITE SITES PIERRE FABRE,€113,,
PIERRE FABRE MEDICAMENT,Médecin,GAUDIN ERIC,13/02/2014,RESTAURATION,€25,,
PIERRE FABRE MEDICAMENT,Médecin,GODET ALAIN,29/03/2012,Restauration,€28,,
PIERRE FABRE MEDICAMENT,Médecin,GODET ALAIN,27/08/2012,Restauration,€21,,
PIERRE FABRE MEDICAMENT,Médecin,GODET ALAIN,27/11/2013,RESTAURATION,€40,,
PIERRE FABRE MEDICAMENT,Médecin,JARDIN PINAUD PASCALE,06/12/2012,Restauration,€30,,
PIERRE FABRE MEDICAMENT,Médecin,JARDIN PINAUD PASCALE,09/04/2013,Restauration,€34,,
PIERRE FABRE MEDICAMENT,Médecin,JARDIN PINAUD PASCALE,13/02/2014,RESTAURATION,€25,,
PIERRE FABRE MEDICAMENT,Médecin,LAPORTE FRANCOIS XAVIER,18/12/2013,RESTAURATION,€58,,
PIERRE FABRE MEDICAMENT,Médecin,LAPORTE FRANCOIS XAVIER,05/12/2012,Restauration,€39,,
PIERRE FABRE MEDICAMENT,Médecin,LARDANS SANOGO FRANCOISE,05/12/2012,Restauration,€39,,
PIERRE FABRE MEDICAMENT,Médecin,LARDANS SANOGO FRANCOISE,18/12/2013,RESTAURATION,€58,,
PIERRE FABRE MEDICAMENT,Médecin,LECLERCQ VERONIQUE,25/10/2012,Restauration,€29,,
PIERRE FABRE MEDICAMENT,Médecin,LECOQUIERRE THIERRY,29/03/2012,Restauration,€28,,
PIERRE FABRE MEDICAMENT,Médecin,LECOQUIERRE THIERRY,13/02/2014,RESTAURATION,€25,,
PIERRE FABRE MEDICAMENT,Médecin,LEDAMOISEL LIONEL,29/11/2013,RESTAURATION,€30,,
PIERRE FABRE MEDICAMENT,Médecin,LEDAMOISEL LIONEL,18/01/2013,Restauration,€25,,
PIERRE FABRE MEDICAMENT,Médecin,LEDAMOISEL LIONEL,07/02/2014,RESTAURATION,€39,,
PIERRE FABRE MEDICAMENT,Médecin,LEDAMOISEL LIONEL,24/02/2012,Restauration,€37,,
PIERRE FABRE MEDICAMENT,Médecin,LEDAMOISEL LIONEL,17/05/2013,Restauration,€40,,
PIERRE FABRE MEDICAMENT,Médecin,LEDAMOISEL LIONEL,29/03/2012,Restauration,€28,,
PIERRE FABRE MEDICAMENT,Médecin,LEDAMOISEL LIONEL,13/07/2012,Restauration,€45,,
PIERRE FABRE MEDICAMENT,Médecin,LEDAMOISEL LIONEL,12/10/2012,Restauration,€27,,
PIERRE FABRE MEDICAMENT,Médecin,LE GALLO CATHERINE,21/03/2014,RESTAURATION,€40,,
PIERRE FABRE MEDICAMENT,Médecin,LE GUILLOU CLAUDE,25/10/2012,Restauration,€29,,
PIERRE FABRE MEDICAMENT,Médecin,LEQUOY BERTRAND,05/12/2012,Restauration,€39,,
PIERRE FABRE MEDICAMENT,Médecin,LEQUOY BERTRAND,18/12/2013,RESTAURATION,€58,,
PIERRE FABRE MEDICAMENT,Médecin,LOUEDIN CATHERINE,09/04/2013,Restauration,€34,,
PIERRE FABRE MEDICAMENT,Médecin,LOUEDIN CATHERINE,15/03/2012,Restauration,€47,,
PIERRE FABRE MEDICAMENT,Médecin,LOUEDIN CATHERINE,21/03/2014,RESTAURATION,€40,,
PIERRE FABRE MEDICAMENT,Médecin,MARCQ PATRICE,09/04/2013,Restauration,€34,,
PIERRE FABRE MEDICAMENT,Médecin,MARRE DIDIER,10/09/2013,HOSPITALITE SITES PIERRE FABRE,€52,,
PIERRE FABRE MEDICAMENT,Médecin,MARRE DIDIER,10/09/2013,FRAIS DE DEPLACEMENT,€84,,
PIERRE FABRE MEDICAMENT,Médecin,MARRE DIDIER,10/09/2013,HOSPITALITE SITES PIERRE FABRE,€161,,
PIERRE FABRE MEDICAMENT,Médecin,MARRE DIDIER,10/09/2013,HOSPITALITE SITES PIERRE FABRE,€113,,
PIERRE FABRE MEDICAMENT,Médecin,MARRE DIDIER,13/02/2014,RESTAURATION,€25,,
PIERRE FABRE MEDICAMENT,Médecin,MARRE DIDIER,05/12/2012,Restauration,€39,,
PIERRE FABRE MEDICAMENT,Médecin,MARRE DIDIER,29/03/2012,Restauration,€28,,
PIERRE FABRE MEDICAMENT,Médecin,MARRE DIDIER,18/12/2013,RESTAURATION,€58,,
PIERRE FABRE MEDICAMENT,Médecin,MERRIEN JEAN FRANCOIS,13/02/2014,RESTAURATION,€25,,
PIERRE FABRE MEDICAMENT,Médecin,MINGAM STEPHANE,06/12/2012,Restauration,€30,,
PIERRE FABRE MEDICAMENT,Médecin,MINGAM STEPHANE,09/04/2013,Restauration,€34,,
PIERRE FABRE MEDICAMENT,Médecin,PRESCHEZ BRIGITTE,13/02/2014,RESTAURATION,€25,,
PIERRE FABRE MEDICAMENT,Pharmacien,BOZEC ANTOINE,27/05/2014,RESTAURATION,€50,,
PIERRE FABRE MEDICAMENT,Pharmacien,BOZEC ANTOINE,14/11/2013,RESTAURATION,€53,,
PIERRE FABRE MEDICAMENT,Pharmacien,DROUET KARINE,22/11/2013,RESTAURATION,€14,,
PIERRE FABRE MEDICAMENT,Pharmacien,JOURNEL XAVIER,10/09/2013,HOSPITALITE SITES PIERRE FABRE,€113,,
PIERRE FABRE MEDICAMENT,Pharmacien,JOURNEL XAVIER,10/09/2013,HOSPITALITE SITES PIERRE FABRE,€161,,
PIERRE FABRE MEDICAMENT,Pharmacien,JOURNEL XAVIER,10/09/2013,HOSPITALITE SITES PIERRE FABRE,€52,,
PIERRE FABRE MEDICAMENT,Pharmacien,JOURNEL XAVIER,10/09/2013,FRAIS DE DEPLACEMENT,€84,,
PIERRE FABRE MEDICAMENT,Pharmacien,LEMAISTRE HELOISE,03/02/2012,Restauration,€14,,
PIERRE FABRE MEDICAMENT,Pharmacien,LEROUGE MARJOLAINE,31/01/2013,Restauration,€15,,
PIERRE FABRE MEDICAMENT,Pharmacien,MORISE FREDERIC,03/10/2013,RESTAURATION,€11,,
PIERRE FABRE MEDICAMENT,Pharmacien,RODICQ CHRISTIAN,17/06/2013,Frais de dÃƒÂ©placement,€181,,
PIERRE FABRE MEDICAMENT,Pharmacien,RODICQ CHRISTIAN,17/06/2013,HospitalitÃƒÂ©,€162,,
PIERRE FABRE MEDICAMENT,Pharmacien,RODICQ CHRISTIAN,17/06/2013,HospitalitÃƒÂ©,€183,,
PIERRE FABRE MEDICAMENT,Pharmacien,TEYNIE ANNE,19/02/2012,Frais de dÃƒÂ©placement,€20,,
PIERRE FABRE MEDICAMENT,Pharmacien,TEYNIE LUDOVIC,19/02/2012,Frais de dÃƒÂ©placement,€20,,
PIERRE FABRE MEDICAMENT,Préparateur en pharmacie et préparateur en pharmacie hospitalière,DUPRAY CLARISSE,03/02/2012,Restauration,€14,,
RB Pharmaceuticals France,Médecin,LARDANS SANOGO Francoise,29/03/2014,Hebergement,€196,,
RB Pharmaceuticals France,Médecin,LARDANS SANOGO Francoise,29/03/2014,Transport,€72,,
RB Pharmaceuticals France,Médecin,LARDANS SANOGO Francoise,29/03/2014,Autre : forfait journée (dejeuner + location salle),€105,,
RB Pharmaceuticals France,Médecin,LARDANS SANOGO Francoise,27/03/2014,Repas,€41,,
RESEARCH NOW SAS,Médecin,PIERRARD Guillaume,23/01/2013,enquête,€27,,
ROCHE DIAGNOSTICS FRANCE,Médecin,SAPIN  AUBOURG ANNE SOPHIE,19/02/2014,REPAS,€50,,
ROCHE DIAGNOSTICS FRANCE,Pharmacien,GOULET DAVID,19/02/2014,REPAS,€50,,
ROCHE DIAGNOSTICS FRANCE,Pharmacien,JOURNEL CHRISTIAN,19/09/2013,REPAS,€32,,
ROCHE DIAGNOSTICS FRANCE,Pharmacien,LEMAISTRE HELOISE,19/02/2014,REPAS,€50,,
ROCHE DIAGNOSTICS FRANCE,Pharmacien,PATOUREL AGNES,19/02/2014,REPAS,€50,,
ROCHE DIAGNOSTICS FRANCE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,BAZILLZ VIRGINE,19/02/2014,REPAS,€50,,
ROCHE DIAGNOSTICS FRANCE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,COIZI ALISSON,19/02/2014,REPAS,€50,,
ROCHE DIAGNOSTICS FRANCE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,DUPRAY CLARISSE,19/02/2014,REPAS,€50,,
ROCHE DIAGNOSTICS FRANCE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,GOUBERT MAEVA,19/02/2014,REPAS,€50,,
ROCHE DIAGNOSTICS FRANCE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,GUERILLON LEONE,19/02/2014,REPAS,€50,,
ROCHE SAS,Infirmier,CORREOC MARION,10/06/2014,Repas,€23,,
ROCHE SAS,Infirmier,CORREOC MARION,26/05/2014,Repas,€16,,
ROCHE SAS,Infirmier,DEMIER SOPHIE,05/02/2014,Repas,€13,,
ROCHE SAS,Infirmier,DEMIER SOPHIE,10/06/2014,Repas,€23,,
ROCHE SAS,Infirmier,DEMIER SOPHIE,03/04/2014,Repas,€23,,
ROCHE SAS,Infirmier,HAUCHECORNE CELINE,05/02/2014,Repas,€13,,
ROCHE SAS,Infirmier,HAUCHECORNE CELINE,26/05/2014,Repas,€16,,
ROCHE SAS,Infirmier,MEMAIN ELODIE,26/05/2014,Repas,€16,,
ROCHE SAS,Infirmier,MEREL ALEXANDRA,10/06/2014,Repas,€23,,
ROCHE SAS,Infirmier,MEREL ALEXANDRA,26/05/2014,Repas,€16,,
ROCHE SAS,Infirmier,MEREL ALEXANDRA,03/04/2014,Repas,€23,,
ROCHE SAS,Infirmier,PINCHON BERENICE,10/06/2014,Repas,€23,,
ROCHE SAS,Infirmier,RAT EMILIE,10/06/2014,Repas,€23,,
ROCHE SAS,Infirmier,TESTON CORINNE,03/04/2014,Repas,€23,,
ROCHE SAS,Médecin,AMARIA RACHID,25/02/2014,Repas,€28,,
ROCHE SAS,Médecin,CAUJOLLE BERNARD,23/09/2013,Repas,€21,,
ROCHE SAS,Médecin,CAUJOLLE BERNARD,12/05/2014,Repas,€13,,
ROCHE SAS,Médecin,CAUJOLLE BERNARD,27/01/2014,Repas,€17,,
ROCHE SAS,Médecin,CAUJOLLE BERNARD,15/01/2014,Repas,€23,,
