3M France,Préparateur en pharmacie et préparateur en pharmacie hospitalière,DEVISMES CHARLOTTE,19/11/2013,REPAS,€13,,
DAIICHI SANKYO FRANCE SAS,Médecin,MOLINA BERNARD,03/07/2013,Repas,€45,,
DAIICHI SANKYO FRANCE SAS,Médecin,MONKA LOUIS JEAN JACQUES,11/03/2014,Repas,€10,,
DAIICHI SANKYO FRANCE SAS,Médecin,MONKA LOUIS JEAN JACQUES,09/07/2013,Repas,€14,,
DAIICHI SANKYO FRANCE SAS,Médecin,PATOURAUX GERARD,09/07/2013,Repas,€14,,
DAIICHI SANKYO FRANCE SAS,Médecin,PIERRE MICHEL,07/09/2013,Hospitalité,€158,,
DAIICHI SANKYO FRANCE SAS,Médecin,PIERRE MICHEL,03/09/2013,Repas,€15,,
DAIICHI SANKYO FRANCE SAS,Médecin,PIERRE MICHEL,07/09/2013,Repas,€92,,
DAIICHI SANKYO FRANCE SAS,Médecin,PIERRE MICHEL,14/02/2014,Repas,€22,,
DAIICHI SANKYO FRANCE SAS,Médecin,PIERRE MICHEL,27/01/2014,Repas,€12,,
DAIICHI SANKYO FRANCE SAS,Médecin,SEBAG EVELYNE,19/06/2014,Repas,€40,,
DAIICHI SANKYO FRANCE SAS,Médecin,ZEMOUR GILLES,28/10/2013,Repas,€30,,
DENTSPLY Implants,Chirurgien-dentiste,BOROVIK ANASTASSIA,26/09/2013,REPAS,€71,,
DENTSPLY Implants,Chirurgien-dentiste,DISS ANTOINE,26/09/2013,TRANSPORT,€308,,
DENTSPLY Implants,Chirurgien-dentiste,DISS ANTOINE,18/10/2013,REPAS,€18,,
DENTSPLY Implants,Chirurgien-dentiste,DISS ANTOINE,26/09/2013,REPAS,€71,,
DENTSPLY Implants,Chirurgien-dentiste,DISS ANTOINE,28/11/2013,REPAS,€87,,
DENTSPLY Implants,Chirurgien-dentiste,DISS ANTOINE,26/09/2013,REPAS,€76,,
DENTSPLY Implants,Chirurgien-dentiste,DISS ANTOINE,28/11/2013,REPAS,€87,,
DENTSPLY Implants,Chirurgien-dentiste,DISS ANTOINE,26/09/2013,REPAS,€76,,
DENTSPLY Implants,Chirurgien-dentiste,VENE GERARD,21/10/2013,REPAS,€27,,
DEPUY France,Médecin,CARTIER JEAN LOUP,28/06/2013,REPAS,€63,,
Dexter,Chirurgien-dentiste,ALLARD YVES,22/07/2013,Invitations,€44,,
Dexter,Chirurgien-dentiste,CORNET YVES,31/12/2012,Cadeaux,€50,,
Dexter,Chirurgien-dentiste,TRAN DINH HOAN,14/06/2013,Cadeaux,€280,,
Dexter,Etablissement de santé,ATLAN RICHELME,31/12/2012,Cadeaux,€39,,
Dexter,Etablissement de santé,FIOL BOUTINOT GUNSETT,31/12/2012,Cadeaux,€60,,
Dexter,Etablissement de santé,HEBERT CUVEREAUX,31/12/2012,Cadeaux,€34,,
Dexter,Etablissement de santé,SC GEDO,21/05/2013,Autre,€400,,
DIASORIN SA,Technicien de laboratoire médical,BRUN VERONIQUE,01/04/2014,restauration,€48,,
DIASORIN SA,Technicien de laboratoire médical,BRUN VERONIQUE,01/04/2014,restauration,€64,,
DIASORIN SA,Technicien de laboratoire médical,BRUN VERONIQUE,02/04/2014,restauration,€47,,
DIASORIN SA,Technicien de laboratoire médical,DIESTESER BRIGITTE,01/04/2014,restauration,€48,,
DIASORIN SA,Technicien de laboratoire médical,DIESTESER BRIGITTE,01/04/2014,restauration,€64,,
DIASORIN SA,Technicien de laboratoire médical,DIESTESER BRIGITTE,02/04/2014,restauration,€47,,
DJO France SAS,Masseur-kinésithérapeute,DUPLAN PATRICE,28/09/2012,Hébergement,€320,,
DJO France SAS,Pharmacien,ANTONINI VALERIE,09/04/2013,Repas,€16,,
DJO France SAS,Pharmacien,AZOULAY PHILIPPE,27/02/2014,Repas,€18,,
DJO France SAS,Pharmacien,AZOULAY PHILIPPE,10/01/2013,Repas,€16,,
DJO France SAS,Pharmacien,SEBBAN LAURENCE,09/04/2013,Repas,€16,,
DJO France SAS,Prothésiste et orthésiste pour l’appareillage des personnes handicapées,STEYLAERS MARTIN,15/05/2014,Repas,€21,,
DJO France SAS,Prothésiste et orthésiste pour l’appareillage des personnes handicapées,STEYLAERS MARTIN,15/07/2013,Repas,€18,,
DJO France SAS,Prothésiste et orthésiste pour l’appareillage des personnes handicapées,STEYLAERS MARTIN,05/12/2013,Repas,€23,,
DJO France SAS,Prothésiste et orthésiste pour l’appareillage des personnes handicapées,STEYLAERS MARTIN,02/05/2013,Repas,€19,,
DJO France SAS,Prothésiste et orthésiste pour l’appareillage des personnes handicapées,STEYLAERS MARTIN,13/11/2013,Repas,€20,,
DJO France SAS,Prothésiste et orthésiste pour l’appareillage des personnes handicapées,TEISSEIRE ANNIE,15/07/2013,Repas,€18,,
DJO France SAS,Prothésiste et orthésiste pour l’appareillage des personnes handicapées,TEISSEIRE ANNIE,15/04/2014,Repas,€21,,
DJO France SAS,Prothésiste et orthésiste pour l’appareillage des personnes handicapées,TEISSEIRE ARNAUD,01/08/2013,Repas,€18,,
DJO France SAS,Prothésiste et orthésiste pour l’appareillage des personnes handicapées,TEISSEIRE ARNAUD,15/05/2014,Repas,€21,,
DJO France SAS,Prothésiste et orthésiste pour l’appareillage des personnes handicapées,TEISSEIRE ARNAUD,02/05/2013,Repas,€19,,
DJO France SAS,Prothésiste et orthésiste pour l’appareillage des personnes handicapées,TEISSEIRE ARNAUD,15/04/2014,Repas,€21,,
DJO France SAS,Prothésiste et orthésiste pour l’appareillage des personnes handicapées,TEISSEIRE ARNAUD,15/07/2013,Repas,€18,,
DJO France SAS,Prothésiste et orthésiste pour l’appareillage des personnes handicapées,TEISSEIRE ARNAUD,16/05/2013,Repas,€22,,
DJO France SAS,Prothésiste et orthésiste pour l’appareillage des personnes handicapées,TEISSEIRE ARNAUD,13/11/2013,Repas,€20,,
EDITION DE L'INTERLIGNE,Etablissement de santé,CSAPA NICE,07/04/2014,HOSPITALITE,€60,,
EDITION DE L'INTERLIGNE,Infirmier,BERGAMASCO ELODIE,07/04/2014,HOSPITALITE,€60,,
EDITION DE L'INTERLIGNE,Infirmier,ROBIN NATHALIE,07/04/2014,HOSPITALITE,€60,,
EDITION DE L'INTERLIGNE,Médecin,BOUTBOUL FRANCOIS,07/04/2014,HOSPITALITE,€60,,
EFFIK,Médecin,BRENET MOUY PASCALE,20/11/2013,REPAS,€32,,
EFFIK,Médecin,BRENET MOUY PASCALE,22/04/2014,REPAS,€55,,
EFFIK,Médecin,CEINOS RENE,14/01/2014,REPAS,€44,,
EFFIK,Médecin,DANTZER MICHEL,22/04/2014,REPAS,€55,,
EFFIK,Médecin,DELORME FRANCOIS xAVIER,29/01/2014,REPAS,€55,,
EFFIK,Médecin,DELORME FRANCOIS xAVIER,22/04/2014,REPAS,€55,,
EFFIK,Médecin,DOUAY ANNIE,22/04/2014,REPAS,€55,,
EFFIK,Médecin,GIAUME VIOLAINE,11/03/2014,REPAS,€55,,
EFFIK,Médecin,GIAUME VIOLAINE,22/04/2014,REPAS,€55,,
EFFIK,Médecin,LIBRATI CLAIRE,06/11/2013,REPAS,€40,,
EFFIK,Médecin,LIZAN GERARD,22/04/2014,REPAS,€55,,
EFFIK,Médecin,LIZAN GERARD,29/01/2014,REPAS,€55,,
EFFIK,Médecin,MARTY JAUSSAN ISABELLE,22/04/2014,REPAS,€55,,
EFFIK,Médecin,MASCHI REMY ELISABETH,11/03/2014,REPAS,€55,,
EFFIK,Médecin,PATURAUD CAMILLE,22/04/2014,REPAS,€55,,
EFFIK,Médecin,ROSSI MARC,20/11/2013,REPAS,€32,,
EFFIK,Médecin,ROSSI MARC,22/04/2014,REPAS,€55,,
EFFIK,Médecin,WALCHER MARIE CHRISTINE,22/04/2014,REPAS,€55,,
EFFIK,Médecin,WALCHER MARIE CHRISTINE,11/03/2014,REPAS,€55,,
ESAOTE Medical,Médecin,CHENAITIA Hichem,21/03/2014,REPAS,€45,,
ETHICON,Infirmier,GIAUME VALERIE,04/06/2014,REPAS,€32,,
ETHICON,Infirmier,LAPI JEAN PHILIPPE,02/10/2013,INSCRIPTION,€100,,
ETHICON,Infirmier,OLIVE JOELLE,28/08/2013,REPAS,€24,,
ETHICON,Médecin,ANGELETTI ROBERT,10/04/2014,REPAS,€60,,
ETHICON,Médecin,BACHKIRI NAJIB,10/04/2014,REPAS,€60,,
ETHICON,Médecin,BAGNARO MURGEY SOLANGE,10/04/2014,REPAS,€60,,
ETHICON,Médecin,BEKMURZAYEV PETIMAL,10/04/2014,REPAS,€60,,
ETHICON,Médecin,BENABDESSALEM BEDDREDINE,10/04/2014,REPAS,€60,,
ETHICON,Médecin,BENKEMOUN JEAN PATRICK,10/04/2014,REPAS,€60,,
ETHICON,Médecin,COPELOVICI SAMUEL,20/03/2014,REPAS,€57,,
ETHICON,Médecin,COSTA LEMAIRE LAURE,10/04/2014,REPAS,€60,,
ETHICON,Médecin,DOREZ MAXENCE,24/06/2014,REPAS,€22,,
ETHICON,Médecin,DOREZ MAXENCE,07/11/2013,INSCRIPTION,€350,,
ETHICON,Médecin,DOREZ MAXENCE,07/11/2013,TRANSPORT,€269,,
ETHICON,Médecin,DOREZ MAXENCE,07/11/2013,HEBERGEMENT,€311,,
ETHICON,Médecin,EVESQUE LUDOVIC,10/04/2014,REPAS,€60,,
ETHICON,Médecin,FREYCHET LAURENT,28/11/2013,REPAS,€60,,
ETHICON,Médecin,GALLET PHILIPPE,20/03/2014,REPAS,€57,,
ETHICON,Médecin,GUEZ BERNARD,10/04/2014,REPAS,€60,,
ETHICON,Médecin,JERIBI AHMED,10/04/2014,REPAS,€60,,
ETHICON,Médecin,LAFITTE JEAN PIERRE,10/04/2014,REPAS,€60,,
ETHICON,Médecin,LAPORTE JEROME,20/03/2014,REPAS,€57,,
ETHICON,Médecin,MARGARITORA JEAN,10/04/2014,REPAS,€60,,
ETHICON,Médecin,MUCCIOLI CHRISTOPHE,10/04/2014,REPAS,€60,,
ETHICON,Médecin,PERRIN GUY,10/04/2014,REPAS,€60,,
ETHICON,Médecin,PLICHON DAVID,10/04/2014,REPAS,€60,,
ETHICON,Médecin,RINALDI CHRISTIAN,10/04/2014,REPAS,€60,,
ETHICON,Médecin,SAMAK VALÉRIE,10/04/2014,REPAS,€60,,
ETHICON,Médecin,SCHAAF CAROLINE,10/04/2014,REPAS,€60,,
ETHICON,Médecin,TEBOUL PIERRE,20/03/2014,REPAS,€57,,
ETHICON,Médecin,ZAKINE VASSEUR PATRICIA,10/04/2014,REPAS,€60,,
ETHICON,Opticien-lunetier,GROSGOGEAT PHILIPPE,13/12/2013,REPAS,€22,,
ETHICON,Opticien-lunetier,MARINACCE FLORIAN,16/07/2013,HOSPITALITE,€18,,
ETHICON,Opticien-lunetier,MISSONIER GILLES,01/10/2013,HOSPITALITE,€21,,
EUROPHTA,Médecin,DE GALLEANI BERTRAND,28/01/2014,REPAS,€55,,
EUROPHTA,Médecin,GRAMFORT CHRISTINE,18/07/2013,HOSPITALITE,€296,,
EUROPHTA,Médecin,GRANDON MICHEL,28/01/2014,REPAS,€55,,
EUROPHTA,Médecin,HADAD MICHEL,07/06/2014,REPAS,€36,,
EUROPHTA,Médecin,HADAD MICHEL,28/01/2014,REPAS,€55,,
EUROPHTA,Médecin,LARMANDE JACQUES,27/09/2013,REPAS,€42,,
EUROPHTA,Médecin,LARMANDE JACQUES,27/09/2013,HOSPITALITE,€593,,
EUROPHTA,Médecin,LOZIVIT LOIC,28/01/2014,REPAS,€55,,
EUROPHTA,Médecin,VILLIARD NICOLE,28/01/2014,REPAS,€55,,
EUROSILICONE SAS,Infirmier,SANCHEZ GUISLAINE,09/04/2014,REPAS,€47,,
EUROSILICONE SAS,Infirmier,TANO VALERIE,19/05/2014,REPAS,€37,,
EUROSILICONE SAS,Infirmier,TANO VALERIE,10/04/2014,REPAS,€37,,
EUROSILICONE SAS,Médecin,BUFFET MICHEL,10/04/2014,REPAS,€37,,
EUROSILICONE SAS,Médecin,BUFFET MICHEL,19/05/2014,REPAS,€37,,
EUROSILICONE SAS,Médecin,MARTINAGE AURELIEN,10/04/2014,REPAS,€37,,
EUROSILICONE SAS,Pharmacien,LANTZ LAURENCE,16/06/2014,REPAS,€53,,
EUROSILICONE SAS,Pharmacien,LANTZ LAURENCE,29/04/2014,REPAS,€19,,
EUROSILICONE SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,BOUZIANE SAMIRA,29/04/2014,REPAS,€19,,
EUROSILICONE SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MARIANI HERVE,29/04/2014,REPAS,€19,,
EXACTECH FRANCE SAS,Infirmier,STABILE CHRISTINE,13/08/2013,Repas,€30,,
EXACTECH FRANCE SAS,Médecin,FREHEL MICHEL,01/08/2013,Repas,€27,,
FERRING SAS,Médecin,BAZERIES PHILIPPE,08/11/2013,Repas,€24,,
FERRING SAS,Médecin,BENATTAR JEAN MICHEL,12/12/2013,Repas,€40,,
FERRING SAS,Médecin,BSTANDIG BETTINA,12/06/2014,Autre [Inscription],€240,,
FERRING SAS,Médecin,BSTANDIG BETTINA,07/04/2014,Repas,€50,,
FERRING SAS,Médecin,BSTANDIG BETTINA,12/06/2014,Hébergement,€220,,
FERRING SAS,Médecin,CANDELA PIERRE,12/12/2013,Repas,€40,,
FERRING SAS,Médecin,CEINOS RENE,01/10/2013,Repas,€31,,
FERRING SAS,Médecin,GALAND PORTIER MARIE BEATRICE,07/04/2014,Repas,€50,,
FERRING SAS,Médecin,GOTTINIAUX ALAIN,12/12/2013,Repas,€40,,
FERRING SAS,Médecin,KLEIN MICHEL,01/10/2013,Repas,€31,,
FERRING SAS,Médecin,KLIFA DAVID,17/12/2013,Repas,€60,,
FERRING SAS,Médecin,LAGHA KAMEL,09/10/2013,Repas,€34,,
FERRING SAS,Médecin,LAGHA KAMEL,17/12/2013,Repas,€60,,
FERRING SAS,Médecin,ROUIMI ROBERT,12/12/2013,Repas,€40,,
FERRING SAS,Médecin,SCHUMACKER CHARLOTTE,07/04/2014,Repas,€50,,
FERRING SAS,Médecin,STEF ADRIAN,12/12/2013,Repas,€40,,
FERRING SAS,Médecin,VEYRES BRUNO,12/12/2013,Repas,€40,,
FERRING SAS,Médecin,ZEANANDIN GILBERT,04/10/2013,Repas,€25,,
FERRING SAS,Médecin,ZEINOUN RONY,07/07/2013,Transport,€799,,
FERRING SAS,Médecin,ZEINOUN RONY,07/07/2013,Repas,€115,,
FERRING SAS,Médecin,ZEINOUN RONY,07/07/2013,Autre [Inscription],€225,,
FERRING SAS,Médecin,ZEINOUN RONY,07/07/2013,Hébergement,€750,,
FRESENIUS KABI FRANCE,Médecin,SCHNEIDER STEPHANE,17/01/2014,REPAS,€29,,
Fresenius Medical Care France S.A.S.,Etudiant,FRANCOIS FLORENCE,25/04/2014,REPAS,€55,,
Fresenius Medical Care France S.A.S.,Etudiant,FRANCOIS FLORENCE,13/03/2014,REPAS,€75,,
Fresenius Medical Care France S.A.S.,Etudiant,FRANCOIS FLORENCE,25/04/2014,HEBERGEMENT,€103,,
Fresenius Medical Care France S.A.S.,Etudiant,FRANCOIS FLORENCE,25/04/2014,REPAS,€55,,
Fresenius Medical Care France S.A.S.,Etudiant,FRANCOIS FLORENCE,13/03/2014,HEBERGEMENT,€237,,
Fresenius Medical Care France S.A.S.,Etudiant,LAURAIN AUDREY,25/04/2014,HEBERGEMENT,€103,,
Fresenius Medical Care France S.A.S.,Etudiant,LAURAIN AUDREY,25/04/2014,REPAS,€55,,
galderma international,Médecin,DESRUELLES FRANCOIS,11/04/2014,Repas,€48,,
galderma international,Médecin,GHIO DOMINIQUE,24/04/2014,Repas,€26,,
galderma international,Médecin,GHIO DOMINIQUE,17/04/2014,Repas,€59,,
galderma international,Médecin,HAKIMI SOPHIE,17/04/2014,Repas,€59,,
galderma international,Médecin,PASSERON ALAIN,17/04/2014,Repas,€59,,
galderma international,Médecin,PASSERON ALAIN,24/04/2014,Repas,€26,,
galderma international,Médecin,SQUARCIONI PAULE JEANNE,17/04/2014,Repas,€59,,
GaldermaQMed,Médecin,BERROS PHILIPPE,17/01/2014,Hospitalité,€36,,
GaldermaQMed,Médecin,BERROS PHILIPPE,30/01/2014,Hospitalité,€960,,
GaldermaQMed,Médecin,BERROS PHILIPPE,17/01/2014,Autre,€73,,
GaldermaQMed,Médecin,FOUQUE PARACHINI LINDA,04/02/2014,Repas,€20,,
GaldermaQMed,Médecin,PASSERON ALAIN,19/06/2014,Hospitalité,€22,,
GC FRANCE SAS,Chirurgien-dentiste,JOSEPH CLARA,22/02/2013,REPAS,€44,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,ABRAR DIBA,17/04/2014,REPAS,€38,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,ABRAR DIBA,01/10/2013,REPAS,€28,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,BAFGHI ABDI ABDOLREZA,08/10/2013,REPAS,€52,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,CAMOUS RIFF MICHELE,21/11/2013,REPAS,€55,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,CAMOUS RIFF MICHELE,08/10/2013,REPAS,€52,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,CEINOS RENE,12/11/2013,REPAS,€43,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,CHATELIER GIROUDON YVONNE,21/11/2013,REPAS,€55,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,CLAVE HENRI,21/11/2013,REPAS,€55,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,COSTAMAGNA HELENE,17/04/2014,REPAS,€38,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,COSTAMAGNA HELENE,08/10/2013,REPAS,€52,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,COSTAMAGNA HELENE,01/10/2013,REPAS,€28,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,DELORME FRANCOIS XAVIER,15/05/2014,REPAS,€36,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,DELORME FRANCOIS XAVIER,17/04/2014,REPAS,€38,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,DOUAY ANNIE,08/10/2013,REPAS,€52,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,EYRAUD BERNARD,08/10/2013,REPAS,€52,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,GALEAZZI ALEXANDRA,08/10/2013,REPAS,€52,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,GERAUDIE PHILIPPE,20/06/2014,REPAS,€43,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,GERAUDIE PHILIPPE,08/10/2013,REPAS,€52,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,GERAUDIE PHILIPPE,20/11/2013,REPAS,€55,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,GIAUME VIOLAINE,21/11/2013,REPAS,€55,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,GIAUME VIOLAINE,08/10/2013,REPAS,€52,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,GRIMALDI MARTINE,08/10/2013,REPAS,€52,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,HARROCH DANIEL,10/02/2014,REPAS,€32,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,HARROCH DANIEL,14/10/2013,REPAS,€25,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,JUGNET LACOSTE NATHALIE,28/11/2013,REPAS,€33,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,LIBRATI CLAIRE,08/10/2013,REPAS,€52,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,LIBRATI CLAIRE,21/11/2013,REPAS,€55,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,LIZAN GERARD,20/06/2014,REPAS,€43,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,LIZAN GERARD,20/11/2013,REPAS,€55,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,LIZAN GERARD,15/05/2014,REPAS,€36,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,MASCHI REMY ELISABETH,08/10/2013,REPAS,€52,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,MASCHI REMY ELISABETH,21/11/2013,REPAS,€55,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,PATURAUD CAMILLE,06/06/2014,REPAS,€37,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,PATURAUD CAMILLE,01/10/2013,REPAS,€28,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,ROSSI MARC,20/11/2013,REPAS,€55,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,ROTHIER MARTINE,08/10/2013,REPAS,€52,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,ROTHIER MARTINE,21/11/2013,REPAS,€55,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,SCHUMACKER CHARLOTTE,08/10/2013,REPAS,€52,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,VERGER SYLVIE,08/10/2013,REPAS,€52,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,WALCHER MARIE CHRISTINE,21/11/2013,REPAS,€55,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,ZEINOUN RONY,20/06/2014,REPAS,€43,,
GE HEALTHCARE SAS,Médecin,KULLMANN BENOIT,18/09/2013,REPAS PROFESSIONNEL,€15,,
GE HEALTHCARE SAS,Médecin,KULLMANN BENOIT,26/06/2013,REPAS PROFESSIONNEL,€16,,
GE HEALTHCARE SAS,Médecin,RICHIER CATHERINE,24/09/2013,REPAS PROFESSIONNEL,€28,,
GE HEALTHCARE SAS,Médecin,RICHIER CATHERINE,05/04/2013,REPAS PROFESSIONNEL,€28,,
GEISTLICH PHARMA FRANCE,Chirurgien-dentiste,HAGEGE FRANCK,23/01/2014,DONS DE MATERIEL,"€1,370",,
GEISTLICH PHARMA FRANCE,Chirurgien-dentiste,VINCENT SEVERINE,23/01/2014,DONS DE MATERIEL,"€1,370",,
GE Medical Systems SCS,Manipulateur d’électroradiologie médicale,DUVERNEUIL SYLVIE,25/11/2013,REPAS PROFESSIONNEL,€60,,
GE Medical Systems SCS,Manipulateur d’électroradiologie médicale,HUGOU ANDREA,07/04/2014,REPAS PROFESSIONNEL,€66,,
GE Medical Systems SCS,Manipulateur d’électroradiologie médicale,YILDIRIM VELI,07/04/2014,REPAS PROFESSIONNEL,€66,,
GE Medical Systems SCS,Médecin,MONDOT LYDIANE,19/12/2013,REPAS PROFESSIONNEL,€55,,
GE Medical Systems SCS,Médecin,PADOVANI BERNARD,07/04/2014,REPAS PROFESSIONNEL,€66,,
GE Medical Systems SCS,Médecin,PAUL GEN,05/09/2013,REPAS PROFESSIONNEL,€34,,
GE Medical Systems SCS,Médecin,THOMAS SYLVIE,12/06/2013,REPAS PROFESSIONNEL,€32,,
GE Medical Systems SCS,Médecin,THOMAS SYLVIE,13/06/2013,REPAS PROFESSIONNEL,€52,,
Genzyme,Médecin,BARRES PHILIPPE,02/04/2014,Repas,€29,,
Genzyme,Médecin,BELMOND ULRIKE,27/03/2014,Repas,€20,,
Genzyme,Médecin,BOSSAN AGNES,01/04/2014,Repas,€60,,
Genzyme,Médecin,BOSSAN AGNES,01/04/2014,Hébergement,€543,,
Genzyme,Médecin,BOSSAN AGNES,02/04/2014,Repas,€29,,
Genzyme,Médecin,BOSSAN AGNES,27/03/2014,Repas,€20,,
Genzyme,Médecin,BOSSAN AGNES,01/04/2014,Inscription,€240,,
Genzyme,Médecin,BOSSAN AGNES,01/04/2014,Hébergement,€543,,
Genzyme,Médecin,GOMEZ NICOLAS,25/03/2014,Repas,€18,,
Genzyme,Médecin,ISMAIL SAMIR,07/01/2014,Repas,€26,,
Genzyme,Médecin,ISMAIL SAMIR,21/05/2014,Repas,€29,,
Genzyme,Médecin,KULLMANN BENOIT,31/05/2014,Hébergement,"€1,000",,
Genzyme,Médecin,KULLMANN BENOIT,31/05/2014,Inscription,€635,,
Genzyme,Médecin,KULLMANN BENOIT,31/05/2014,Repas,€120,,
Genzyme,Médecin,KULLMANN BENOIT,31/05/2014,Transport,€369,,
Genzyme,Médecin,MARCEL PATRICK,27/03/2014,Repas,€20,,
GIVEN IMAGING,Médecin,PICHE THIERRY,12/12/2013,HEBERGEMENT,€123,,
GIVEN IMAGING,Médecin,PICHE THIERRY,12/12/2013,REPAS,€24,,
GLAXOSMITHKLINE SANTE GRAND PUBLIC,Chirurgien-dentiste,COHEN SERGE,23/10/2013,REPAS,€30,,
GLAXOSMITHKLINE SANTE GRAND PUBLIC,Chirurgien-dentiste,JOSEPH CLARA,23/10/2013,REPAS,€13,,
GLAXOSMITHKLINE SANTE GRAND PUBLIC,Chirurgien-dentiste,LAMURE JULIE,23/10/2013,REPAS,€13,,
GLAXOSMITHKLINE SANTE GRAND PUBLIC,Chirurgien-dentiste,LE ROY RENÉ,23/10/2013,REPAS,€13,,
GLAXOSMITHKLINE SANTE GRAND PUBLIC,Chirurgien-dentiste,MULLER BOLLA MICHEL,23/10/2013,REPAS,€13,,
GLAXOSMITHKLINE SANTE GRAND PUBLIC,Chirurgien-dentiste,OUDIN GENDREL ANTOINE,23/10/2013,REPAS,€13,,
GLAXOSMITHKLINE SANTE GRAND PUBLIC,Chirurgien-dentiste,PAUL ADRIEN,23/10/2013,REPAS,€13,,
GLAXOSMITHKLINE SANTE GRAND PUBLIC,Chirurgien-dentiste,RUITORT ROMAIN,10/06/2013,Hospitalite,€14,,
GLAXOSMITHKLINE SANTE GRAND PUBLIC,Chirurgien-dentiste,SIONEAU RÉMI,23/10/2013,REPAS,€13,,
GLAXOSMITHKLINE SANTE GRAND PUBLIC,Chirurgien-dentiste,TREILLE AURELIEN,10/06/2013,Hospitalite,€14,,
GLAXOSMITHKLINE SANTE GRAND PUBLIC,Etudiant,BACCINO LOANA,05/06/2014,REPAS,€12,,
GLAXOSMITHKLINE SANTE GRAND PUBLIC,Etudiant,BAGUET THUBAULT,05/06/2014,REPAS,€12,,
GLAXOSMITHKLINE SANTE GRAND PUBLIC,Etudiant,CABASSE CECILE,05/06/2014,REPAS,€12,,
GLAXOSMITHKLINE SANTE GRAND PUBLIC,Etudiant,CAMPANA SOPHIE,05/06/2014,REPAS,€12,,
GLAXOSMITHKLINE SANTE GRAND PUBLIC,Etudiant,CHEVAL FABIEN,05/06/2014,REPAS,€12,,
GLAXOSMITHKLINE SANTE GRAND PUBLIC,Etudiant,COPELOVICI NOEMIE,05/06/2014,REPAS,€12,,
GLAXOSMITHKLINE SANTE GRAND PUBLIC,Etudiant,DALMAS LEA,05/06/2014,REPAS,€12,,
GLAXOSMITHKLINE SANTE GRAND PUBLIC,Etudiant,DAVID JULIA,05/06/2014,REPAS,€12,,
GLAXOSMITHKLINE SANTE GRAND PUBLIC,Etudiant,DUBERTRAND MARGOT,05/06/2014,REPAS,€12,,
GLAXOSMITHKLINE SANTE GRAND PUBLIC,Etudiant,DUMAURE EMILIE,05/06/2014,REPAS,€12,,
GLAXOSMITHKLINE SANTE GRAND PUBLIC,Etudiant,FERNAND EMANUELLE,05/06/2014,REPAS,€12,,
GLAXOSMITHKLINE SANTE GRAND PUBLIC,Etudiant,FERRARI FABIEN,05/06/2014,REPAS,€12,,
GLAXOSMITHKLINE SANTE GRAND PUBLIC,Etudiant,FERTOUT AURELIE,05/06/2014,REPAS,€12,,
GLAXOSMITHKLINE SANTE GRAND PUBLIC,Etudiant,FOCK KING MARGOT,05/06/2014,REPAS,€12,,
GLAXOSMITHKLINE SANTE GRAND PUBLIC,Etudiant,GAZAN PAUL,05/06/2014,REPAS,€12,,
