3M France,Chirurgien-dentiste,PONS MARC,09/10/2013,REPAS,€35,,
MERCK SERONO,Infirmier,CAZE CHAZAL MICHELE,24/01/2014,HÉBERGEMENT,€175,,
MERCK SERONO,Médecin,HOULIAT THIERRY,20/03/2014,REPAS,€36,,
MERCK SERONO,Médecin,HOULIAT THIERRY,18/07/2013,REPAS,€20,,
MERCK SERONO,Médecin,HOULIAT THIERRY,15/05/2014,REPAS,€30,,
MERCK SERONO,Médecin,LACCASSAGNE FRANCOIS XAVIER,10/07/2013,REPAS,€42,,
MSD France,Infirmier,AGBETSIVI KOMOVI,18/09/2013,TRANSPORT,€166,,
MSD France,Infirmier,AGBETSIVI KOMOVI,19/09/2013,HÉBERGEMENT,€73,,
MSD France,Infirmier,AGBETSIVI KOMOVI,18/09/2013,HÉBERGEMENT,€145,,
MSD France,Infirmier,AGBETSIVI KOMOVI,19/09/2013,REPAS,€20,,
MSD France,Infirmier,AGBETSIVI KOMOVI,18/09/2013,REPAS,€20,,
MSD France,Infirmier,AGBETSIVI KOMOVI,18/09/2013,TRANSPORT,€166,,
MSD France,Infirmier,AGBETSIVI KOMOVI,18/09/2013,INSCRIPTION,€210,,
MSD France,Infirmier,AGBETSIVI KOMOVI,18/09/2013,HÉBERGEMENT,€73,,
MSD France,Médecin,BERGES DOMINIQUE,14/06/2012,HOSPITALITE,€49,,
MSD France,Médecin,BERTHELOT CALMELS VALERIE,14/06/2012,HOSPITALITE,€49,,
MSD France,Médecin,BONNET AGNES,25/10/2012,HOSPITALITE,€55,,
MSD France,Médecin,BOURGES DUHAMEL MONIQUE,25/09/2013,REPAS,€21,,
MSD France,Médecin,BROCARD HUBERT,21/06/2013,REPAS,€30,,
MSD France,Médecin,CINA GERARD,07/11/2013,REPAS,€54,,
MSD France,Médecin,CINA GERARD,20/12/2013,REPAS,€29,,
MSD France,Médecin,CINA GERARD,24/05/2013,REPAS,€38,,
MSD France,Médecin,COLBERT LORRAINE,29/03/2012,HOSPITALITE,€50,,
MSD France,Médecin,CORNELOUP LUC,12/10/2013,REPAS,€60,,
MSD France,Médecin,CORNELOUP LUC,12/05/2012,HOSPITALITE,€53,,
MSD France,Médecin,CORNELOUP LUC,23/02/2013,HOSPITALITÉ,€48,,
MSD France,Médecin,CORNELOUP LUC,06/09/2012,REPAS,€16,,
MSD France,Médecin,CORNELOUP LUC,12/02/2013,REPAS,€19,,
MSD France,Médecin,CORNELOUP LUC,14/06/2012,HOSPITALITE,€49,,
MSD France,Médecin,CORNELOUP LUC,04/06/2013,REPAS,€27,,
MSD France,Médecin,DELMEULE THIERRY,22/04/2013,REPAS,€30,,
MSD France,Médecin,DRAVIGNEY SAVARY JOELLE,25/10/2012,HOSPITALITE,€55,,
MSD France,Médecin,DRAVIGNEY SAVARY JOELLE,26/03/2013,HOSPITALITÉ,€55,,
MSD France,Médecin,DRAVIGNEY SAVARY JOELLE,19/04/2012,HOSPITALITE,€55,,
MSD France,Médecin,DRAVIGNEY SAVARY JOELLE,19/03/2013,HOSPITALITÉ,€59,,
MSD France,Médecin,DRILLAUD DENIS,15/11/2012,REPAS,€50,,
MSD France,Médecin,DRILLAUD DENIS,24/09/2013,REPAS,€54,,
MSD France,Médecin,DRILLAUD DENIS,18/03/2014,REPAS,€60,,
MSD France,Médecin,FABERES GILLES,04/07/2013,REPAS,€56,,
MSD France,Médecin,FABERES GILLES,07/11/2013,REPAS,€53,,
MSD France,Médecin,FABERES GILLES,31/01/2012,HOSPITALITE,€48,,
MSD France,Médecin,FABERES GILLES,04/02/2014,REPAS,€53,,
MSD France,Médecin,FABERES GILLES,04/02/2014,REPAS,€53,,
MSD France,Médecin,FABERES GILLES,24/10/2013,REPAS,€54,,
MSD France,Médecin,FAYAT JEAN CLAUDE,22/04/2013,REPAS,€30,,
MSD France,Médecin,FERRARIS DAVID,18/03/2014,REPAS,€60,,
MSD France,Médecin,FERRARIS DAVID,22/04/2013,REPAS,€30,,
MSD France,Médecin,GENCEL LAURENT,04/06/2013,REPAS,€27,,
MSD France,Médecin,GENCEL LAURENT,12/02/2013,REPAS,€19,,
MSD France,Médecin,GENCEL LAURENT,06/09/2012,REPAS,€16,,
MSD France,Médecin,GENCEL LAURENT,19/06/2013,HOSPITALITÉ,€56,,
MSD France,Médecin,GIGANDET TAMARELLE CATHERINE,11/10/2013,REPAS,€38,,
MSD France,Médecin,GIGANDET TAMARELLE CATHERINE,14/03/2014,REPAS,€27,,
MSD France,Médecin,GRAUZAM FRANCOIS,07/11/2013,REPAS,€53,,
MSD France,Médecin,HAMMOUD JAMAL,24/10/2013,REPAS,€54,,
MSD France,Médecin,HAMMOUD JAMAL,31/01/2012,HOSPITALITE,€48,,
MSD France,Médecin,HAMMOUD JAMAL,04/02/2014,REPAS,€53,,
MSD France,Médecin,HAMMOUD JAMAL,11/04/2013,HOSPITALITÉ,€50,,
MSD France,Médecin,HAMMOUD JAMAL,17/04/2014,REPAS,€60,,
MSD France,Médecin,HAMMOUD JAMAL,15/11/2012,REPAS,€50,,
MSD France,Médecin,HAMMOUD JAMAL,07/06/2012,HOSPITALITE,€55,,
MSD France,Médecin,JULLIEN SEGU VERONIQUE,04/02/2014,REPAS,€53,,
MSD France,Médecin,JULLIEN SEGU VERONIQUE,31/01/2012,HOSPITALITE,€48,,
MSD France,Médecin,LACHIVER ERIC,02/09/2013,REPAS,€29,,
MSD France,Médecin,LAN CHOW WING DAVID,11/04/2013,HOSPITALITÉ,€50,,
MSD France,Médecin,LAN CHOW WING DAVID,03/04/2014,REPAS,€30,,
MSD France,Médecin,LAN CHOW WING DAVID,04/04/2012,HOSPITALITE,€58,,
MSD France,Médecin,LARRAN MOULIES MICHELE,29/03/2012,HOSPITALITE,€50,,
MSD France,Médecin,LAVEAU JACQUES,03/07/2012,REPAS,€55,,
MSD France,Médecin,LAVEAU SANDRINE,03/07/2012,REPAS,€55,,
MSD France,Médecin,LEFEVRE GERALD,04/06/2013,HOSPITALITÉ,€55,,
MSD France,Médecin,LEFEVRE GERALD,04/10/2012,REPAS,€55,,
MSD France,Médecin,LEFEVRE GERALD,11/04/2013,HOSPITALITÉ,€50,,
MSD France,Médecin,LE VIGOUROUX VIVIANE,14/06/2012,HOSPITALITE,€49,,
MSD France,Médecin,MAURICE JACQUES,07/11/2013,REPAS,€53,,
MSD France,Médecin,MAURICE JACQUES,03/04/2014,REPAS,€30,,
MSD France,Médecin,MAURICE JACQUES,11/04/2013,HOSPITALITÉ,€50,,
MSD France,Médecin,MAURICE JACQUES,15/11/2012,REPAS,€50,,
MSD France,Médecin,NAVARRANNE ROUMEC ANNE,11/03/2014,HÉBERGEMENT,€690,,
MSD France,Médecin,NAVARRANNE ROUMEC ANNE,11/03/2014,TRANSPORT,€552,,
MSD France,Médecin,NAVARRANNE ROUMEC ANNE,11/03/2014,INSCRIPTION,€310,,
MSD France,Médecin,TREBESSES JEAN MICHEL,15/11/2012,REPAS,€50,,
MSD France,Médecin,TREBESSES JEAN MICHEL,18/03/2014,REPAS,€60,,
MSD France,Médecin,TREBESSES JEAN MICHEL,14/06/2012,HOSPITALITE,€49,,
MSD France,Médecin,TREBESSES JEAN MICHEL,03/07/2012,REPAS,€55,,
MUNDIPHARMA,Médecin,DRILLAUD DENIS,07/05/2014,REPAS,€38,,
MUNDIPHARMA,Médecin,DRILLAUD DENIS,20/02/2013,AUTRE : REPAS PROFESSIONNEL,€23,,
MUNDIPHARMA,Médecin,HAMMOUD JAMAL,30/04/2014,REPAS,€40,,
MUNDIPHARMA,Médecin,LACHIVER ERIC,11/02/2014,REPAS,€31,,
MUNDIPHARMA,Médecin,LANTA J LOUIS,27/03/2014,HOSPITALITE REUNION PROFESSIONNELLE,€59,,
NIDEK SA,Médecin,LONGUEFOSSE OLIVIER,27/03/2014,REPAS,€11,,
NOBEL BIOCARE FRANCE SAS,Chirurgien-dentiste,DUPONT MATTHIEU,22/10/2013,REPAS,€12,,
NOBEL BIOCARE FRANCE SAS,Chirurgien-dentiste,DUPONT MATTHIEU,20/03/2014,DONS DE MATERIEL,€394,,
NOBEL BIOCARE FRANCE SAS,Chirurgien-dentiste,DUPUY Laurent,23/10/2013,DONS DE FONCTIONNEMENT,€424,,
NOVARTIS PHARMA SAS,Infirmier,MARTIN DUPONT FRANCOISE,05/09/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,ANDRIEUX ANNICK,17/09/2013,Autre : [Hospitalité Evenement Scientifique],€40,,
NOVARTIS PHARMA SAS,Médecin,BERGES DOMINIQUE,20/05/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,COCHET CHANTAL,18/09/2013,Autre : [Hospitalité Evenement Scientifique],€47,,
NOVARTIS PHARMA SAS,Médecin,COCHET CHANTAL,07/02/2014,Autre : [Participation Evenement Scientifique],€27,,
NOVARTIS PHARMA SAS,Médecin,DRILLAUD DENIS,20/05/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,DUBOURG HERVE,06/03/2014,Autre : [Participation Evenement Scientifique],€50,,
NOVARTIS PHARMA SAS,Médecin,DUBOURG HERVE,10/10/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,FABERES GILLES,20/05/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,FERRARIS DAVID,20/05/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,GELLEE BRIGITTE,18/03/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,GELLEE GILLES,18/03/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,GIAUQUE ERIC,03/10/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,GRINFEDER VERONIQUE,02/07/2013,Repas,€34,,
NOVARTIS PHARMA SAS,Médecin,LACHIVER ERIC,02/07/2013,Repas,€34,,
NOVARTIS PHARMA SAS,Médecin,LAN CHOW WING DAVID,08/10/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,LAN CHOW WING DAVID,12/06/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,LAN CHOW WING DAVID,18/03/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,LECOCQ LAURENT,15/05/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,MARINKEVA EMILIYA,13/02/2014,Repas,€48,,
NOVARTIS PHARMA SAS,Médecin,NAVARRANNE ROUMEC ANNE,07/02/2014,Autre : [Participation Evenement Scientifique],€27,,
NOVARTIS PHARMA SAS,Médecin,RIGAL EMILIE,19/09/2013,Autre : [Hospitalité Evenement Scientifique],€40,,
NOVARTIS PHARMA SAS,Pharmacien,KIRAT POTESTA BEATRICE,16/05/2014,Repas,€15,,
NOVO NORDISK,Infirmier,MANLANO VINCENT,25/10/2013,[RESTAURATION],€23,,
NOVO NORDISK,Infirmier,PETOUR MARIE,25/10/2013,[RESTAURATION],€23,,
NOVO NORDISK,Médecin,DAMON DIDIER,28/01/2014,REPAS,€46,,
NOVO NORDISK,Médecin,GAILLARD LUCILLE,25/10/2013,[RESTAURATION],€23,,
NOVO NORDISK,Médecin,HAMMOUD JAMAL,03/06/2014,REPAS,€51,,
NOVO NORDISK,Médecin,HAMMOUD JAMAL,21/11/2013,REPAS,€60,,
NOVO NORDISK,Médecin,LAN CHOW WING DAVID,21/11/2013,REPAS,€60,,
NOVO NORDISK,Médecin,NAVARRANNE ROUMEC ANNE,02/10/2013,TRANSPORT,€122,,
NOVO NORDISK,Médecin,NAVARRANNE ROUMEC ANNE,02/10/2013,INSCRIPTION,€400,,
NOVO NORDISK,Médecin,NAVARRANNE ROUMEC ANNE,02/10/2013,REPAS,€68,,
NOVO NORDISK,Médecin,NAVARRANNE ROUMEC ANNE,02/10/2013,TRANSPORT,€122,,
NOVO NORDISK,Médecin,NAVARRANNE ROUMEC ANNE,02/10/2013,HÃ‰BERGEMENT,€720,,
NOVO NORDISK,Médecin,NAVARRANNE ROUMEC ANNE,02/10/2013,INSCRIPTION,€400,,
NOVO NORDISK,Médecin,NAVARRANNE ROUMEC ANNE,02/10/2013,HEBERGEMENT,€720,,
OCP REPARTITION,Pharmacien,ACCOCEBERRY GUY,20/11/2013,REPAS,€60,,
OCP REPARTITION,Pharmacien,ACCOCEBERRY STEPHANIE,20/11/2013,REPAS,€60,,
OCP REPARTITION,Pharmacien,BIREAU MICHEL,04/03/2014,REPAS,€37,,
OCP REPARTITION,Pharmacien,BIREAU MICHEL,20/11/2013,REPAS,€60,,
OCP REPARTITION,Pharmacien,GABAUDE STEPHANE,29/01/2014,REPAS,€40,,
OCP REPARTITION,Pharmacien,VERDIER FRANCIS,20/11/2013,REPAS,€60,,
Ophta-France SA,Médecin,CAZANAVE HENRI,11/04/2014,Repas,€49,,
Ophta-France SA,Médecin,CAZANAVE HENRI,26/05/2014,Repas,€60,,
Ophta-France SA,Médecin,CAZANAVE HENRI,25/06/2014,Repas,€61,,
Ophta-France SA,Médecin,CAZANAVE HENRI,20/02/2014,Autre : Forfait Congrès,€500,,
ORMCO FRANCE SAS,Chirurgien-dentiste,PONS MARC,15/02/2013,DONS DE MATERIEL,€42,,
ORTHO JET,Infirmier,SARRUT SANDRINE,05/09/2013,ENTRTIEN COMMERCIAL,€13,,
ORTHO JET,Médecin,PREVOT NICOLAS,08/02/2012,RESTAURATION,€73,,
ORTHO JET,Médecin,PREVOT NICOLAS,10/02/2012,RESTAURATION,€70,,
ORTHO JET,Médecin,PREVOT NICOLAS,09/02/2012,RESTAURATION,€58,,
ORTHOPAEDIC & SPINE DEVELOPMENT (OSD),Médecin,BERNARD PIERRE,12/04/2013,REPAS,€21,,
ORTHOPAEDIC & SPINE DEVELOPMENT (OSD),Médecin,BERNARD PIERRE,30/08/2013,REPAS,€56,,
ORTHOPAEDIC & SPINE DEVELOPMENT (OSD),Médecin,BERNARD PIERRE,03/04/2012,REPAS,€63,,
ORTHOPAEDIC & SPINE DEVELOPMENT (OSD),Médecin,BERNARD PIERRE,10/01/2014,Repas,€90,,
ORTHOPAEDIC & SPINE DEVELOPMENT (OSD),Médecin,BERNARD PIERRE,11/01/2013,REPAS,€61,,
ORTHOPAEDIC & SPINE DEVELOPMENT (OSD),Médecin,BERNARD PIERRE,29/08/2013,REPAS,€72,,
ORTHOPAEDIC & SPINE DEVELOPMENT (OSD),Médecin,BERNARD PIERRE,10/02/2012,REPAS,€17,,
ORTHOPAEDIC & SPINE DEVELOPMENT (OSD),Médecin,BERNARD PIERRE,31/07/2013,TRANSPORT,€314,,
ORTHOPAEDIC & SPINE DEVELOPMENT (OSD),Médecin,BERNARD PIERRE,08/06/2012,REPAS,€58,,
ORTHOPAEDIC & SPINE DEVELOPMENT (OSD),Médecin,MANGIONE PAOLO,10/02/2012,REPAS,€17,,
ORTHOPAEDIC & SPINE DEVELOPMENT (OSD),Médecin,MANGIONE PAOLO,17/05/2013,REPAS,€73,,
ORTHOPAEDIC & SPINE DEVELOPMENT (OSD),Médecin,MANGIONE PAOLO,23/01/2013,REPAS,€68,,
ORTHOPAEDIC & SPINE DEVELOPMENT (OSD),Médecin,MANGIONE PAOLO,29/01/2014,Repas,€118,,
ORTHOPAEDIC & SPINE DEVELOPMENT (OSD),Médecin,MANGIONE PAOLO,03/08/2012,REPAS,€31,,
ORTHOPAEDIC & SPINE DEVELOPMENT (OSD),Médecin,PEDRAM MORAD,23/04/2012,REPAS,€31,,
ORTHOPAEDIC & SPINE DEVELOPMENT (OSD),Médecin,PEDRAM MORAD,11/07/2013,REPAS,€46,,
ORTHOPAEDIC & SPINE DEVELOPMENT (OSD),Médecin,PEDRAM MORAD,12/04/2013,REPAS,€21,,
ORTHOPAEDIC & SPINE DEVELOPMENT (OSD),Médecin,PEDRAM MORAD,22/04/2013,REPAS,€49,,
ORTHOPAEDIC & SPINE DEVELOPMENT (OSD),Médecin,PEDRAM MORAD,13/11/2012,REPAS,€61,,
ORTHOPAEDIC & SPINE DEVELOPMENT (OSD),Médecin,PEDRAM MORAD,12/03/2014,Repas,€20,,
ORTHOPAEDIC & SPINE DEVELOPMENT (OSD),Médecin,PEDRAM MORAD,03/04/2014,Repas,€44,,
ORTHOPAEDIC & SPINE DEVELOPMENT (OSD),Médecin,PEDRAM MORAD,18/06/2014,Repas,€47,,
ORTHOPAEDIC & SPINE DEVELOPMENT (OSD),Médecin,PEDRAM MORAD,27/08/2012,REPAS,€34,,
ORTHOPAEDIC & SPINE DEVELOPMENT (OSD),Médecin,PEDRAM MORAD,11/07/2013,REPAS,€46,,
Otsuka Pharmaceutical France SAS,Médecin,BOULON SOPHIE,03/04/2014,HOSPITALITE,€60,,
Otsuka Pharmaceutical France SAS,Médecin,BOULON SOPHIE,03/04/2014,HEBERGEMENT,€185,,
Otsuka Pharmaceutical France SAS,Médecin,BOULON SOPHIE,03/04/2014,TRANSPORT,€431,,
Otsuka Pharmaceutical France SAS,Médecin,DELOGE Arnaud,24/10/2013,RESTAURATION,€60,,
Otsuka Pharmaceutical France SAS,Médecin,DELOGE Arnaud,09/07/2013,RESTAURATION,€40,,
Otsuka Pharmaceutical France SAS,Médecin,SARRAM SAMAN,03/04/2014,REPAS,€60,,
Otsuka Pharmaceutical France SAS,Médecin,SARRAM SAMAN,03/04/2014,TRANSPORT,€441,,
Otsuka Pharmaceutical France SAS,Médecin,SARRAM SAMAN,03/04/2014,HEBERGEMENT,€185,,
Otsuka Pharmaceutical France SAS,Médecin,SARRAM SAMAN,03/04/2014,HOSPITALITE,€60,,
PECH CERCIAT,Médecin,Abecassis Wilson Claude,13/12/2013,Autre : [ECHANTILLON],€39,,
PECH CERCIAT,Médecin,Abecassis Wilson Claude,21/08/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Bonnet Agnès,11/07/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Bonnet Agnès,10/10/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Bonnet Agnès,13/12/2013,Autre : [ECHANTILLON],€39,,
PECH CERCIAT,Médecin,Cipriano Gérard,19/07/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Cipriano Gérard,19/07/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Cipriano Gérard,07/10/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Colbert Lorraine,12/12/2013,Autre : [ECHANTILLON],€40,,
PECH CERCIAT,Médecin,Dravigney Joelle,18/11/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Dravigney Joelle,12/07/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Dravigney Joelle,27/08/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Dravigney Joelle,26/09/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Guillot Muriel,10/10/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Larran-Moulies Michèle,02/07/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Larran-Moulies Michèle,22/10/2013,Autre : [ECHANTILLON],€29,,
PECH CERCIAT,Médecin,Larran-Moulies Michèle,22/10/2013,Autre : [ECHANTILLON],€46,,
PECH CERCIAT,Médecin,Larran-Moulies Michèle,22/10/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Maestrati-Bonnefoy Catherine,23/10/2013,Autre : [ECHANTILLON],€20,,
PFIZER SAS,Médecin,CORDIER GUILLAUME,01/10/2013,Repas,€15,,
PFIZER SAS,Médecin,DUBON THIERRY,05/12/2013,REPAS,€54,,
PFIZER SAS,Médecin,DUBON THIERRY,05/12/2013,REPAS,€54,,
PFIZER SAS,Médecin,FABERES GILLES,14/04/2014,REPAS,€55,,
PFIZER SAS,Médecin,GENCEL LAURENT,17/09/2013,Repas,€16,,
PFIZER SAS,Médecin,GRINFEDER VERONIQUE,03/06/2014,REPAS,€34,,
PFIZER SAS,Médecin,HAMMOUD JAMAL,12/12/2013,Repas,€55,,
PFIZER SAS,Médecin,LACHIVER ERIC,29/10/2013,Repas,€36,,
PFIZER SAS,Médecin,LACHIVER ERIC,03/06/2014,REPAS,€34,,
PFIZER SAS,Médecin,LAN CHOW WING DAVID,05/12/2013,REPAS,€54,,
PFIZER SAS,Médecin,LAN CHOW WING DAVID,05/12/2013,REPAS,€54,,
PFIZER SAS,Pharmacien,MEYNIEU VALERIE,05/12/2013,REPAS,€54,,
PFIZER SAS,Pharmacien,MEYNIEU VALERIE,05/12/2013,REPAS,€54,,
PHARMA DOM,Médecin,COCHET CHANTAL,11/03/2014,TRANSPORT,€459,,
PHARMA DOM,Médecin,COCHET CHANTAL,11/03/2014,INSCRIPTION,€360,,
PHARMA DOM,Médecin,NAVARRANNE ROUMEC ANNE,26/06/2013,REPAS,€30,,
PHARMATHERA,Médecin,BONNET MARC ANTOINE AGNES,15/07/2013,OBJET D HOSPITALITE,€35,,
PHARMATHERA,Médecin,DELMEULE THIERRY,04/07/2013,OBJET D HOSPITALITE,€50,,
PHARMATHERA,Médecin,DRAVIGNEY JOELLE,18/07/2013,OBJET D HOSPITALITE,€70,,
PHILIPS FRANCE,Médecin,HUOT PASCAL,11/09/2013,Repas,€20,,
PHILIPS FRANCE,Médecin,HUOT PASCAL,06/11/2013,Repas,€21,,
PHILIPS FRANCE,Médecin,HUOT PASCAL,07/11/2013,Repas,€20,,
PHILIPS FRANCE,Médecin,MEYER PHILIPPE,17/09/2013,HEBERGEMENT,€180,,
PHILIPS FRANCE,Médecin,MEYER PHILIPPE,11/09/2013,Repas,€20,,
PHILIPS FRANCE,Médecin,MEYER PHILIPPE,17/09/2013,HEBERGEMENT,€180,,
PHILIPS FRANCE,Médecin,MEYER PHILIPPE,11/09/2013,Repas,€20,,
PHILIPS FRANCE,Médecin,MEYER PHILIPPE,17/09/2013,TRANSPORT,€300,,
PHILIPS FRANCE,Médecin,MEYER PHILIPPE,18/10/2013,Repas,€50,,
PHILIPS FRANCE,Médecin,MEYER PHILIPPE,15/11/2013,Repas,€23,,
PHILIPS FRANCE,Médecin,MOINARD MARYSE,11/09/2013,Repas,€20,,
PHILIPS FRANCE,Médecin,MOINARD MARYSE,18/10/2013,Repas,€50,,
PHILIPS FRANCE,Médecin,MOREAU DURIEUX MARIE HELENE,13/09/2013,Repas,€20,,
PHILIPS FRANCE,Médecin,PELE ERIC,07/11/2013,Repas,€20,,
PHILIPS FRANCE,Médecin,PESQUER LIONEL,17/09/2013,TRANSPORT,€300,,
PHILIPS FRANCE,Médecin,PESQUER LIONEL,17/09/2013,HEBERGEMENT,€180,,
PHILIPS FRANCE,Médecin,PESQUER LIONEL,07/11/2013,Repas,€20,,
PHILIPS FRANCE,Médecin,PESQUER LIONEL,17/09/2013,REPAS,€100,,
PHILIPS FRANCE,Médecin,PESQUER LIONEL,11/09/2013,Repas,€20,,
PHILIPS FRANCE,Médecin,PESQUER LIONEL,13/09/2013,Repas,€20,,
PHILIPS FRANCE,Médecin,PESQUER LIONEL,06/11/2013,Repas,€21,,
PHILIPS FRANCE,Médecin,POUSSANGE NICOLAS,06/11/2013,Repas,€21,,
PHILIPS FRANCE,Médecin,SILVESTRE ALAIN,15/11/2013,Repas,€23,,
PHILIPS FRANCE,Médecin,SILVESTRE ALAIN,17/09/2013,REPAS,€100,,
PHILIPS FRANCE,Médecin,SILVESTRE ALAIN,17/09/2013,TRANSPORT,€300,,
PHILIPS FRANCE,Médecin,SILVESTRE ALAIN,17/09/2013,TRANSPORT,€300,,
PHILIPS FRANCE,Médecin,SILVESTRE ALAIN,15/11/2013,Repas,€23,,
PHONAK FRANCE,Audioprothésiste,EHRARD SANDRINE,20/09/2013,REPAS,€35,,
PHONAK FRANCE,Audioprothésiste,EHRARD SANDRINE,21/09/2013,REPAS,€35,,
Pierre Fabre Dermo-Cosmétique,Pharmacien,DAGNAUD CHANTAL,11/12/2013,RP,€48,,
Pierre Fabre Dermo-Cosmétique,Pharmacien,LACHEZE JEAN PIERRE,11/12/2013,RP,€48,,
Pierre Fabre Dermo-Cosmétique,Pharmacien,LACHEZE SOPHIE,20/05/2014,RESTAURATION,€14,,
Pierre Fabre Dermo-Cosmétique,Préparateur en pharmacie et préparateur en pharmacie hospitalière,BUCHY AURORE,19/03/2014,RESTAURATION,€16,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,COTTART ANNE LAURE,22/05/2014,RESTAURATION,€35,,
PIERRE FABRE MEDICAMENT,Médecin,BONNET AGNES,02/10/2013,RESTAURATION,€41,,
PIERRE FABRE MEDICAMENT,Médecin,BONNET AGNES,10/09/2012,Restauration,€50,,
PIERRE FABRE MEDICAMENT,Médecin,BOURGES DUHAMEL MONIQUE,16/03/2012,Restauration,€28,,
PIERRE FABRE MEDICAMENT,Médecin,BOURGES DUHAMEL MONIQUE,22/02/2013,Restauration,€45,,
PIERRE FABRE MEDICAMENT,Médecin,CAIX COMBECAVE CAROLINE,29/03/2012,Restauration,€30,,
PIERRE FABRE MEDICAMENT,Médecin,CHUNG CHIN CHOW EDOUARD,09/02/2012,Restauration,€34,,
PIERRE FABRE MEDICAMENT,Médecin,CINA GERARD,06/07/2012,Restauration,€37,,
PIERRE FABRE MEDICAMENT,Médecin,CINA GERARD,23/03/2012,Restauration,€45,,
PIERRE FABRE MEDICAMENT,Médecin,CINA GERARD,07/06/2012,Restauration,€50,,
PIERRE FABRE MEDICAMENT,Médecin,CINA GERARD,14/02/2014,RESTAURATION,€41,,
PIERRE FABRE MEDICAMENT,Médecin,CLEMENT DANIELLE,20/09/2012,Restauration,€111,,
PIERRE FABRE MEDICAMENT,Médecin,CLEMENT DANIELLE,20/09/2012,Frais de dÃƒÂ©placement,€41,,
PIERRE FABRE MEDICAMENT,Médecin,CLEMENT DANIELLE,20/09/2012,Restauration,€111,,
PIERRE FABRE MEDICAMENT,Médecin,CLEMENT DANIELLE,22/11/2012,Restauration,€33,,
PIERRE FABRE MEDICAMENT,Médecin,CLEMENT DANIELLE,20/06/2013,Restauration,€30,,
PIERRE FABRE MEDICAMENT,Médecin,COCHET CHANTAL,20/03/2012,Frais de dÃƒÂ©placement,€642,,
PIERRE FABRE MEDICAMENT,Médecin,COLBERT LORRAINE,23/05/2013,Restauration,€50,,
PIERRE FABRE MEDICAMENT,Médecin,COLBERT LORRAINE,05/05/2014,RESTAURATION,€50,,
PIERRE FABRE MEDICAMENT,Médecin,COLBERT LORRAINE,29/05/2012,Restauration,€50,,
PIERRE FABRE MEDICAMENT,Médecin,CORNELOUP LUC,14/02/2012,Restauration,€30,,
PIERRE FABRE MEDICAMENT,Médecin,CORNELOUP LUC,28/05/2013,Restauration,€28,,
PIERRE FABRE MEDICAMENT,Médecin,CORNELOUP LUC,04/12/2012,Restauration,€29,,
PIERRE FABRE MEDICAMENT,Médecin,CORNELOUP LUC,12/06/2012,Restauration,€28,,
PIERRE FABRE MEDICAMENT,Médecin,CORNELOUP LUC,12/11/2013,RESTAURATION,€27,,
PIERRE FABRE MEDICAMENT,Médecin,DRAVIGNEY SAVARY JOELLE,06/12/2012,Restauration,€37,,
PIERRE FABRE MEDICAMENT,Médecin,DRAVIGNEY SAVARY JOELLE,16/10/2012,Restauration,€43,,
PIERRE FABRE MEDICAMENT,Médecin,DRAVIGNEY SAVARY JOELLE,21/06/2012,Restauration,€48,,
