3M France,Pharmacien,RAVENEAU EDDY,26/03/2014,REPAS,€36,,
ORTHOFIX SA,Infirmier,ROBERT JEROME,15/10/2013,REPAS,€28,,
ORTHOFIX SA,Infirmier,THIERRY GUILLAUME,15/10/2013,REPAS,€28,,
ORTHOFIX SA,Médecin,NTIBATUMAKAMWE CLEMENT,16/02/2014,REPAS,€40,,
ORTHOFIX SA,Médecin,NTIBATUMAKAMWE CLEMENT,15/10/2013,REPAS,€28,,
ORTHOFIX SA,Médecin,NTIBATUMAKAMWE CLEMENT,16/02/2014,REPAS,€40,,
ORTHOFIX SA,Médecin,ZAHMOUL FAOUZI,15/10/2013,REPAS,€28,,
ORTHO JET,Infirmier,GENEVAY CORALIE,16/10/2013,INSCRIPTION SOFCOT,€50,,
ORTHO JET,Infirmier,GENEVAY CORALIE,13/11/2013,HEBERGEMENT SOFCOT,€115,,
ORTHO JET,Infirmier,GENEVAY CORALIE,12/11/2013,TRANSPORT,€22,,
ORTHO JET,Infirmier,MAZERAT ELODIE,16/10/2013,INSCRIPTION SOFCOT,€50,,
ORTHO JET,Infirmier,MAZERAT ELODIE,13/11/2013,HEBERGEMENT SOFCOT,€113,,
ORTHO JET,Infirmier,MAZERAT ELODIE,24/10/2013,TRANSPORT SOFCOT,€204,,
ORTHO JET,Médecin,BRUNOT PHILIPPE,11/02/2012,HEBERGEMENT,"€1,647",,
ORTHO JET,Médecin,BRUNOT PHILIPPE,28/02/2012,TRANSPORT,€24,,
ORTHO JET,Médecin,BRUNOT PHILIPPE,15/03/2014,HEBERGEMENT,"€1,680",,
ORTHO JET,Médecin,BRUNOT PHILIPPE,12/11/2013,RESTAURATION SOCOT,€87,,
ORTHO JET,Médecin,BRUNOT PHILIPPE,29/01/2014,REPAS FORMATION,€24,,
ORTHO JET,Médecin,BRUNOT PHILIPPE,08/02/2014,TRANSPORT,€960,,
ORTHO JET,Médecin,BRUNOT PHILIPPE,12/11/2013,RESTAURATION SOCOT,€72,,
ORTHO JET,Médecin,BRUNOT PHILIPPE,11/03/2014,RESTAURATION,€54,,
ORTHO JET,Médecin,BRUNOT PHILIPPE,12/02/2012,RESTAURATION,€34,,
ORTHO JET,Médecin,BRUNOT PHILIPPE,06/02/2012,RESTAURATION,€20,,
ORTHO JET,Médecin,BRUNOT PHILIPPE,08/02/2012,RESTAURATION,€73,,
ORTHO JET,Médecin,BRUNOT PHILIPPE,29/01/2014,REPAS FORMATION,€24,,
ORTHO JET,Médecin,BRUNOT PHILIPPE,11/03/2014,RESTAURATION,€11,,
ORTHO JET,Médecin,BRUNOT PHILIPPE,08/02/2012,RESTAURATION,€73,,
ORTHO JET,Médecin,BRUNOT PHILIPPE,09/02/2012,RESTAURATION,€58,,
ORTHO JET,Médecin,BRUNOT PHILIPPE,11/02/2012,HEBERGEMENT,"€1,647",,
ORTHO JET,Médecin,BRUNOT PHILIPPE,19/07/2013,REPAS FORMATION,€38,,
ORTHO JET,Médecin,BRUNOT PHILIPPE,12/02/2012,RESTAURATION,€34,,
ORTHO JET,Médecin,BRUNOT PHILIPPE,06/02/2012,RESTAURATION,€20,,
ORTHO JET,Médecin,BRUNOT PHILIPPE,12/02/2012,TRANSPORT,€899,,
ORTHO JET,Médecin,BRUNOT PHILIPPE,10/02/2012,RESTAURATION,€70,,
ORTHO JET,Médecin,GERAUD HUGUE,15/11/2012,HEBERGEMENT,€570,,
ORTHO JET,Préparateur en pharmacie et préparateur en pharmacie hospitalière,AYACHI SAIHA,12/01/2013,REPAS FORMATION,€42,,
ORTHO JET,Préparateur en pharmacie et préparateur en pharmacie hospitalière,BOUILLAGUET DELPHINE,12/01/2013,REPAS FORMATION,€42,,
ORTHO JET,Préparateur en pharmacie et préparateur en pharmacie hospitalière,COUREL CECILE,12/01/2013,REPAS FORMATION,€42,,
ORTHO JET,Préparateur en pharmacie et préparateur en pharmacie hospitalière,DAVID AURELLE,12/01/2013,REPAS FORMATION,€42,,
ORTHO JET,Préparateur en pharmacie et préparateur en pharmacie hospitalière,DUMONT CHRISTELLE,12/01/2013,REPAS FORMATION,€42,,
ORTHO JET,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MONCEYRON CLINE,12/01/2013,REPAS FORMATION,€42,,
Otsuka Pharmaceutical France SAS,Médecin,BACH VINCENT,20/02/2014,Repas,€55,,
Otsuka Pharmaceutical France SAS,Médecin,CIGANA Andre,17/10/2013,RESTAURATION,€50,,
Otsuka Pharmaceutical France SAS,Médecin,CIGANA ANDRE,20/02/2014,Repas,€55,,
Otsuka Pharmaceutical France SAS,Médecin,CIGANA André,22/03/2014,REPAS,€44,,
Otsuka Pharmaceutical France SAS,Médecin,CIGANA André,21/03/2014,HEBERGEMENT,€50,,
Otsuka Pharmaceutical France SAS,Médecin,CIGANA André,21/03/2014,REPAS,€60,,
Otsuka Pharmaceutical France SAS,Médecin,CIGANA SYLVIE,21/03/2014,REPAS,€60,,
Otsuka Pharmaceutical France SAS,Médecin,CIGANA SYLVIE,21/03/2014,HEBERGEMENT,€50,,
Otsuka Pharmaceutical France SAS,Médecin,CIGANA SYLVIE,20/02/2014,Repas,€55,,
Otsuka Pharmaceutical France SAS,Médecin,CIGANA SYLVIE,22/03/2014,REPAS,€44,,
Otsuka Pharmaceutical France SAS,Médecin,CIGANA Sylvie,17/10/2013,RESTAURATION,€50,,
Otsuka Pharmaceutical France SAS,Médecin,LAPEYRE ALAIN,20/02/2014,Repas,€55,,
PECH CERCIAT,Médecin,Bouvot Catherine,20/11/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Cantaloube Muriel,20/11/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Colinet Marie-Claude,07/11/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Deshors Bertrand,20/11/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Deshors Bertrand,20/11/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Espinassouze Francois,01/10/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Metge Marie-Paule,08/10/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Toth Dusan non communiqué,07/11/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Verbier-Naneix Christine,28/11/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Sage-femme,Clavel Florence,20/11/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Sage-femme,Fonseca Maroe,07/11/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Sage-femme,Fournes Marie-Paule,24/09/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Sage-femme,Fournes Marie-Paule,07/11/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Sage-femme,Vialle Véronique,07/11/2013,Autre : [ECHANTILLON],€20,,
PFIZER SAS,Médecin,COUPERIE GEORGES,13/03/2014,REPAS,€39,,
PFIZER SAS,Médecin,GELY Ghislain,07/04/2013,HEBERGEMENT,€363,,
PFIZER SAS,Médecin,GELY Ghislain,07/04/2013,REPAS,€174,,
PFIZER SAS,Médecin,GELY Ghislain,07/04/2013,TRANSPORT,€309,,
PFIZER SAS,Médecin,GUICHARD HASSAN FRANCOISE,17/10/2013,Repas,€38,,
PFIZER SAS,Médecin,HENRY BRUNO,17/10/2013,Repas,€38,,
PFIZER SAS,Médecin,Maghia Remi,28/09/2013,HEBERGEMENT,€180,,
PFIZER SAS,Médecin,Maghia Remi,28/09/2013,REPAS,€127,,
PFIZER SAS,Médecin,Maghia Remi,28/09/2013,TRANSPORT,€602,,
PFIZER SAS,Médecin,MASDUPUY ALLEMAN ANNELISE,23/07/2013,Repas,€19,,
PFIZER SAS,Médecin,POPA LUCIANA,05/11/2013,Repas,€36,,
PFIZER SAS,Médecin,POPA LUCIANA,14/03/2014,REPAS,€30,,
PFIZER SAS,Médecin,POPA LUCIANA,30/01/2014,REPAS,€29,,
PFIZER SAS,Médecin,POPA LUCIANA,10/06/2014,REPAS,€60,,
PFIZER SAS,Médecin,PORTE Patrick,08/06/2013,HEBERGEMENT,€190,,
PFIZER SAS,Médecin,PORTE Patrick,08/06/2013,TRANSPORT,€335,,
PFIZER SAS,Médecin,PORTE Patrick,08/06/2013,REPAS,€60,,
PFIZER SAS,Médecin,QUILEZ DANIEL,17/10/2013,Repas,€38,,
PFIZER SAS,Médecin,ROUVELOUP TRONCHE FRANCOISE,28/03/2014,REPAS,€45,,
PFIZER SAS,Médecin,ROUVELOUP TRONCHE FRANCOISE,08/11/2013,Repas,€35,,
PFIZER SAS,Médecin,ROYER BERNARD,28/03/2014,REPAS,€45,,
PFIZER SAS,Médecin,ROYER BERNARD,08/11/2013,Repas,€35,,
PFIZER SAS,Pharmacien,CHAVANEL CHRISTELLE,25/07/2013,Repas,€40,,
PHADIA SAS,Médecin,BELIVIER ELISABETH,26/09/2013,FRAIS DE REPAS,€19,,
PHADIA SAS,Médecin,FARGEOT ANNE,26/09/2013,FRAIS DE REPAS,€19,,
PHADIA SAS,Médecin,GELY GHISLAIN,26/09/2013,FRAIS DE REPAS,€19,,
PHADIA SAS,Médecin,NICOARA MONICA,26/09/2013,FRAIS DE REPAS,€19,,
PHADIA SAS,Médecin,PRESSAC ANNIE,26/09/2013,FRAIS DE REPAS,€19,,
PHARMA DOM,Médecin,ESPALIAT ERIC,23/09/2013,DEJEUNER D'OPPORTUNITE,€60,,
PHARMA DOM,Médecin,ESPALIAT ERIC,25/11/2013,DEJEUNER D'OPPORTUNITE,€22,,
PHARMA DOM,Médecin,ESPALLIAT ERIC,07/02/2014,INSCRIPTION,"€1,017",,
PHARMA DOM,Médecin,ESPALLIAT ERIC,07/02/2014,HEBERGEMENT,€215,,
PHARMA DOM,Médecin,ESPALLIAT ERIC,17/02/2014,DEJEUNER D'OPPORTUNITE,€20,,
PHARMA DOM,Médecin,LACROIX ALAIN,17/02/2014,DEJEUNER D'OPPORTUNITE,€20,,
PHARMA DOM,Médecin,LACROIX ALAIN,23/09/2013,DEJEUNER D'OPPORTUNITE,€60,,
PHARMA DOM,Médecin,LACROIX ALAIN,25/11/2013,DEJEUNER D'OPPORTUNITE,€22,,
PHARMA DOM,Médecin,LACROIX ALAIN,04/07/2013,REPAS,€11,,
PHARMA DOM,Médecin,LACROIX ALAIN,17/02/2014,DEJEUNER D'OPPORTUNITE,€20,,
PHARMA DOM,Médecin,PAROUTY CHRISTIAN,02/10/2013,DEJEUNER D'OPPORTUNITE,€42,,
PHILIPS FRANCE,Médecin,LACROIX ALAIN,17/04/2014,REPAS,€30,,
PHILIPS FRANCE,Médecin,MARTAILLE JEAN-FRANCOIS,17/04/2014,REPAS,€30,,
PHILIPS FRANCE,Médecin,MIANE BERTRAND,17/04/2014,REPAS,€30,,
PHILIPS FRANCE,Médecin,SCHUE PATRICK,17/04/2014,REPAS,€30,,
PHONAK FRANCE,Audioprothésiste,BAUGNIES MAXENCE,11/12/2013,REPAS,€16,,
PHONAK FRANCE,Audioprothésiste,LEGUEVACQUES REGIS,02/07/2013,REPAS,€44,,
PHONAK FRANCE,Audioprothésiste,LEGUEVACQUES RÉGIS,03/04/2014,REPAS,€92,,
Pierre Fabre Dermo-Cosmétique,Médecin,BRUGUIER MURIEL,10/03/2014,RESTAURATION,€24,,
Pierre Fabre Dermo-Cosmétique,Pharmacien,BEAULIEU PHILIPPE,11/12/2013,RP,€48,,
Pierre Fabre Dermo-Cosmétique,Pharmacien,CHANCEL RENAUD,11/12/2013,RP,€48,,
PIERRE FABRE MEDICAMENT,Médecin,ABOUELFADEL MONA,21/11/2013,RESTAURATION,€70,,
PIERRE FABRE MEDICAMENT,Médecin,ANTOINE ELISABETH,26/06/2012,Restauration,€54,,
PIERRE FABRE MEDICAMENT,Médecin,BADKOUF SABRINA,01/02/2012,Restauration,€14,,
PIERRE FABRE MEDICAMENT,Médecin,BENSLIMANE SAMIR,23/11/2012,Restauration,€18,,
PIERRE FABRE MEDICAMENT,Médecin,BENSLIMANE SAMIR,11/01/2012,Restauration,€25,,
PIERRE FABRE MEDICAMENT,Médecin,BENSLIMANE SAMIR,30/05/2012,Restauration,€18,,
PIERRE FABRE MEDICAMENT,Médecin,BERTHE PAUL,15/03/2012,Restauration,€38,,
PIERRE FABRE MEDICAMENT,Médecin,BERTHE PAUL,22/03/2012,Restauration,€19,,
PIERRE FABRE MEDICAMENT,Médecin,BRUN PATRICK,07/02/2013,Restauration,€40,,
PIERRE FABRE MEDICAMENT,Médecin,BRUN PATRICK,27/06/2013,Restauration,€42,,
PIERRE FABRE MEDICAMENT,Médecin,BRUN PATRICK,28/06/2013,Restauration,€42,,
PIERRE FABRE MEDICAMENT,Médecin,BRUN PATRICK,14/03/2013,Restauration,€50,,
PIERRE FABRE MEDICAMENT,Médecin,BRUN PATRICK,24/04/2014,RESTAURATION,€26,,
PIERRE FABRE MEDICAMENT,Médecin,BRUN PATRICK,13/09/2013,RESTAURATION,€36,,
PIERRE FABRE MEDICAMENT,Médecin,CAHUET XAVIER,10/01/2012,Restauration,€53,,
PIERRE FABRE MEDICAMENT,Médecin,CAHUET XAVIER,15/03/2012,Restauration,€38,,
PIERRE FABRE MEDICAMENT,Médecin,CHATENET PATRICE,10/01/2012,Restauration,€53,,
PIERRE FABRE MEDICAMENT,Médecin,COLINET DE GRAEVE MARIE CLAUDE,17/01/2012,Restauration,€20,,
PIERRE FABRE MEDICAMENT,Médecin,COLINET DE GRAEVE MARIE CLAUDE,04/12/2012,Restauration,€60,,
PIERRE FABRE MEDICAMENT,Médecin,COMAS JEAN MARC,03/04/2014,RESTAURATION,€53,,
PIERRE FABRE MEDICAMENT,Médecin,COUPERIE GEORGES,05/06/2012,Restauration,€27,,
PIERRE FABRE MEDICAMENT,Médecin,DELARUE KARINE,01/04/2014,RESTAURATION,€58,,
PIERRE FABRE MEDICAMENT,Médecin,DIGNAC MARTINEL ISABELLE,06/06/2013,Restauration,€31,,
PIERRE FABRE MEDICAMENT,Médecin,DIGNAC MARTINEL ISABELLE,24/04/2014,RESTAURATION,€40,,
PIERRE FABRE MEDICAMENT,Médecin,DIGNAC MARTINEL ISABELLE,18/11/2013,RESTAURATION,€16,,
PIERRE FABRE MEDICAMENT,Médecin,DUBOIS ANNE,17/06/2014,RESTAURATION,€60,,
PIERRE FABRE MEDICAMENT,Médecin,DUBOIS BRONNIMANN ANNE,21/03/2012,Restauration,€14,,
PIERRE FABRE MEDICAMENT,Médecin,DUBOIS BRONNIMANN ANNE,29/11/2012,Restauration,€22,,
PIERRE FABRE MEDICAMENT,Médecin,DUBOIS BRONNIMANN ANNE,03/10/2013,RESTAURATION,€55,,
PIERRE FABRE MEDICAMENT,Médecin,EL JAMAL SEBASTIEN,15/03/2012,Restauration,€38,,
PIERRE FABRE MEDICAMENT,Médecin,EL JAMAL SEBASTIEN,22/03/2012,Restauration,€19,,
PIERRE FABRE MEDICAMENT,Médecin,FORTUNE GERARD,03/04/2014,RESTAURATION,€53,,
PIERRE FABRE MEDICAMENT,Médecin,FORTUNE GERARD,14/05/2013,Restauration,€78,,
PIERRE FABRE MEDICAMENT,Médecin,KOHLER HERVE,15/03/2012,Restauration,€38,,
PIERRE FABRE MEDICAMENT,Médecin,LABROUSSE JEAN LOUIS,28/04/2014,RESTAURATION,€18,,
PIERRE FABRE MEDICAMENT,Médecin,LABROUSSE JEAN LOUIS,30/09/2013,RESTAURATION,€20,,
PIERRE FABRE MEDICAMENT,Médecin,LACROIX ALAIN,07/11/2013,RESTAURATION,€36,,
PIERRE FABRE MEDICAMENT,Médecin,LALE CATHERINE,26/06/2012,Restauration,€54,,
PIERRE FABRE MEDICAMENT,Médecin,LALE CATHERINE,02/07/2013,RESTAURATION,€61,,
PIERRE FABRE MEDICAMENT,Médecin,LAPUYADE GERARD,29/11/2012,Restauration,€22,,
PIERRE FABRE MEDICAMENT,Médecin,LAPUYADE GERARD,10/10/2012,Restauration,€12,,
PIERRE FABRE MEDICAMENT,Médecin,LAPUYADE GERARD,12/12/2012,Restauration,€27,,
PIERRE FABRE MEDICAMENT,Médecin,LAPUYADE GERARD,10/04/2013,Restauration,€55,,
PIERRE FABRE MEDICAMENT,Médecin,LAPUYADE GERARD,03/10/2013,RESTAURATION,€55,,
PIERRE FABRE MEDICAMENT,Médecin,LAPUYADE GERARD,22/02/2012,Restauration,€40,,
PIERRE FABRE MEDICAMENT,Médecin,LAURENSOU CORINNE,02/07/2013,RESTAURATION,€61,,
PIERRE FABRE MEDICAMENT,Médecin,LAURENSOU CORINNE,26/06/2012,Restauration,€54,,
PIERRE FABRE MEDICAMENT,Médecin,LAZUECH CHRISTIAN,17/06/2014,RESTAURATION,€60,,
PIERRE FABRE MEDICAMENT,Médecin,LAZUECH CHRISTIAN,17/06/2014,RESTAURATION,€60,,
PIERRE FABRE MEDICAMENT,Médecin,LAZUECH CHRISTIAN,03/10/2013,RESTAURATION,€55,,
PIERRE FABRE MEDICAMENT,Médecin,LEINEKUGEL LE COCQ BUGEAT CECILE,21/11/2012,Restauration,€26,,
PIERRE FABRE MEDICAMENT,Médecin,MAGHIA REMI,24/03/2014,FRAIS DE DEPLACEMENT,€16,,
PIERRE FABRE MEDICAMENT,Médecin,MAGHIA REMI,28/01/2013,Frais de dÃƒÂ©placement,€101,,
PIERRE FABRE MEDICAMENT,Médecin,MAGHIA REMI,27/02/2013,Frais de dÃƒÂ©placement,€202,,
PIERRE FABRE MEDICAMENT,Médecin,MAGHIA REMI,21/01/2013,Frais de dÃƒÂ©placement,€604,,
PIERRE FABRE MEDICAMENT,Médecin,MAGHIA REMI,21/01/2013,Frais de dÃƒÂ©placement,€128,,
PIERRE FABRE MEDICAMENT,Médecin,MAGHIA REMI,22/01/2013,Frais de dÃƒÂ©placement,€128,,
PIERRE FABRE MEDICAMENT,Médecin,MAGHIA REMI,15/02/2013,Frais de dÃƒÂ©placement,€545,,
PIERRE FABRE MEDICAMENT,Médecin,MAGHIA REMI,27/02/2013,HospitalitÃƒÂ©,€167,,
PIERRE FABRE MEDICAMENT,Médecin,MAGHIA REMI,28/01/2013,HospitalitÃƒÂ©,€389,,
PIERRE FABRE MEDICAMENT,Médecin,MAGHIA REMI,21/01/2013,Restauration,€55,,
PIERRE FABRE MEDICAMENT,Médecin,MAGHIA REMI,29/02/2012,Frais de dÃƒÂ©placement,€101,,
PIERRE FABRE MEDICAMENT,Médecin,MAGHIA REMI,01/03/2012,Frais de dÃƒÂ©placement,€101,,
PIERRE FABRE MEDICAMENT,Médecin,MAGHIA REMI,22/03/2012,Frais de dÃƒÂ©placement,€34,,
PIERRE FABRE MEDICAMENT,Médecin,MAGHIA REMI,04/04/2012,Frais de dÃƒÂ©placement,€19,,
PIERRE FABRE MEDICAMENT,Médecin,MAGHIA REMI,19/04/2012,Frais de dÃƒÂ©placement,€604,,
PIERRE FABRE MEDICAMENT,Médecin,MAGHIA REMI,31/05/2012,Frais de dÃƒÂ©placement,€38,,
PIERRE FABRE MEDICAMENT,Médecin,MAGHIA REMI,15/12/2012,Frais de dÃƒÂ©placement,€101,,
PIERRE FABRE MEDICAMENT,Médecin,MAGHIA REMI,22/03/2012,Frais de dÃƒÂ©placement,€34,,
PIERRE FABRE MEDICAMENT,Médecin,MAGHIA REMI,15/12/2012,Frais de dÃƒÂ©placement,€101,,
PIERRE FABRE MEDICAMENT,Médecin,MAGHIA REMI,27/02/2013,HospitalitÃƒÂ©,€167,,
PIERRE FABRE MEDICAMENT,Médecin,MASDUPUY ALLEMAN ANNELISE,07/02/2013,Restauration,€73,,
PIERRE FABRE MEDICAMENT,Médecin,MASDUPUY ALLEMAN ANNELISE,21/03/2013,Restauration,€14,,
PIERRE FABRE MEDICAMENT,Médecin,MASDUPUY ALLEMAN ANNELISE,02/07/2013,RESTAURATION,€61,,
PIERRE FABRE MEDICAMENT,Médecin,MASDUPUY ALLEMAN ANNELISE,10/05/2012,Restauration,€26,,
PIERRE FABRE MEDICAMENT,Médecin,MASDUPUY ALLEMAN ANNELISE,26/06/2012,Restauration,€54,,
PIERRE FABRE MEDICAMENT,Médecin,MASDUPUY ALLEMAN ANNELISE,22/03/2012,Restauration,€19,,
PIERRE FABRE MEDICAMENT,Médecin,MIANE BERTRAND,07/11/2013,RESTAURATION,€36,,
PIERRE FABRE MEDICAMENT,Médecin,POPA LUCIANA,05/07/2012,Restauration,€50,,
PIERRE FABRE MEDICAMENT,Médecin,POPA LUCIANA,13/12/2012,Restauration,€28,,
PIERRE FABRE MEDICAMENT,Médecin,PORTE PATRICK,15/03/2012,Restauration,€38,,
PIERRE FABRE MEDICAMENT,Médecin,POULINGEAS LAURENT,14/03/2013,Restauration,€50,,
PIERRE FABRE MEDICAMENT,Médecin,POULINGEAS LAURENT,03/04/2014,RESTAURATION,€53,,
PIERRE FABRE MEDICAMENT,Médecin,QUILEZ DANIEL,03/04/2014,RESTAURATION,€53,,
PIERRE FABRE MEDICAMENT,Médecin,QUILEZ DANIEL,14/05/2013,Restauration,€65,,
PIERRE FABRE MEDICAMENT,Médecin,REBEYROL SERGE,15/03/2012,Restauration,€38,,
PIERRE FABRE MEDICAMENT,Médecin,ROBOREL DE CLIMENS JEAN THEOBALD,14/05/2013,Restauration,€65,,
PIERRE FABRE MEDICAMENT,Médecin,ROUVELOUP TRONCHE FRANCOISE,11/10/2013,RESTAURATION,€40,,
PIERRE FABRE MEDICAMENT,Médecin,ROUVELOUP TRONCHE FRANCOISE,21/03/2014,RESTAURATION,€45,,
PIERRE FABRE MEDICAMENT,Médecin,ROUVELOUP TRONCHE FRANCOISE,21/06/2013,Restauration,€41,,
PIERRE FABRE MEDICAMENT,Médecin,ROUVELOUP TRONCHE FRANCOISE,03/04/2014,RESTAURATION,€53,,
PIERRE FABRE MEDICAMENT,Médecin,ROUVELOUP TRONCHE FRANCOISE,13/06/2014,RESTAURATION,€50,,
PIERRE FABRE MEDICAMENT,Médecin,ROUVELOUP TRONCHE FRANCOISE,06/12/2013,RESTAURATION,€50,,
PIERRE FABRE MEDICAMENT,Médecin,ROUVELOUP TRONCHE FRANCOISE,24/05/2013,Restauration,€40,,
PIERRE FABRE MEDICAMENT,Médecin,ROUVELOUP TRONCHE FRANCOISE,14/05/2013,Restauration,€78,,
PIERRE FABRE MEDICAMENT,Médecin,ROUVELOUP TRONCHE FRANCOISE,07/02/2013,Restauration,€73,,
PIERRE FABRE MEDICAMENT,Médecin,ROUVELOUP TRONCHE FRANCOISE,11/01/2013,Restauration,€45,,
PIERRE FABRE MEDICAMENT,Médecin,ROUVELOUP TRONCHE FRANCOISE,11/10/2013,RESTAURATION,€40,,
PIERRE FABRE MEDICAMENT,Médecin,ROUVELOUP TRONCHE FRANCOISE,22/06/2012,Restauration,€12,,
PIERRE FABRE MEDICAMENT,Médecin,ROUVELOUP TRONCHE FRANCOISE,02/11/2012,Restauration,€40,,
PIERRE FABRE MEDICAMENT,Médecin,ROUVELOUP TRONCHE FRANCOISE,26/06/2012,Restauration,€54,,
PIERRE FABRE MEDICAMENT,Médecin,ROUVELOUP TRONCHE FRANCOISE,18/04/2014,RESTAURATION,€40,,
PIERRE FABRE MEDICAMENT,Médecin,ROUVELOUP TRONCHE FRANCOISE,04/05/2012,Restauration,€32,,
PIERRE FABRE MEDICAMENT,Médecin,ROYER BERNARD,04/05/2012,Restauration,€32,,
PIERRE FABRE MEDICAMENT,Médecin,ROYER BERNARD,18/02/2012,Restauration,€21,,
PIERRE FABRE MEDICAMENT,Médecin,ROYER BERNARD,29/06/2012,Restauration,€28,,
PIERRE FABRE MEDICAMENT,Médecin,ROYER BERNARD,21/03/2014,RESTAURATION,€45,,
PIERRE FABRE MEDICAMENT,Médecin,ROYER BERNARD,22/06/2012,Restauration,€12,,
PIERRE FABRE MEDICAMENT,Médecin,ROYER BERNARD,06/01/2012,Restauration,€32,,
PIERRE FABRE MEDICAMENT,Médecin,ROYER BERNARD,18/02/2012,Restauration,€21,,
PIERRE FABRE MEDICAMENT,Médecin,ROYER BERNARD,04/05/2012,Restauration,€32,,
PIERRE FABRE MEDICAMENT,Médecin,ROYER BERNARD,22/06/2012,Restauration,€12,,
PIERRE FABRE MEDICAMENT,Médecin,ROYER BERNARD,29/06/2012,Restauration,€28,,
PIERRE FABRE MEDICAMENT,Médecin,ROYER BERNARD,18/04/2014,RESTAURATION,€40,,
PIERRE FABRE MEDICAMENT,Médecin,ROYER BERNARD,21/03/2014,RESTAURATION,€45,,
PIERRE FABRE MEDICAMENT,Médecin,ROYER BERNARD,11/10/2013,RESTAURATION,€40,,
PIERRE FABRE MEDICAMENT,Médecin,ROYER BERNARD,06/12/2013,RESTAURATION,€50,,
PIERRE FABRE MEDICAMENT,Médecin,ROYER BERNARD,05/10/2013,RESTAURATION,€47,,
PIERRE FABRE MEDICAMENT,Médecin,SALAVERRI MARTINE,05/06/2012,Restauration,€27,,
PIERRE FABRE MEDICAMENT,Médecin,SALAVERRI MARTINE,26/06/2012,Restauration,€54,,
PIERRE FABRE MEDICAMENT,Médecin,SARGUEIL FRANCOIS,20/12/2013,RESTAURATION,€52,,
PIERRE FABRE MEDICAMENT,Médecin,XAVIER PATRICK,14/05/2013,Restauration,€78,,
PIERRE FABRE MEDICAMENT,Pharmacien,BEAULIEU PLANET FLORENCE,17/02/2013,Frais de dÃƒÂ©placement,€63,,
PIERRE FABRE MEDICAMENT,Pharmacien,BEAULIEU PLANET FLORENCE,17/02/2013,HÃƒÂ©bergement,€127,,
PIERRE FABRE MEDICAMENT,Pharmacien,BEAULIEU PLANET FLORENCE,17/02/2013,HospitalitÃƒÂ©,€157,,
PIERRE FABRE MEDICAMENT,Pharmacien,CHANCEL RENAUD,11/01/2012,Restauration,€28,,
PIERRE FABRE MEDICAMENT,Pharmacien,CHAVANEL CHRISTELLE,04/04/2013,Restauration,€58,,
PIERRE FABRE MEDICAMENT,Pharmacien,CHAVANEL CHRISTELLE,15/05/2012,Restauration,€46,,
PIERRE FABRE MEDICAMENT,Pharmacien,CHAVANEL CHRISTELLE,21/11/2013,RESTAURATION,€70,,
PIERRE FABRE MEDICAMENT,Pharmacien,KHADER HANANE,17/02/2013,Frais de dÃƒÂ©placement,€63,,
PIERRE FABRE MEDICAMENT,Pharmacien,KHADER HANANE,17/02/2013,HÃƒÂ©bergement,€127,,
PIERRE FABRE MEDICAMENT,Pharmacien,KHADER HANANE,17/02/2013,HospitalitÃƒÂ©,€157,,
PIERRE FABRE MEDICAMENT,Pharmacien,MONEGER JEAN FREDERIC,11/01/2012,Restauration,€28,,
PIERRE FABRE MEDICAMENT,Pharmacien,PASQUET ROCHE FRANCOISE,06/12/2012,Frais de dÃƒÂ©placement,€112,,
PIERRE FABRE MEDICAMENT,Pharmacien,PASQUET ROCHE FRANCOISE,06/12/2012,HÃƒÂ©bergement,€99,,
PIERRE FABRE MEDICAMENT,Pharmacien,PASQUET ROCHE FRANCOISE,06/12/2012,Restauration,€126,,
PIERRE FABRE MEDICAMENT,Pharmacien,PINAULT CORALIE,11/01/2012,Restauration,€28,,
PIERRE FABRE MEDICAMENT,Pharmacien,SERINGE CELINE,11/01/2012,Restauration,€28,,
PIERRE FABRE MEDICAMENT,Préparateur en pharmacie et préparateur en pharmacie hospitalière,CARNEL VALERIE,11/01/2012,Restauration,€28,,
PIERRE FABRE MEDICAMENT,Préparateur en pharmacie et préparateur en pharmacie hospitalière,DUDREUIL GHISLAINE,11/01/2012,Restauration,€28,,
PIERRE FABRE MEDICAMENT,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MAZET FRANCOISE,11/01/2012,Restauration,€28,,
