3M France,Chirurgien-dentiste,SAULUE PAUL,18/01/2014,REPAS,€50,,
LUNDBECK SAS,Médecin,CHABOUSSOU JEAN PIERRE,24/10/2013,AUTRE : FRAIS DE RESTAURATION / RP,€28,,
LUNDBECK SAS,Médecin,CHAUBET DOUMEN ANNE,05/06/2014,AUTRE : FRAIS DE RESTAURATION / RP,€11,,
LUNDBECK SAS,Médecin,CHAUBET DOUMEN ANNE,16/06/2014,AUTRE : FRAIS DE RESTAURATION / RP,€19,,
LUNDBECK SAS,Médecin,CHELLIER MARC,24/10/2013,AUTRE : FRAIS DE RESTAURATION / RP,€28,,
LUNDBECK SAS,Médecin,CHELLIER MARC,26/06/2014,AUTRE : FRAIS DE RESTAURATION / RP,€45,,
LUNDBECK SAS,Médecin,CHELLIER MARC,11/07/2013,AUTRE : FRAIS DE RESTAURATION / RP,€33,,
LUNDBECK SAS,Médecin,CHELLIER MARC,13/02/2014,AUTRE : FRAIS DE RESTAURATION / RP,€45,,
LUNDBECK SAS,Médecin,FALZON NOELLE,22/05/2014,AUTRE : FRAIS DE RESTAURATION / RP,€60,,
LUNDBECK SAS,Médecin,GATT HUBERT,13/02/2014,AUTRE : FRAIS DE RESTAURATION / RP,€45,,
LUNDBECK SAS,Médecin,HERMAN ANDRE,04/03/2014,AUTRE : FRAIS DE RESTAURATION / RP,€55,,
LUNDBECK SAS,Médecin,HERMAN ANDRE,24/06/2014,AUTRE : FRAIS DE RESTAURATION / RP,€50,,
LUNDBECK SAS,Médecin,JACQUIEZ OLIVIER,22/05/2014,AUTRE : FRAIS DE RESTAURATION / RP,€60,,
LUNDBECK SAS,Médecin,LACOURT GUILLAUME,04/03/2014,AUTRE : FRAIS DE RESTAURATION / RP,€39,,
LUNDBECK SAS,Médecin,LOISILLON FRANCK,30/11/2013,AUTRE : FRAIS D HOSPITALITE / RP,€157,,
LUNDBECK SAS,Médecin,LOISILLON FRANCK,20/03/2014,AUTRE : FRAIS DE RESTAURATION / RP,€24,,
LUNDBECK SAS,Médecin,MERCIER YVES,20/03/2014,AUTRE : FRAIS DE RESTAURATION / RP,€24,,
LUNDBECK SAS,Médecin,N DONG LAUNAY MARYLENE,16/11/2013,AUTRE : HOSPITALITE,€141,,
LUNDBECK SAS,Médecin,PAOLINI BRUNO,04/03/2014,AUTRE : FRAIS DE RESTAURATION / RP,€39,,
LUNDBECK SAS,Médecin,SEVERAC PASCAL,24/06/2014,AUTRE : FRAIS DE RESTAURATION / RP,€50,,
LUNDBECK SAS,Médecin,SEVERAC PASCAL,04/03/2014,AUTRE : FRAIS DE RESTAURATION / RP,€55,,
MEDA PHARMA,Médecin,DENISI ROCCO,28/05/2014,REPAS,€11,,
MEDA PHARMA,Médecin,MARAUD LUC,29/11/2013,HEBERGEMENT,€220,,
MEDA PHARMA,Médecin,MARAUD LUC,28/05/2014,REPAS,€11,,
MEDA PHARMA,Médecin,MARAUD LUC,30/11/2013,AUTRE,€10,,
MEDA PHARMA,Médecin,MARAUD LUC,29/11/2013,TRANSPORT,€280,,
MEDA PHARMA,Médecin,MARAUD LUC,30/11/2013,REPAS,€59,,
MEDA PHARMA,Médecin,MARAUD LUC,29/11/2013,AUTRE,€20,,
MEDEXACT,Médecin,FERRANDO POINGT MARY FLORENCE,19/03/2013,Autre: [Enquête],€19,,
MEDEXACT,Médecin,FERRANDO POINGT MARY FLORENCE,25/10/2013,Autre: [Enquête],€19,,
MEDEXACT,Médecin,SERVETO GEORGES,17/06/2013,Autre: [Enquête],€16,,
MEDEXACT,Médecin,SEVERAC PASCAL,13/05/2013,Autre: [Enquête],€20,,
MEDISPORT,Prothésiste et orthésiste pour l’appareillage des personnes handicapées,GALDIN Jacques,18/03/2014,Autre,€150,,
MEDTRONIC France S.A.S,Infirmier,ARMAND CAMILLE,27/02/2014,REPAS,€55,,
MEDTRONIC France S.A.S,Infirmier,DECOURS MARIE ANNICK,27/02/2014,REPAS,€55,,
MEDTRONIC France S.A.S,Infirmier,DESPRAT BEATRICE,09/04/2014,HEBERGEMENT,€191,,
MEDTRONIC France S.A.S,Infirmier,DESPRAT BEATRICE,09/04/2014,REPAS,€58,,
MEDTRONIC France S.A.S,Infirmier,DESPRAT BEATRICE,09/04/2014,REPAS,€12,,
MEDTRONIC France S.A.S,Infirmier,DESPRAT BEATRICE,09/04/2014,TRANSPORT,€278,,
MEDTRONIC France S.A.S,Infirmier,LE MEUR CHLOE,26/11/2013,REPAS,€25,,
MEDTRONIC France S.A.S,Infirmier,LE MEUR CHLOE,26/11/2013,HEBERGEMENT,€121,,
MEDTRONIC France S.A.S,Infirmier,LE MEUR CHLOE,26/11/2013,REPAS,€10,,
MEDTRONIC France S.A.S,Infirmier,MASSONI MARIE-CHRISTINE,09/04/2014,REPAS,€12,,
MEDTRONIC France S.A.S,Infirmier,MASSONI MARIE-CHRISTINE,09/04/2014,TRANSPORT,€355,,
MEDTRONIC France S.A.S,Infirmier,MASSONI MARIE-CHRISTINE,09/04/2014,HEBERGEMENT,€191,,
MEDTRONIC France S.A.S,Infirmier,MASSONI MARIE-CHRISTINE,09/04/2014,REPAS,€58,,
MEDTRONIC France S.A.S,Infirmier,MEULET LISE MARIE,27/02/2014,REPAS,€55,,
MEDTRONIC France S.A.S,Infirmier,VOISIN FAUGERE BÉATRICE,26/03/2014,HEBERGEMENT,€127,,
MEDTRONIC France S.A.S,Infirmier,VOISIN FAUGERE BÉATRICE,26/03/2014,REPAS,€17,,
MEDTRONIC France S.A.S,Infirmier,VOISIN FAUGERE BÉATRICE,26/03/2014,TRANSPORT,€688,,
MEDTRONIC France S.A.S,Infirmier,VOISIN FAUGERE BÉATRICE,26/03/2014,REPAS,€25,,
MEDTRONIC France S.A.S,Infirmier,VOISIN FAUGERE BÉATRICE,26/03/2014,REPAS,€55,,
MEDTRONIC France S.A.S,Infirmier,VOLPATO CÉLINE,04/06/2014,TRANSPORT,€317,,
MEDTRONIC France S.A.S,Infirmier,VOLPATO CÉLINE,04/06/2014,INSCRIPTION,"€1,056",,
MEDTRONIC France S.A.S,Infirmier,VOLPATO CÉLINE,04/06/2014,HEBERGEMENT,€192,,
MEDTRONIC France S.A.S,Infirmier,VOLPATO CÉLINE,05/06/2014,HEBERGEMENT,€192,,
MEDTRONIC France S.A.S,Médecin,ARMENGAUD JEAN,04/03/2014,REPAS,€27,,
MEDTRONIC France S.A.S,Médecin,ARMENGAUD JEAN,05/06/2014,HEBERGEMENT,€192,,
MEDTRONIC France S.A.S,Médecin,ARMENGAUD JEAN,04/06/2014,INSCRIPTION,"€1,056",,
MEDTRONIC France S.A.S,Médecin,ARMENGAUD JEAN,04/06/2014,HEBERGEMENT,€192,,
MEDTRONIC France S.A.S,Médecin,ARMENGAUD JEAN,06/06/2014,HEBERGEMENT,€192,,
MEDTRONIC France S.A.S,Médecin,CASU AURA,31/01/2014,TRANSPORT,€167,,
MEDTRONIC France S.A.S,Médecin,CASU AURA,31/01/2014,HEBERGEMENT,€136,,
MEDTRONIC France S.A.S,Médecin,CASU AURA,31/01/2014,REPAS,€27,,
MEDTRONIC France S.A.S,Médecin,CASU AURA,31/01/2014,REPAS,€30,,
MEDTRONIC France S.A.S,Médecin,COLIN PATRICE,04/03/2014,REPAS,€27,,
MEDTRONIC France S.A.S,Médecin,FAUCHEUX JEAN MARC,27/02/2014,REPAS,€55,,
MEDTRONIC France S.A.S,Médecin,FREMY BÉNÉDICTE,26/03/2014,HEBERGEMENT,€127,,
MEDTRONIC France S.A.S,Médecin,FREMY BÉNÉDICTE,26/03/2014,TRANSPORT,€573,,
MEDTRONIC France S.A.S,Médecin,FREMY BÉNÉDICTE,26/03/2014,REPAS,€17,,
MEDTRONIC France S.A.S,Médecin,FREMY BÉNÉDICTE,26/03/2014,REPAS,€55,,
MEDTRONIC France S.A.S,Médecin,FREMY BÉNÉDICTE,26/03/2014,REPAS,€25,,
MEDTRONIC France S.A.S,Médecin,GABBANI - BLANDIN MARIANNE,27/02/2014,REPAS,€55,,
MEDTRONIC France S.A.S,Médecin,GARBE JEAN-FRANCOIS,26/03/2014,REPAS,€60,,
MEDTRONIC France S.A.S,Médecin,GARBE JEAN-FRANCOIS,21/06/2014,REPAS,€45,,
MEDTRONIC France S.A.S,Médecin,GARBE JEAN-FRANCOIS,19/03/2014,REPAS,€60,,
MEDTRONIC France S.A.S,Médecin,GARBE JEAN-FRANÇOIS,20/06/2014,INSCRIPTION,€600,,
MEDTRONIC France S.A.S,Médecin,GARBE JEAN-FRANÇOIS,20/06/2014,TRANSPORT,€153,,
MEDTRONIC France S.A.S,Médecin,GARBÉ JEAN-FRANCOIS,04/10/2013,REPAS,€38,,
MEDTRONIC France S.A.S,Médecin,GUERLIN ANTOINE,19/03/2014,REPAS,€60,,
MEDTRONIC France S.A.S,Médecin,GUERLIN ANTOINE,26/03/2014,REPAS,€60,,
MEDTRONIC France S.A.S,Médecin,GUILLET CATHERINE,09/11/2013,HEBERGEMENT,€115,,
MEDTRONIC France S.A.S,Médecin,GUILLET CATHERINE,08/11/2013,HEBERGEMENT,€115,,
MEDTRONIC France S.A.S,Médecin,GUILLET CATHERINE,08/11/2013,REPAS,€25,,
MEDTRONIC France S.A.S,Médecin,GUILLET CATHERINE,09/11/2013,REPAS,€25,,
MEDTRONIC France S.A.S,Médecin,HIRECHE HASSIBA,09/05/2014,HEBERGEMENT,€240,,
MEDTRONIC France S.A.S,Médecin,HIRECHE HASSIBA,07/05/2014,HEBERGEMENT,€240,,
MEDTRONIC France S.A.S,Médecin,HIRECHE HASSIBA,08/05/2014,HEBERGEMENT,€240,,
MEDTRONIC France S.A.S,Médecin,HIRECHE HASSIBA,10/05/2014,HEBERGEMENT,€240,,
MEDTRONIC France S.A.S,Médecin,HIRECHE HASSIBA,07/05/2014,INSCRIPTION,€836,,
MEDTRONIC France S.A.S,Médecin,HIRECHE HASSIBA,07/05/2014,TRANSPORT,"€1,015",,
MEDTRONIC France S.A.S,Médecin,MARAUD LUC,23/06/2013,REPAS,€53,,
MEDTRONIC France S.A.S,Médecin,MARAUD LUC,18/06/2014,HEBERGEMENT,€212,,
MEDTRONIC France S.A.S,Médecin,MARAUD LUC,23/06/2013,AUTRE:[FRAIS D'INSCRIPTION],€770,,
MEDTRONIC France S.A.S,Médecin,MARAUD LUC,19/06/2014,HEBERGEMENT,€212,,
MEDTRONIC France S.A.S,Médecin,MARAUD LUC,23/06/2013,HEBERGEMENT,€150,,
MEDTRONIC France S.A.S,Médecin,MARAUD LUC,18/06/2014,TRANSPORT,€190,,
MEDTRONIC France S.A.S,Médecin,MARAUD LUC,24/06/2013,HEBERGEMENT,€150,,
MEDTRONIC France S.A.S,Médecin,MARAUD LUC,20/06/2014,HEBERGEMENT,€212,,
MEDTRONIC France S.A.S,Médecin,MARAUD LUC,24/06/2013,REPAS,€53,,
MEDTRONIC France S.A.S,Médecin,MARAUD LUC,18/06/2014,INSCRIPTION,€818,,
MEDTRONIC France S.A.S,Médecin,MARAUD LUC,23/06/2013,TRANSPORT,€852,,
MEDTRONIC France S.A.S,Médecin,MARAUD LUC,23/06/2013,TRANSPORT,€49,,
MEDTRONIC France S.A.S,Médecin,MARAUD LUC,23/06/2013,REPAS,€53,,
MEDTRONIC France S.A.S,Médecin,MOKRANI OMAR BILEL,10/05/2014,HEBERGEMENT,€300,,
MEDTRONIC France S.A.S,Médecin,MOKRANI OMAR BILEL,20/06/2014,HEBERGEMENT,€212,,
MEDTRONIC France S.A.S,Médecin,MOKRANI OMAR BILEL,22/03/2014,REPAS,€50,,
MEDTRONIC France S.A.S,Médecin,MOKRANI OMAR BILEL,08/05/2014,HEBERGEMENT,€300,,
MEDTRONIC France S.A.S,Médecin,MOKRANI OMAR BILEL,21/03/2014,REPAS,€50,,
MEDTRONIC France S.A.S,Médecin,MOKRANI OMAR BILEL,19/06/2014,HEBERGEMENT,€212,,
MEDTRONIC France S.A.S,Médecin,MOKRANI OMAR BILEL,20/03/2014,REPAS,€15,,
MEDTRONIC France S.A.S,Médecin,MOKRANI OMAR BILEL,18/06/2014,TRANSPORT,€696,,
MEDTRONIC France S.A.S,Médecin,MOKRANI OMAR BILEL,20/03/2014,HEBERGEMENT,€180,,
MEDTRONIC France S.A.S,Médecin,MOKRANI OMAR BILEL,07/05/2014,TRANSPORT,"€1,810",,
MEDTRONIC France S.A.S,Médecin,MOKRANI OMAR BILEL,20/03/2014,REPAS,€50,,
MEDTRONIC France S.A.S,Médecin,MOKRANI OMAR BILEL,18/06/2014,HEBERGEMENT,€212,,
MEDTRONIC France S.A.S,Médecin,MOKRANI OMAR BILEL,19/06/2014,HEBERGEMENT,€212,,
MEDTRONIC France S.A.S,Médecin,MOKRANI OMAR BILEL,08/05/2014,HEBERGEMENT,€300,,
MEDTRONIC France S.A.S,Médecin,MOKRANI OMAR BILEL,20/03/2014,INSCRIPTION,€870,,
MEDTRONIC France S.A.S,Médecin,MOKRANI OMAR BILEL,21/06/2014,HEBERGEMENT,€212,,
MEDTRONIC France S.A.S,Médecin,MOKRANI OMAR BILEL,20/03/2014,REPAS,€60,,
MEDTRONIC France S.A.S,Médecin,MOKRANI OMAR BILEL,21/03/2014,REPAS,€50,,
MEDTRONIC France S.A.S,Médecin,MOKRANI OMAR BILEL,18/06/2014,TRANSPORT,€696,,
MEDTRONIC France S.A.S,Médecin,MOKRANI OMAR BILEL,22/03/2014,REPAS,€50,,
MEDTRONIC France S.A.S,Médecin,MOKRANI OMAR BILEL,07/05/2014,HEBERGEMENT,€300,,
MEDTRONIC France S.A.S,Médecin,MOKRANI OMAR BILEL,21/03/2014,REPAS,€60,,
MEDTRONIC France S.A.S,Médecin,PEDESPAN BERNARD,27/02/2014,REPAS,€55,,
MEDTRONIC France S.A.S,Médecin,RADJI FATAI,27/02/2014,REPAS,€55,,
MEDTRONIC France S.A.S,Médecin,RAZAFINDRAMBOA ALLAIN,27/02/2014,REPAS,€55,,
MEDTRONIC France S.A.S,Médecin,SCHOONBERG CHRISTOPHE,26/11/2013,REPAS,€25,,
MEDTRONIC France S.A.S,Médecin,SCHOONBERG CHRISTOPHE,26/11/2013,HEBERGEMENT,€121,,
MEDTRONIC France S.A.S,Médecin,SCHOONBERG CHRISTOPHE,26/11/2013,REPAS,€10,,
MEDTRONIC France S.A.S,Médecin,TISSANDIER PHILIPPE,21/06/2014,REPAS,€58,,
MEDTRONIC France S.A.S,Médecin,TISSANDIER PHILIPPE,20/06/2014,INSCRIPTION,€650,,
MEDTRONIC France S.A.S,Médecin,TISSANDIER PHILIPPE,20/06/2014,REPAS,€60,,
MEDTRONIC France S.A.S,Médecin,TISSANDIER PHILIPPE,21/06/2014,HEBERGEMENT,€197,,
MEDTRONIC France S.A.S,Médecin,TISSANDIER PHILIPPE,20/06/2014,HEBERGEMENT,€197,,
MEDTRONIC France S.A.S,Médecin,VEYRET ALAIN,19/03/2014,REPAS,€60,,
MEDTRONIC France S.A.S,Pharmacien,GAUTHIER FLORENCE,14/11/2013,REPAS,€30,,
MEDTRONIC France S.A.S,Pharmacien,GAUTHIER FLORENCE,14/11/2013,HEBERGEMENT,€146,,
MEDTRONIC France S.A.S,Pharmacien,GAUTHIER FLORENCE,14/11/2013,TRANSPORT,€399,,
MEDTRONIC France S.A.S,Pharmacien,GAUTHIER FLORENCE,14/11/2013,TRANSPORT,€26,,
MEDTRONIC France S.A.S,Pharmacien,GAUTHIER FLORENCE,14/11/2013,REPAS,€11,,
MEDTRONIC France S.A.S,Pharmacien,RAVERA FRANCOISE,14/11/2013,HEBERGEMENT,€146,,
MEDTRONIC France S.A.S,Pharmacien,RAVERA FRANCOISE,14/11/2013,REPAS,€30,,
MEDTRONIC France S.A.S,Pharmacien,RAVERA FRANCOISE,14/11/2013,TRANSPORT,€399,,
MEDTRONIC France S.A.S,Pharmacien,RAVERA FRANCOISE,14/11/2013,TRANSPORT,€69,,
MEDTRONIC France S.A.S,Pharmacien,RAVERA FRANÇOISE,14/11/2013,REPAS,€11,,
MENARINI FRANCE,Médecin,BOYER CECILE,06/02/2014,Autre : [Restauration],€55,,
MENARINI FRANCE,Médecin,BOYER PIERRE LUC,13/03/2014,Autre : [Restauration],€58,,
MENARINI FRANCE,Médecin,BOYER PIERRE LUC,06/02/2014,Autre : [Restauration],€55,,
MENARINI FRANCE,Médecin,CHAABAN IMAD,24/05/2014,Autre : [Inscription],€456,,
MENARINI FRANCE,Médecin,CHAABAN IMAD,24/05/2014,Autre : [Inscription],€456,,
MENARINI FRANCE,Médecin,CHAABAN IMAD,25/06/2014,Autre : [Inscription],€520,,
MENARINI FRANCE,Médecin,CHAABAN IMAD,06/02/2014,Autre : [Restauration],€55,,
MENARINI FRANCE,Médecin,CHAABAN IMAD,24/05/2014,Hébergement,€127,,
MENARINI FRANCE,Médecin,CHAABAN IMAD,21/11/2013,REPAS,€58,,
MENARINI FRANCE,Médecin,CHABOUSSOU JEAN PIERRE,17/05/2014,Autre : [Forfait],€300,,
MENARINI FRANCE,Médecin,CHELLIER MARC,06/02/2014,Autre : [Restauration],€55,,
MENARINI FRANCE,Médecin,GATT HUBERT,06/02/2014,Autre : [Restauration],€55,,
MENARINI FRANCE,Médecin,HERMAN ANDRE,17/05/2014,Autre : [Forfait],€300,,
MENARINI FRANCE,Médecin,LACOURT GUILLAUME,06/02/2014,Autre : [Restauration],€55,,
MENARINI FRANCE,Médecin,LOISILLON FRANCK,13/03/2014,Autre : [Restauration],€58,,
MENARINI FRANCE,Médecin,MERCIER YVES,17/05/2014,Autre : [Forfait],€300,,
MENARINI FRANCE,Médecin,MERCIER YVES,13/03/2014,Autre : [Restauration],€58,,
MENARINI FRANCE,Médecin,PAGES MARC,13/03/2014,Autre : [Restauration],€58,,
MENARINI FRANCE,Médecin,SEVERAC PASCAL,17/05/2014,Autre : [Forfait],€300,,
MERCK SERONO,Manipulateur d’électroradiologie médicale,GORIN GILLES,08/07/2013,REPAS,€36,,
MERCK SERONO,Médecin,BARRE FELIX ISABELLE,08/07/2013,REPAS,€36,,
MERCK SERONO,Médecin,BERNARD OLIVIER,08/07/2013,REPAS,€36,,
MERCK SERONO,Médecin,DEZOU SYLVIE,17/05/2014,HOSPITALITÉ,€10,,
MERCK SERONO,Médecin,GUILLET CATHERINE,17/05/2014,HOSPITALITÉ,€10,,
MERCK SERONO,Médecin,GUILLET CATHERINE,17/05/2014,HOSPITALITÉ,€10,,
MERCK SERONO,Médecin,GUILLET CATHERINE,17/05/2014,HOSPITALITÉ,€10,,
MERCK SERONO,Médecin,GUILLET CATHERINE,17/05/2014,REPAS,€45,,
MERCK SERONO,Médecin,LARRIEU JEAN LOUIS,22/01/2014,REPAS,€55,,
MERCK SERONO,Médecin,MATHE NICOLAS,18/12/2013,REPAS,€50,,
MERCK SERONO,Médecin,PEDESPAN BERNARD,02/10/2013,INVITATIONS,€470,,
MERCK SERONO,Médecin,PEDESPAN BERNARD,22/01/2014,REPAS,€55,,
MERCK SERONO,Médecin,PEDESPAN BERNARD,02/10/2013,HÉBERGEMENT,€225,,
MERCK SERONO,Médecin,PEDESPAN BERNARD,11/12/2013,REPAS,€45,,
MERCK SERONO,Médecin,PEDESPAN BERNARD,02/10/2013,REPAS,€60,,
MERCK SERONO,Médecin,PEDESPAN BERNARD,02/10/2013,REPAS,€68,,
MERCK SERONO,Médecin,PEDESPAN BERNARD,02/10/2013,HÉBERGEMENT,€225,,
MERCK SERONO,Médecin,SARRAZIN CHRISTINE,07/02/2014,TRANSPORT,€286,,
MERCK SERONO,Médecin,SARRAZIN CHRISTINE,07/02/2014,TRANSPORT,€30,,
MERCK SERONO,Médecin,SARRAZIN CHRISTINE,07/02/2014,REPAS,€50,,
MINVASYS,Médecin,ARMENGAUD Jean,12/03/2014,Hébergement,€201,,
MINVASYS,Médecin,ARMENGAUD Jean,12/03/2014,Transport,€164,,
MINVASYS,Médecin,ARMENGAUD Jean,12/03/2014,Repas,€130,,
MSD France,Médecin,ARAGON SERGE,01/10/2013,REPAS,€60,,
MSD France,Médecin,BERNARD OLIVIER,28/04/2014,REPAS,€11,,
MSD France,Médecin,BOYER CECILE,02/07/2013,REPAS,€60,,
MSD France,Médecin,BOYER PIERRE LUC,10/01/2014,REPAS,€18,,
MSD France,Médecin,BRUGEL GERARD,01/10/2013,REPAS,€60,,
MSD France,Médecin,BRUGEL GERARD,08/11/2012,HOSPITALITE,€55,,
MSD France,Médecin,BRUGEL GERARD,17/10/2013,REPAS,€60,,
MSD France,Médecin,BRUGEL GERARD,17/04/2014,REPAS,€60,,
MSD France,Médecin,CHAABAN IMAD EDDINE,19/03/2014,REPAS,€55,,
MSD France,Médecin,CHAABAN IMAD EDDINE,10/01/2014,REPAS,€18,,
MSD France,Médecin,CHAABAN IMAD EDDINE,03/04/2012,REPAS,€26,,
MSD France,Médecin,CHAABAN IMAD EDDINE,22/05/2013,HOSPITALITÉ,€44,,
MSD France,Médecin,CHABOUSSOU JEAN PIERRE,11/04/2014,TRANSPORT,€239,,
MSD France,Médecin,CHABOUSSOU JEAN PIERRE,11/04/2014,HÉBERGEMENT,€290,,
MSD France,Médecin,CHABOUSSOU JEAN PIERRE,19/03/2014,REPAS,€55,,
MSD France,Médecin,CHABOUSSOU JEAN PIERRE,15/03/2012,REPAS,€39,,
MSD France,Médecin,CHABOUSSOU JEAN PIERRE,02/07/2013,REPAS,€60,,
MSD France,Médecin,CHABOUSSOU JEAN PIERRE,12/04/2014,REPAS,€40,,
MSD France,Médecin,CHABOUSSOU JEAN PIERRE,19/03/2014,REPAS,€29,,
MSD France,Médecin,CHELLIER MARC,19/03/2014,REPAS,€55,,
MSD France,Médecin,CHELLIER MARC,02/07/2013,REPAS,€60,,
MSD France,Médecin,DELARD JEAN CHRISTOPHE,17/04/2014,REPAS,€60,,
MSD France,Médecin,DEZOU SYLVIE,13/02/2014,REPAS,€60,,
MSD France,Médecin,DEZOU SYLVIE,13/02/2014,HEBERGEMENT,€189,,
MSD France,Médecin,DEZOU SYLVIE,13/02/2014,INSCRIPTION,€335,,
MSD France,Médecin,DEZOU SYLVIE,26/09/2013,REPAS,€100,,
MSD France,Médecin,DEZOU SYLVIE,13/02/2014,TRANSPORT,€264,,
MSD France,Médecin,FREROT ISABELLE,24/06/2013,REPAS,€19,,
MSD France,Médecin,GATT HUBERT,15/05/2014,REPAS,€60,,
MSD France,Médecin,GATT HUBERT,02/07/2013,REPAS,€60,,
MSD France,Médecin,GATT HUBERT,19/03/2014,REPAS,€55,,
MSD France,Médecin,GATT HUBERT,16/07/2013,REPAS,€18,,
MSD France,Médecin,HERMAN ANDRE,06/06/2013,REPAS,€36,,
MSD France,Médecin,HERMAN ANDRE,19/03/2014,REPAS,€55,,
MSD France,Médecin,HERMAN ANDRE,10/10/2012,REPAS,€19,,
MSD France,Médecin,KFOURY ZEID,19/11/2013,REPAS,€60,,
MSD France,Médecin,KFOURY ZEID,19/11/2013,REPAS,€73,,
MSD France,Médecin,LAFFORT PATRICK,12/05/2012,HOSPITALITE,€53,,
MSD France,Médecin,MARTIN THEVENOT MONIQUE,30/05/2013,REPAS,€29,,
MSD France,Médecin,MARTIN THEVENOT MONIQUE,27/06/2014,REPAS,€29,,
MSD France,Médecin,MARTIN THEVENOT MONIQUE,09/04/2014,REPAS,€50,,
MSD France,Médecin,MARTIN THEVENOT MONIQUE,15/10/2013,REPAS,€55,,
MSD France,Médecin,MARTIN THEVENOT MONIQUE,27/06/2014,REPAS,€29,,
MSD France,Médecin,MERCIER YVES,01/10/2013,REPAS,€60,,
MSD France,Médecin,MERCIER YVES,08/11/2012,HOSPITALITE,€55,,
MSD France,Médecin,MERCIER YVES,17/04/2014,REPAS,€60,,
MSD France,Médecin,MERCIER YVES,17/10/2013,REPAS,€60,,
MSD France,Médecin,MOUNAC CAZALS MURIEL,09/04/2014,REPAS,€50,,
MSD France,Médecin,PAGES MARC,19/11/2013,REPAS,€73,,
MSD France,Médecin,PAGES MARC,19/11/2013,REPAS,€60,,
MSD France,Médecin,SARRAZIN CHRISTINE,09/04/2014,REPAS,€50,,
MSD France,Médecin,SERVETO GEORGES,20/09/2012,REPAS,€40,,
MSD France,Médecin,SEVERAC PASCAL,19/03/2014,REPAS,€55,,
MSD France,Pharmacien,AUCOIN MARTINEZ CORINNE,27/05/2014,REPAS,€50,,
MSD France,Pharmacien,AUREILLE DOMINIQUE,27/05/2014,REPAS,€50,,
MSD France,Pharmacien,CORNIER LAURENCE,27/05/2014,REPAS,€50,,
MSD France,Pharmacien,DELMONT ISABELLE,27/05/2014,REPAS,€50,,
MSD France,Pharmacien,DELMONT LAURENT,27/05/2014,REPAS,€50,,
MSD France,Pharmacien,DE QUILLACQ MARIE ODILE,27/05/2014,REPAS,€50,,
MSD France,Pharmacien,MARTZ ALBERT CAROLINE,27/05/2014,REPAS,€50,,
MSD France,Pharmacien,POMMERET CHRISTINE,27/05/2014,REPAS,€50,,
MSD France,Pharmacien,SAUCAZ LARAME CAMBON ANNE MARIE,27/05/2014,REPAS,€50,,
MSD France,Pharmacien,TREMON CORINNE,27/05/2014,REPAS,€50,,
MSD France,Pharmacien,TREVISAN VALERIE,27/05/2014,REPAS,€50,,
MSD France,Pharmacien,TURMO JEAN,27/05/2014,REPAS,€50,,
MSD France,Préparateur en pharmacie et préparateur en pharmacie hospitalière,BADAN GILLES,27/05/2014,REPAS,€50,,
MUNDIPHARMA,Médecin,BERNARD OLIVIER,20/09/2013,REPAS,€17,,
MUNDIPHARMA,Médecin,BERNARD OLIVIER,27/11/2013,HOSPITALITE,€70,,
MUNDIPHARMA,Médecin,BERNARD OLIVIER,29/01/2013,AUTRE : REPAS PROFESSIONNEL,€30,,
MUNDIPHARMA,Médecin,CHABOUSSOU JEAN PIERRE,15/11/2013,HOSPITALITE,€294,,
MUNDIPHARMA,Médecin,CHABOUSSOU JEAN PIERRE,15/04/2014,HOSPITALITE REUNION PROFESSIONNELLE,€65,,
MUNDIPHARMA,Médecin,FAGOT THIERRY,02/10/2013,REPAS,€18,,
MUNDIPHARMA,Médecin,FAGOT THIERRY,29/01/2013,AUTRE : REPAS PROFESSIONNEL,€30,,
MUNDIPHARMA,Médecin,HERMAN ANDRE,27/11/2013,HOSPITALITE,€70,,
MUNDIPHARMA,Médecin,LOISILLON FRANCK,15/04/2014,HOSPITALITE REUNION PROFESSIONNELLE,€65,,
MUNDIPHARMA,Médecin,LOISILLON FRANCK,19/02/2013,AUTRE : REPAS PROFESSIONNEL,€24,,
MUNDIPHARMA,Médecin,MERCIER YVES,12/03/2014,REPAS,€27,,
MUNDIPHARMA,Médecin,MERCIER YVES,16/04/2013,AUTRE : REPAS PROFESSIONNEL,€26,,
MUNDIPHARMA,Médecin,MERCIER YVES,15/04/2014,HOSPITALITE REUNION PROFESSIONNELLE,€65,,
MUNDIPHARMA,Médecin,MERCIER YVES,19/02/2013,AUTRE : REPAS PROFESSIONNEL,€24,,
MUNDIPHARMA,Médecin,MERCIER YVES,14/06/2014,HOSPITALITE REUNION PROFESSIONNELLE,€288,,
MUNDIPHARMA,Médecin,PAGES MARC,16/04/2013,AUTRE : REPAS PROFESSIONNEL,€26,,
MUNDIPHARMA,Médecin,PAGES MARC,19/02/2013,AUTRE : REPAS PROFESSIONNEL,€24,,
MUNDIPHARMA,Médecin,PIGEAUD PHILIPPE,31/01/2014,HEBERGEMENT,€486,,
MUNDIPHARMA,Médecin,PIGEAUD PHILIPPE,31/01/2014,INSCRIPTION,€200,,
MUNDIPHARMA,Médecin,PIGEAUD PHILIPPE,31/01/2014,TRANSPORT,€247,,
MUNDIPHARMA,Médecin,PIGEAUD PHILIPPE,31/01/2014,REPAS,€55,,
MUNDIPHARMA,Médecin,PIGEAUD PHILIPPE,29/10/2013,REPAS,€14,,
