3S ORTHO,Médecin,AKHARAS CHAOUKI,20/10/2013,REPAS,€64,,
ROCHE SAS,Médecin,BRILLET GEORGES,05/12/2013,Hébergement,€209,,
ROCHE SAS,Médecin,BRILLET GEORGES,05/12/2013,Transport,€311,,
ROCHE SAS,Médecin,BRILLET GEORGES,06/12/2013,Repas,€52,,
ROCHE SAS,Médecin,BRILLET GEORGES,05/12/2013,Transport,€10,,
ROCHE SAS,Médecin,BRILLET GEORGES,05/12/2013,Repas,€60,,
ROCHE SAS,Médecin,CHARPENTIER MICHEL,18/03/2014,Repas,€27,,
ROCHE SAS,Médecin,FAUQUEZ CAMILLE,14/05/2014,Repas,€49,,
ROCHE SAS,Pharmacien,BARE ODILE,05/12/2013,Transport,€10,,
ROCHE SAS,Pharmacien,BARE ODILE,19/09/2013,Repas,€60,,
ROCHE SAS,Pharmacien,BARE ODILE,05/12/2013,Transport,€135,,
ROCHE SAS,Pharmacien,BARE ODILE,05/12/2013,Repas,€60,,
ROCHE SAS,Pharmacien,BARE ODILE,07/12/2013,Repas,€11,,
ROCHE SAS,Pharmacien,BARE ODILE,05/12/2013,Hébergement,€150,,
ROCHE SAS,Pharmacien,BARE ODILE,19/09/2013,Hébergement,€152,,
ROCHE SAS,Pharmacien,BARE ODILE,05/12/2013,Repas,€11,,
ROCHE SAS,Pharmacien,BARE ODILE,05/12/2013,Repas,€60,,
ROCHE SAS,Pharmacien,BARE ODILE,19/09/2013,Repas,€60,,
ROCHE SAS,Pharmacien,BARE ODILE,05/12/2013,Hébergement,€150,,
ROCHE SAS,Pharmacien,BARE ODILE,20/09/2013,Repas,€47,,
ROCHE SAS,Pharmacien,BARE ODILE,19/09/2013,Hébergement,€152,,
ROTTAPHARM SAS,Médecin,CHARPENTIER MICHEL,03/09/2013,SOIREE/DINER,€15,,
ROTTAPHARM SAS,Médecin,FAUQUEZ CAMILLE,03/09/2013,SOIREE/DINER,€15,,
ROTTAPHARM SAS,Médecin,PHILIPPE LAURENCE,13/12/2013,DEJEUNER,€12,,
ROTTAPHARM SAS,Médecin,QUENNESSON SEBASTIEN,01/12/2013,CONGRES/DEJEUNERS / DINERS (1),€59,,
ROTTAPHARM SAS,Médecin,QUENNESSON SEBASTIEN,01/12/2013,CONGRES/HEBERGEMENT (2 NUITEES),€181,,
ROTTAPHARM SAS,Médecin,QUENNESSON SEBASTIEN,01/12/2013,CONGRES/ACHEMINEMENT (TRAIN),€92,,
ROTTAPHARM SAS,Médecin,QUENNESSON SEBASTIEN,01/12/2013,CONGRES/INSCRIPTION,€450,,
ROTTAPHARM SAS,Médecin,ROUET QUENNESSON ESTELLE,01/12/2013,CONGRES/HEBERGEMENT (2 NUITEES),€181,,
ROTTAPHARM SAS,Médecin,ROUET QUENNESSON ESTELLE,01/12/2013,CONGRES/DEJEUNERS / DINERS (1),€59,,
ROTTAPHARM SAS,Médecin,ROUET QUENNESSON ESTELLE,01/12/2013,CONGRES/ACHEMINEMENT (TRAIN),€92,,
ROTTAPHARM SAS,Médecin,ROUET QUENNESSON ESTELLE,01/12/2013,CONGRES/INSCRIPTION,€450,,
ROTTAPHARM SAS,Médecin,TATARENKO JEAN MICHEL,13/12/2013,DEJEUNER,€12,,
SANOFI AVENTIS FRANCE,Infirmier,SIMOULIN EMMANUELLE,15/05/2014,Repas,€32,,
SANOFI AVENTIS FRANCE,Médecin,BORDAT MARIE HELENE,24/06/2014,Repas,€29,,
SANOFI AVENTIS FRANCE,Médecin,CHARPENTIER MICHEL,27/05/2014,Repas,€26,,
SANOFI AVENTIS FRANCE,Médecin,FAUQUEZ CAMILLE,27/05/2014,Repas,€26,,
SANOFI AVENTIS FRANCE,Médecin,KOCAK ERCAN,13/03/2014,Repas,€44,,
SANOFI AVENTIS FRANCE,Médecin,MIGNE PATRICK,13/03/2014,Repas,€44,,
SANOFI AVENTIS FRANCE,Médecin,MIGNOT HERVE,15/05/2014,Repas,€32,,
SANOFI AVENTIS FRANCE,Médecin,RIPOLL JEAN MICHEL,26/06/2014,Repas,€54,,
SANOFI AVENTIS FRANCE,Médecin,RIPOLL JEAN MICHEL,24/06/2014,Repas,€29,,
SANOFI AVENTIS FRANCE,Pharmacien,BRUGEAT LAETITIA,31/01/2014,Repas,€13,,
SANOFI AVENTIS FRANCE,Pharmacien,DAGUET LALEUF CHRISTINE,31/01/2014,Repas,€13,,
SANOFI AVENTIS FRANCE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,ARRETAUD EMMANUELLE,31/01/2014,Repas,€13,,
SANOFI AVENTIS FRANCE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,COMBAUD PHILIPPE,31/01/2014,Repas,€13,,
SANOFI AVENTIS FRANCE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,PASCAUD CECILE,31/01/2014,Repas,€13,,
SANOFI PASTEUR MSD SNC,Médecin,DIGUET FRANCOIS,19/01/2013,Autre : [Inscription],€120,,
SANOFI PASTEUR MSD SNC,Médecin,HURTES CHRISTINE,21/02/2014,Repas,€20,,
SANOFI PASTEUR MSD SNC,Médecin,KERVELLA JULIEN NELLY,21/02/2014,Repas,€20,,
SANOFI PASTEUR MSD SNC,Médecin,PLADYS JEAN CLAUDE,11/02/2014,Transport,€663,,
SANOFI PASTEUR MSD SNC,Médecin,PLADYS JEAN CLAUDE,11/02/2014,Repas,€34,,
SANOFI PASTEUR MSD SNC,Médecin,VILLETEAU CHRISTIAN,16/04/2014,Repas,€48,,
SANOFI PASTEUR MSD SNC,Médecin,VILLETEAU CHRISTIAN,21/02/2014,Repas,€17,,
SATELEC SAS,Association professionnel de santé,ONFOC 36,18/10/2012,Prêt de générateurs ultrasons,€250,,
SEPTODONT SAS,Chirurgien-dentiste,COLOMBO PHILIPPE,08/11/2012,Cadeaux,€144,,
SEPTODONT SAS,Chirurgien-dentiste,CZESNAR-HERBAUT FABIOLA,04/12/2012,Cadeaux,€144,,
SHIRE France S.A.,Médecin,AMMAR NAJI,28/02/2014,Repas,€30,,
SHIRE France S.A.,Médecin,AMMAR NAJI,19/09/2013,Repas,€26,,
SHIRE France S.A.,Médecin,BRILLET GEORGES,20/03/2014,Repas,€33,,
SHIRE France S.A.,Médecin,BRILLET GEORGES,19/09/2013,Repas,€26,,
SHIRE France S.A.,Médecin,TESTOU DIDIER,28/02/2014,Repas,€30,,
SIEMENS SAS,Manipulateur d’électroradiologie médicale,BERODIAS STEPHANIE,27/09/2013,REPAS D'AFFAIRE,€44,,
SIEMENS SAS,Manipulateur d’électroradiologie médicale,BROSSAS NATHALIE,27/09/2013,REPAS D'AFFAIRE,€44,,
SIEMENS SAS,Manipulateur d’électroradiologie médicale,BROSSAS NATHALIE,19/10/2013,TRANSPORT+HEBERGEMENT,€93,,
SIEMENS SAS,Manipulateur d’électroradiologie médicale,CHABROUX AMANDINE,19/10/2013,TRANSPORT+HEBERGEMENT,€99,,
SIEMENS SAS,Manipulateur d’électroradiologie médicale,COCHEREAU PASCALE,27/09/2013,REPAS D'AFFAIRE,€44,,
SIEMENS SAS,Manipulateur d’électroradiologie médicale,FORT SANDRINE,19/10/2013,TRANSPORT+HEBERGEMENT,€93,,
SIEMENS SAS,Manipulateur d’électroradiologie médicale,HEMERY LINDA,19/10/2013,TRANSPORT+HEBERGEMENT,€93,,
SIGVARIS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,ASKRI KARINE,28/06/2014,CADEAUX,€40,,
SIGVARIS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,CAZALA MARIE,28/06/2014,CADEAUX,€30,,
SIGVARIS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,GAUTHIER MATHIEU,28/06/2014,CADEAUX,€80,,
SMITHS MEDICAL FRANCE,Pharmacien,DURANTHON PERRINE,20/03/2014,[JOURNEE ETUDE],€53,,
SORIN GROUP FRANCE,Médecin,Baroudi Rabah,07/05/2014,TRANSPORT,€928,,
SORIN GROUP FRANCE,Médecin,Baroudi Rabah,07/05/2014,REPAS,€102,,
SORIN GROUP FRANCE,Médecin,Baroudi Rabah,07/05/2014,HEBERGEMENT,"€1,092",,
SORIN GROUP FRANCE,Médecin,BAROUDI RABAH,05/12/2013,Repas,€36,,
SORIN GROUP FRANCE,Médecin,Baroudi Rabah,07/05/2014,HEBERGEMENT,"€1,092",,
SORIN GROUP FRANCE,Médecin,Baroudi Rabah,07/05/2014,INSCRIPTION,€936,,
SORIN GROUP FRANCE,Médecin,Baroudi Rabah,07/05/2014,AUTRE: [FRAIS],"€1,056",,
SORIN GROUP FRANCE,Médecin,BAROUDI RABAH,08/05/2014,Repas,€39,,
SORIN GROUP FRANCE,Médecin,BAROUDI RABAH,05/11/2013,Repas,€36,,
SORIN GROUP FRANCE,Médecin,Baroudi Rabah,07/05/2014,REPAS,€102,,
SORIN GROUP FRANCE,Médecin,DAUMAS PIERRE LOUIS,10/01/2014,Repas,€41,,
SORIN GROUP FRANCE,Médecin,DAUMAS PIERRE LOUIS,05/12/2013,Repas,€36,,
SORIN GROUP FRANCE,Médecin,KOUJAN BASEL,30/08/2013,Hébergement,"€1,160",,
SORIN GROUP FRANCE,Médecin,KOUJAN BASEL,30/08/2013,Hospitalité,€374,,
SORIN GROUP FRANCE,Médecin,KOUJAN BASEL,30/08/2013,Dons de fonctionnement,€790,,
SORIN GROUP FRANCE,Médecin,POITRINAUD OLIVIER,25/02/2014,Repas,€21,,
SORIN GROUP FRANCE,Médecin,POITRINAUD OLIVIER,09/09/2013,Repas,€20,,
SORIN GROUP FRANCE,Médecin,POITRINAUD OLIVIER,05/12/2013,Repas,€36,,
STARKEY FRANCE,Audioprothésiste,AUROZO STEPHANE,29/01/2014,REPAS,€44,,
STARKEY FRANCE,Audioprothésiste,PAILLET EGLANTINE,05/06/2014,REPAS,€20,,
STARKEY FRANCE,Audioprothésiste,PAILLET EGLANTINE,17/09/2013,REPAS,€18,,
St Jude Medical France SAS,Médecin,BAROUDI RABAH,02/10/2013,Repas,€38,,
St Jude Medical France SAS,Médecin,BAROUDI RABAH,21/02/2014,Repas,€45,,
Takeda France,Médecin,BROUSSE Lionel,05/06/2014,REPAS,€46,,
Takeda France,Médecin,BROUSSE Pierre henry,05/06/2014,REPAS,€46,,
Takeda France,Médecin,DUJARDIN Jean louis,21/01/2014,REPAS,€51,,
Takeda France,Médecin,KELLER Thierry,05/06/2014,REPAS,€46,,
TEVA SANTE SAS,Infirmier,PION JACQUELINE,28/11/2013,REPAS,€22,,
TEVA SANTE SAS,Médecin,BATARD MURIEL,28/01/2014,REPAS,€19,,
TEVA SANTE SAS,Médecin,CHAMPELOVIER JOUANNEAUD CHRISTELLE,17/01/2014,REPAS,€23,,
TEVA SANTE SAS,Médecin,CHAMPELOVIER JOUANNEAUD CHRISTELLE,06/06/2014,REPAS,€21,,
TEVA SANTE SAS,Médecin,DURIS PIERRE,19/03/2014,AUTRE : INSCRIPTION,€67,,
TEVA SANTE SAS,Médecin,GRELLAUD RODIER ANNE,28/01/2014,REPAS,€19,,
TEVA SANTE SAS,Médecin,HURTES CHRISTINE,03/10/2013,AUTRE : INSCRIPTION,€195,,
TEVA SANTE SAS,Médecin,HURTES CHRISTINE,03/10/2013,REPAS,€20,,
TEVA SANTE SAS,Médecin,HURTES CHRISTINE,14/03/2014,REPAS,€20,,
TEVA SANTE SAS,Médecin,HURTES CHRISTINE,30/09/2013,REPAS,€24,,
TEVA SANTE SAS,Médecin,KELLER THIERRY,26/06/2014,REPAS,€31,,
TEVA SANTE SAS,Médecin,KERVELLA JULIEN NELLY,14/03/2014,REPAS,€20,,
TEVA SANTE SAS,Médecin,KERVELLA JULIEN NELLY,03/10/2013,AUTRE : INSCRIPTION,€195,,
TEVA SANTE SAS,Médecin,KERVELLA JULIEN NELLY,03/10/2013,REPAS,€20,,
TEVA SANTE SAS,Médecin,KERVELLA JULIEN NELLY,30/09/2013,REPAS,€24,,
TEVA SANTE SAS,Médecin,LAVIGNAC MOREAU MARIE-PASCALE,19/03/2014,AUTRE : INSCRIPTION,€67,,
TEVA SANTE SAS,Médecin,LEMAIRE FREDERIC,28/11/2013,REPAS,€22,,
TEVA SANTE SAS,Médecin,LESTRADE NATHALIE,13/06/2014,REPAS,€20,,
TEVA SANTE SAS,Médecin,PHILIPPE LAURENCE,17/01/2014,REPAS,€23,,
TEVA SANTE SAS,Médecin,PHILIPPE LAURENCE,20/12/2013,REPAS,€16,,
TEVA SANTE SAS,Médecin,PHILIPPE LAURENCE,22/11/2013,REPAS,€16,,
TEVA SANTE SAS,Médecin,SECARDIN FREDERIC,10/04/2014,REPAS,€25,,
TEVA SANTE SAS,Médecin,SECARDIN FREDERIC,07/02/2014,REPAS,€24,,
TEVA SANTE SAS,Médecin,TATARENKO JEAN MICHEL,17/01/2014,REPAS,€23,,
TEVA SANTE SAS,Médecin,TATARENKO JEAN MICHEL,22/11/2013,REPAS,€16,,
TEVA SANTE SAS,Médecin,TATARENKO JEAN MICHEL,20/12/2013,REPAS,€16,,
TEVA SANTE SAS,Médecin,TERRACHER CELINE,06/06/2014,REPAS,€21,,
TEVA SANTE SAS,Médecin,THERET EVELYNE,19/03/2014,AUTRE : INSCRIPTION,€67,,
TEVA SANTE SAS,Pharmacien,GROLLAUD ALAIN,30/11/2013,REPAS,€239,,
TEVA SANTE SAS,Pharmacien,GROLLAUD ALAIN,30/11/2013,TRANSPORT,"€1,241",,
TEVA SANTE SAS,Pharmacien,GROLLAUD ALAIN,30/11/2013,HEBERGEMENT,€544,,
TEVA SANTE SAS,Pharmacien,QUATRESOUS MICHEL,30/11/2013,REPAS,€239,,
TEVA SANTE SAS,Pharmacien,QUATRESOUS MICHEL,30/11/2013,HEBERGEMENT,€544,,
TEVA SANTE SAS,Pharmacien,QUATRESOUS MICHEL,30/11/2013,TRANSPORT,"€1,241",,
The Medicines Company France SAS,Médecin,SOULAT LOUIS,14/04/2014,Hospitalité,€187,,
The Medicines Company France SAS,Médecin,SOULAT LOUIS,17/03/2014,Autre : [inscription],€400,,
The Medicines Company France SAS,Médecin,SOULAT LOUIS,02/12/2013,Repas,€17,,
The Medicines Company France SAS,Médecin,SOULAT LOUIS,04/04/2014,Hébergement,€420,,
The Medicines Company France SAS,Médecin,SOULAT LOUIS,02/12/2013,Repas,€17,,
TRB CHEMEDICA,Médecin,CHARPENTIER MICHEL,03/06/2014,REPAS,€27,,
TRB CHEMEDICA,Médecin,FAUQUEZ CAMILLE,03/10/2013,REPAS,€107,,
TRB CHEMEDICA,Médecin,QUENNESSON SEBASTIEN,19/06/2014,REPAS,€28,,
TRB CHEMEDICA,Médecin,QUENNESSON SEBASTIEN,03/10/2013,REPAS,€107,,
TRB CHEMEDICA,Médecin,QUENNESSON SEBASTIEN,03/06/2014,REPAS,€27,,
UCB Pharma SA,Médecin,CHARPENTIER MICHEL,27/05/2014,Repas,€50,,
UCB Pharma SA,Médecin,FAUQUEZ CAMILLE,27/05/2014,Repas,€50,,
UCB Pharma SA,Médecin,FAUQUEZ CAMILLE,16/10/2013,Repas,€22,,
UCB Pharma SA,Médecin,FAUQUEZ CAMILLE,15/01/2014,Repas,€14,,
VASCUTEK FRANCE,Infirmier,ROUQUETTE ALAIN,27/03/2014,Repas,€45,,
VASCUTEK FRANCE,Médecin,VIGNES STEPHANE,26/03/2014,Repas,€52,,
VASCUTEK FRANCE,Médecin,WARNIER DE WAILLY GEOFFROY,30/01/2014,Repas,€54,,
VASCUTEK FRANCE,Médecin,WARNIER DE WAILLY GEOFFROY,26/03/2014,Repas,€52,,
VASCUTEK FRANCE,Médecin,WARNIER DE WAILLY GEOFFROY,27/03/2014,Repas,€58,,
VASCUTEK FRANCE,Médecin,WARNIER DE WAILLY GEOFFROY,28/03/2014,Hébergement,€121,,
VASCUTEK FRANCE,Médecin,WARNIER DE WAILLY GEOFFROY,28/03/2014,Autre: [incriptions],€250,,
ViiV HEALTHCARE SAS,Infirmier,VAUGEOIS CORINNE,05/04/2012,Hospitalite,€171,,
ViiV HEALTHCARE SAS,Infirmier,VAUGEOIS CORINNE,05/04/2012,Transport,€143,,
ViiV HEALTHCARE SAS,Infirmier,VAUGEOIS CORINNE,05/04/2012,Hospitalite,€171,,
WEINMANN SAS,Médecin,CHAUVIN ODILE,14/05/2014,Repas,€22,,
WIDEX,Audioprothésiste,AUROZO STEPHANE,07/01/2014,REPAS,€12,,
Zambon France,Médecin,KELLER THIERRY,06/02/2014,Repas,€34,,
Zambon France,Médecin,PHILIPPE LAURENCE,06/06/2014,Repas,€21,,
Zambon France,Médecin,VEAUVY CINDY,06/02/2014,Repas,€34,,
Zambon France,Pharmacien,LEYLDE CHARLOTTE,24/10/2013,Repas,€35,,
Zimmer Dental SAS,Chirurgien-dentiste,BENHAMICHE KHALED,21/04/2014,repas,€26,,
Zimmer Dental SAS,Chirurgien-dentiste,COLOMBO PHILIPPE,21/04/2014,repas,€26,,
Zimmer Dental SAS,Chirurgien-dentiste,KAZI TANI Selim,26/02/2014,repas,€22,,
Zimmer Dental SAS,Chirurgien-dentiste,Kazi Tani Selim,28/01/2014,repas,€17,,
Zimmer Dental SAS,Chirurgien-dentiste,KAZI-TANI SELIM,27/06/2014,REPAS,€20,,
Zimmer Dental SAS,Chirurgien-dentiste,KAZI-TANI SELIM,21/04/2014,repas,€26,,
Zimmer Dental SAS,Chirurgien-dentiste,KAZI-TANI SELIM,10/04/2014,repas,€22,,
Zimmer Dental SAS,Chirurgien-dentiste,MERITET SYLVIE,21/04/2014,repas,€26,,
Zimmer Dental SAS,Chirurgien-dentiste,Selim Kazi Tani,23/10/2013,REPAS,€32,,
Zimmer Dental SAS,Chirurgien-dentiste,TOUSSAINT CHRISTIAN,21/04/2014,repas,€26,,
