3M France,Prothésiste et orthésiste pour l’appareillage des personnes handicapées,YEDIOU LAZHAR,26/11/2013,REPAS,€17,,
ICOMED,Médecin,BIJAOUI SYLVIE,13/02/2014,Autre: [Enquête],€24,,
ICOMED,Médecin,BIJAOUI SYLVIE,26/02/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,BILOA TANG MICHEL,21/01/2014,Autre: [Enquête],€18,,
ICOMED,Médecin,BILOA TANG MICHEL,28/05/2013,Autre: [Enquête],€16,,
ICOMED,Médecin,BODIN ARNAUD,24/05/2013,Autre: [Enquête],€16,,
ICOMED,Médecin,BOUQUETY JEAN CLAUDE,08/10/2013,Autre: [Enquête],€26,,
ICOMED,Médecin,BOURBON PIERRE,20/05/2014,Autre: [Enquête],€27,,
ICOMED,Médecin,BOURBON PIERRE,07/08/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,BOURIN KLEIN VALERIE,19/03/2013,Autre: [Enquête],€21,,
ICOMED,Médecin,BOURIN KLEIN VALERIE,21/01/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,BOURLARD ODILE,17/01/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,BRACHET AGNES,03/06/2013,Autre: [Enquête],€25,,
ICOMED,Médecin,BROSSET MARIE CHRISTINE,04/12/2013,Autre: [Enquête],€19,,
ICOMED,Médecin,BROSSET MARIE CHRISTINE,10/06/2013,Autre: [Enquête],€16,,
ICOMED,Médecin,BRUMELOT FRANCOIS,15/04/2013,Autre: [Enquête],€28,,
ICOMED,Médecin,BRUN ODILE,13/05/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,CANTINIAUX PIERRE,05/02/2013,Autre: [Enquête],€16,,
ICOMED,Médecin,CANTINIAUX PIERRE,18/12/2013,Autre: [Enquête],€12,,
ICOMED,Médecin,CARON JULIEN,26/02/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,CHARDONNET ERIC,30/04/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,CHERRIER ARNAUD,19/04/2013,Autre: [Enquête],€16,,
ICOMED,Médecin,CHERRIER ARNAUD,11/12/2013,Autre: [Enquête],€22,,
ICOMED,Médecin,CHICHIGNOUD JEAN PASCAL,19/02/2013,Autre: [Enquête],€16,,
ICOMED,Médecin,CHICHIGNOUD JEAN PASCAL,04/12/2013,Autre: [Enquête],€12,,
ICOMED,Médecin,CLAEYS MARIE VIRGINIE,12/06/2014,Autre: [Enquête],€27,,
ICOMED,Médecin,CLAEYS MARIE VIRGINIE,15/04/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,COHEN BERNARD,14/04/2014,Autre: [Enquête],€23,,
ICOMED,Médecin,COHEN BERNARD,08/03/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,COQUILHAT PAUL,06/01/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,COQUILHAT PAUL,07/01/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,CORNET DROGUET NADINE,28/04/2014,Autre: [Enquête],€27,,
ICOMED,Médecin,CORNET DROGUET NADINE,17/06/2013,Autre: [Enquête],€32,,
ICOMED,Médecin,CORNET DROGUET NADINE,19/03/2013,Autre: [Enquête],€32,,
ICOMED,Médecin,DAL BO ROHRER DOMINIQUE,26/02/2013,Autre: [Enquête],€20,,
ICOMED,Médecin,DAL BO ROHRER DOMINIQUE,10/12/2013,Autre: [Enquête],€19,,
ICOMED,Médecin,DE LAMBERTERIE GILLES,05/10/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,DELBAERE MARION,20/05/2014,Autre: [Enquête],€16,,
ICOMED,Médecin,DELOCHE MARIE PHILIPPE,10/12/2013,Autre: [Enquête],€19,,
ICOMED,Médecin,DELOCHE MARIE PHILIPPE,15/03/2013,Autre: [Enquête],€17,,
ICOMED,Médecin,DELPONT J LOUIS,04/12/2013,Autre: [Enquête],€19,,
ICOMED,Médecin,DELPONT J LOUIS,26/02/2013,Autre: [Enquête],€16,,
ICOMED,Médecin,DESCOUR QUENTIN,07/03/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,DESCOUR QUENTIN,26/02/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,DESMONS FRANCOIS,20/12/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,DESMONS FRANCOIS,20/12/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,DIDIER ROBERTO BRIGITTE,08/03/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,DI TORO NADIA,24/12/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,DI TORO NADIA,26/02/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,DORIDOT PIERRE,13/02/2014,Autre: [Enquête],€26,,
ICOMED,Médecin,DORIDOT PIERRE,09/01/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,DRUELLE MANOHA AGNES,24/05/2013,Autre: [Enquête],€25,,
ICOMED,Médecin,DUPONT GABRIELLE,06/02/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,DUPONT GABRIELLE,08/03/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,DUVIVIER MARIE,27/11/2013,Autre: [Enquête],€32,,
ICOMED,Médecin,ELKAIM ROBERT,13/02/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,ELKAIM ROBERT,13/02/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,ELKHOLTI MERIEME,17/04/2014,Autre: [Enquête],€27,,
ICOMED,Médecin,ESTEOULE JEAN FRANCOIS,26/02/2013,Autre: [Enquête],€17,,
ICOMED,Médecin,ESTEOULE JEAN FRANCOIS,03/02/2014,Autre: [Enquête],€18,,
ICOMED,Médecin,EYGUN BAS MARIE PIERRE,18/11/2013,Autre: [Enquête],€28,,
ICOMED,Médecin,FAURE JACQUES,23/05/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,FAURE MALAN JOCELYNE,27/01/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,FAURE MALAN JOCELYNE,02/05/2013,Autre: [Enquête],€32,,
ICOMED,Médecin,FILLON JEAN PIERRE,27/03/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,FILLON JEAN PIERRE,25/03/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,GARIEL CHRISTINE,27/11/2013,Autre: [Enquête],€32,,
ICOMED,Médecin,GILABERT ERIC,11/12/2013,Autre: [Enquête],€28,,
ICOMED,Médecin,GOBELIN GILLES,21/11/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,GOBELIN GILLES,07/01/2013,Autre: [Enquête],€26,,
ICOMED,Médecin,GOUBET ISABELLE,10/12/2013,Autre: [Enquête],€28,,
ICOMED,Médecin,GOUBET ISABELLE,17/01/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,GOUZY OLMOS GRAZIELLA,06/12/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,GRASSET AGNES,06/02/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,GREBILLE VINCENT,29/11/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,GREBILLE VINCENT,08/03/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,GRIMALDI MATHIEU,24/06/2013,Autre: [Enquête],€15,,
ICOMED,Médecin,GUETTA RENE,29/04/2014,Autre: [Enquête],€27,,
ICOMED,Médecin,GUILLORY SYLVIE,22/05/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,GUILLOT BERNARD,12/03/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,GUILLOT BERNARD,25/03/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,HAFFNER DEBUS CLAIRE,26/02/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,HALLALI PATRICK,09/05/2014,Autre: [Enquête],€24,,
ICOMED,Médecin,HALLALI PATRICK,05/04/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,HANNOUN LEVY DOMINIQUE,11/01/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,HERMANN MICHEL,24/05/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,HONARMAND MAHCHID,16/05/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,HONARMAND MAHCHID,13/02/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,HOSATTE FREDERIC,10/10/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,HUARD SONIA,23/06/2014,Autre: [Enquête],€16,,
ICOMED,Médecin,HUARD SONIA,18/06/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,HUBAUD REGINE,02/12/2013,Autre: [Enquête],€18,,
ICOMED,Médecin,HUBAUD REGINE,11/02/2013,Autre: [Enquête],€25,,
ICOMED,Médecin,HUCK NOELLE,08/03/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,HUTANU MONICA,07/03/2014,Autre: [Enquête],€16,,
ICOMED,Médecin,JACQUOT DOMINIQUE,24/12/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,JACQUOT DOMINIQUE,17/01/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,JARRAND GHISLAINE,26/04/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,JOUNEH MOHAMED HASSAN,05/06/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,JOUNEH MOHAMED HASSAN,24/05/2013,Autre: [Enquête],€28,,
ICOMED,Médecin,JOUNEH MOHAMED HASSAN,15/04/2013,Autre: [Enquête],€28,,
ICOMED,Médecin,JOUVENCEL ROBERT STEPHANIE,28/11/2013,Autre: [Enquête],€28,,
ICOMED,Médecin,JUHEL JEAN LOUIS,24/03/2014,Autre: [Enquête],€23,,
ICOMED,Médecin,KERSPERN ALAIN,15/04/2013,Autre: [Enquête],€26,,
ICOMED,Médecin,KERSPERN ALAIN,21/01/2014,Autre: [Enquête],€24,,
ICOMED,Médecin,KEZACHIAN GILLES,24/05/2013,Autre: [Enquête],€25,,
ICOMED,Médecin,KEZACHIAN GILLES,16/05/2014,Autre: [Enquête],€23,,
ICOMED,Médecin,KUENTZ PHILIPPE,06/03/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,KUENTZ PHILIPPE,07/03/2014,Autre: [Enquête],€26,,
ICOMED,Médecin,KUTTLEIN ALEXIS,24/03/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,LACHCAR PIERRE,04/12/2013,Autre: [Enquête],€19,,
ICOMED,Médecin,LACHCAR PIERRE,19/02/2013,Autre: [Enquête],€19,,
ICOMED,Médecin,LALANNE WOERNER SOPHIE,20/06/2013,Autre: [Enquête],€21,,
ICOMED,Médecin,LANTUEJOUL JEAN PIERRE,23/06/2014,Autre: [Enquête],€26,,
ICOMED,Médecin,LANTUEJOUL JEAN PIERRE,28/05/2013,Autre: [Enquête],€16,,
ICOMED,Médecin,LAROUSSI CHABERT NADIA,28/04/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,LAROUSSI CHABERT NADIA,17/06/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,LAUROZ PIERRE,20/02/2013,Autre: [Enquête],€17,,
ICOMED,Médecin,LEBAYLE PIERRE MARC,06/01/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,LE BLOND JEAN,27/03/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,LE BLOND JEAN,05/06/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,LEGOUPIL CHRISTINE,03/06/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,LELTE JEAN PIERRE,08/04/2014,Autre: [Enquête],€24,,
ICOMED,Médecin,LELTE JEAN PIERRE,06/03/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,LENAIN MARC,06/01/2014,Autre: [Enquête],€24,,
ICOMED,Médecin,LENAIN MARC,23/01/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,LEYRONNAS CECILE,24/05/2013,Autre: [Enquête],€21,,
ICOMED,Médecin,LOTITO CHEVALIER AUDE,05/07/2013,Autre: [Enquête],€32,,
ICOMED,Médecin,MAHE PHILIPPE,12/09/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,MARIOTTI JEAN MICHEL,07/08/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,MASELLA JEAN JACQUES,07/08/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,MAX BERNARD,17/03/2014,Autre: [Enquête],€26,,
ICOMED,Médecin,MAX BERNARD,16/01/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,MENESES ALEXANDRA,15/03/2013,Autre: [Enquête],€26,,
ICOMED,Médecin,MENGER DOMINIQUE,13/05/2013,Autre: [Enquête],€27,,
ICOMED,Médecin,MENON MICHEL,06/12/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,MENON MICHEL,07/01/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,MERCIER NUMA,24/05/2013,Autre: [Enquête],€25,,
ICOMED,Médecin,MILLET JEAN YVES,03/06/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,MIQUEL PHILIPPE,02/05/2013,Autre: [Enquête],€26,,
ICOMED,Médecin,MORAND PATRICK,03/02/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,MORAND PATRICK,21/01/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,MOTTUEL MARIE FRANCOISE,13/12/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,MUYSHONDT CEDRIC,13/12/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,OLARU GABRIELA,06/01/2014,Autre: [Enquête],€13,,
ICOMED,Médecin,OPOIX ELIZABETH,24/02/2014,Autre: [Enquête],€23,,
ICOMED,Médecin,PACTEAU LYDIE,21/01/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,PACTEAU LYDIE,23/01/2014,Autre: [Enquête],€23,,
ICOMED,Médecin,PELLISSIER JEAN LOUIS,03/01/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,PELLISSIER JEAN LOUIS,28/11/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,PEREZ RENEE,27/01/2014,Autre: [Enquête],€16,,
ICOMED,Médecin,PEREZ RENEE,06/03/2013,Autre: [Enquête],€19,,
ICOMED,Médecin,PERRIAUX FRANCOISE,20/12/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,PETIT FRANCOIS,10/06/2014,Autre: [Enquête],€24,,
ICOMED,Médecin,PETIT FRANCOIS,02/04/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,PICHOT OLIVIER,28/05/2013,Autre: [Enquête],€19,,
ICOMED,Médecin,PION EDITH,20/02/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,PISON ALEXIS,28/05/2013,Autre: [Enquête],€20,,
ICOMED,Médecin,PLEYBER CHRISTINE,14/04/2014,Autre: [Enquête],€23,,
ICOMED,Médecin,PLEYBER CHRISTINE,28/05/2013,Autre: [Enquête],€16,,
ICOMED,Médecin,PLEYBER CHRISTINE,16/12/2013,Autre: [Enquête],€11,,
ICOMED,Médecin,POIRIER JACKY,27/01/2014,Autre: [Enquête],€10,,
ICOMED,Médecin,POIRIER JACKY,23/04/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,PORTAL CATHERINE,13/05/2013,Autre: [Enquête],€21,,
ICOMED,Médecin,RATEL ELISABETH,17/04/2014,Autre: [Enquête],€27,,
ICOMED,Médecin,RATEL ELISABETH,13/05/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,REMY MARIE HELENE,04/12/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,REMY MARIE HELENE,01/02/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,RIVAIL CLAUDE,28/11/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,RIVAIL CLAUDE,26/02/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,ROCHE MARIE,08/04/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,ROSIER LAURENT,14/04/2014,Autre: [Enquête],€24,,
ICOMED,Médecin,ROUGIER THIERRY,08/03/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,ROUGIER THIERRY,27/01/2014,Autre: [Enquête],€23,,
ICOMED,Médecin,ROYBON BERNARD,02/05/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,SAGE JEAN CLEMENT,06/01/2014,Autre: [Enquête],€26,,
ICOMED,Médecin,SAGE JEAN CLEMENT,17/01/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,SATRE PIERRE,22/10/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,SERRA TOSIO FRANCOISE,05/07/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,SICHE JEAN PHILIPPE,27/03/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,SICHE JEAN PHILIPPE,06/03/2013,Autre: [Enquête],€17,,
ICOMED,Médecin,SILLAM RICHARD,24/09/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,SILLAM RICHARD,13/03/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,SILLAM RICHARD,22/11/2013,Autre: [Enquête],€32,,
ICOMED,Médecin,TERRASSE CATHERINE,11/02/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,TERRASSE CATHERINE,27/01/2014,Autre: [Enquête],€24,,
ICOMED,Médecin,TOUET VIRGINIE,14/11/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,TROUSSIER JOELLE,05/06/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,TSAN PIERRE,09/04/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,TSAN PIERRE,26/03/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,UZAN ROBERT,28/11/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,VERRY ANNE,06/02/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,VERRY ANNE,15/04/2013,Autre: [Enquête],€32,,
ICOMED,Médecin,VEUX CYRILLE,17/01/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,VEUX CYRILLE,10/12/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,VINCENT THIERRY,25/03/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,VINCENT THIERRY,10/12/2013,Autre: [Enquête],€27,,
ICOMED,Médecin,VOLATIER ELISABETH,31/03/2014,Autre: [Enquête],€24,,
ICOMED,Médecin,WAREMBOURG EVELYNE,11/01/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,YDRAUT CATHERINE,04/12/2013,Autre: [Enquête],€15,,
ICOMED,Médecin,YDRAUT CATHERINE,21/03/2013,Autre: [Enquête],€17,,
ICOMED,Médecin,ZAMBELLI PATRICE,18/03/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,ZAMBELLI PATRICE,06/03/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,ZAMBELLI VALENTINA,01/02/2013,Autre: [Enquête],€30,,
ICOMED,Pharmacien,GRALL JOSETTE,18/02/2014,Autre: [Enquête],€12,,
ICOMED,Pharmacien,GRALL JOSETTE,03/06/2014,Autre: [Enquête],€27,,
ICOMED,Pharmacien,LOPEZ CHRISTOPHE,30/08/2013,Autre: [Enquête],€11,,
IMACCESS,Médecin,MAURIN MAX,16/07/2013,RESTAURATION,€19,,
IMACCESS,Pharmacien,BOISSET SANDRINE,16/07/2013,RESTAURATION,€19,,
Integra LifeSciences Services (France),Médecin,TOURNE YVES,15/02/2014,REPAS,€17,,
InterMune France SAS,Médecin,AGUILANIU BERNARD,20/09/2013,REPAS,€72,,
InterMune France SAS,Médecin,AGUILANIU BERNARD,03/09/2013,REPAS,€53,,
InterMune France SAS,Médecin,RIGAUD DOMINIQUE,20/09/2013,REPAS,€72,,
INTUITIVE SURGICAL SARL,Médecin,DUPUY SIMON,07/06/2013,REPAS,€22,,
INTUITIVE SURGICAL SARL,Médecin,RICHALET GUILLAUME,28/04/2014,Transport,€462,,
INTUITIVE SURGICAL SARL,Médecin,RICHALET GUILLAUME,26/03/2014,Repas,€63,,
INTUITIVE SURGICAL SARL,Médecin,RICHALET GUILLAUME,26/03/2014,[LOCATION SALLE],€16,,
INTUITIVE SURGICAL SARL,Médecin,RICHALET GUILLAUME,28/04/2014,Repas,€47,,
INTUITIVE SURGICAL SARL,Médecin,RICHALET GUILLAUME,28/04/2014,Transport,€462,,
INTUITIVE SURGICAL SARL,Médecin,VERNAY LIONEL,16/01/2014,Transport,€142,,
INTUITIVE SURGICAL SARL,Médecin,VERNAY LIONEL,15/01/2014,Transport,€142,,
INTUITIVE SURGICAL SARL,Médecin,VERNAY LIONEL,15/01/2014,Hebergement,€174,,
IP Santé domicile,Médecin,BEN SAIDANE Houda,20/09/2013,Hospitalité,€651,,
IP Santé domicile,Médecin,CHAVEZ Léonidas,21/11/2013,Hospitalité,€1,060,,
IP Santé domicile,Médecin,JEANJEAN Claude,21/11/2013,Hospitalité,€1,072,,
IP Santé domicile,Médecin,PLAINDOUX Agnès,07/09/2013,Hospitalité,€2,266,,
IPSEN PHARMA,Infirmier,CLEMENT SOPHIE,19/10/2013,REPAS,€74,,
IPSEN PHARMA,Médecin,BRUN ODILE,28/11/2013,INSCRIPTION,€800,,
IPSEN PHARMA,Médecin,BRUN ODILE,28/11/2013,REPAS,€69,,
IPSEN PHARMA,Médecin,BRUN ODILE,28/11/2013,REPAS,€34,,
IPSEN PHARMA,Médecin,BRUN ODILE,28/11/2013,Transport,€176,,
IPSEN PHARMA,Médecin,BRUN ODILE,28/11/2013,Hébergement,€258,,
IPSEN PHARMA,Médecin,BRUN ODILE,28/03/2014,REPAS,€15,,
IPSEN PHARMA,Médecin,BRUN ODILE,18/04/2014,REPAS,€47,,
IPSEN PHARMA,Médecin,BRUN ODILE,28/03/2014,HEBERGEMENT,€122,,
IPSEN PHARMA,Médecin,BRUN ODILE,17/05/2014,REPAS,€59,,
IPSEN PHARMA,Médecin,BRUN ODILE,28/03/2014,REPAS,€60,,
IPSEN PHARMA,Médecin,BRUN ODILE,28/03/2014,TRANSPORT,€48,,
IPSEN PHARMA,Médecin,BRUN ODILE,28/03/2014,REPAS,€20,,
IPSEN PHARMA,Médecin,BRUN ODILE,28/03/2014,TRANSPORT,€98,,
IPSEN PHARMA,Médecin,CADI PIERRE,05/06/2014,REPAS,€40,,
IPSEN PHARMA,Médecin,CLAEYS MARIE VIRGINIE,18/04/2014,REPAS,€47,,
IPSEN PHARMA,Médecin,COQUILHAT PAUL,05/06/2014,REPAS,€40,,
IPSEN PHARMA,Médecin,CUSIN NATHALIE,01/04/2014,REPAS,€35,,
IPSEN PHARMA,Médecin,DAVID BERNARD,14/03/2014,REPAS,€48,,
IPSEN PHARMA,Médecin,FROMENT JACQUES,04/04/2014,REPAS,€49,,
IPSEN PHARMA,Médecin,GENSBURGER FRANCOIS XAVIER,04/04/2014,REPAS,€49,,
IPSEN PHARMA,Médecin,IBORRA FRANCOIS,20/11/2013,REPAS,€14,,
IPSEN PHARMA,Médecin,IBORRA FRANCOIS,05/06/2014,REPAS,€40,,
IPSEN PHARMA,Médecin,LEGEAIS DIDIER,28/03/2014,TRANSPORT,€60,,
IPSEN PHARMA,Médecin,LEGEAIS DIDIER,28/03/2014,REPAS,€15,,
IPSEN PHARMA,Médecin,LEGEAIS DIDIER,28/03/2014,REPAS,€50,,
IPSEN PHARMA,Médecin,LEGEAIS DIDIER,28/03/2014,TRANSPORT,€21,,
IPSEN PHARMA,Médecin,LEGEAIS DIDIER,28/03/2014,REPAS,€20,,
IPSEN PHARMA,Médecin,LEGEAIS DIDIER,28/03/2014,HEBERGEMENT,€167,,
IPSEN PHARMA,Médecin,LEGEAIS DIDIER,28/03/2014,REPAS,€60,,
IPSEN PHARMA,Médecin,LEHODEY PIERRE YVES,26/02/2014,REPAS,€32,,
IPSEN PHARMA,Médecin,LENAIN MARC,01/04/2014,REPAS,€35,,
IPSEN PHARMA,Médecin,MAHE PHILIPPE,05/06/2014,REPAS,€40,,
IPSEN PHARMA,Médecin,MAS DOMINIQUE,26/02/2014,REPAS,€32,,
IPSEN PHARMA,Médecin,MONTIGON PASCALE,26/02/2014,REPAS,€32,,
IPSEN PHARMA,Médecin,PELLISSIER JEAN LOUIS,01/04/2014,REPAS,€35,,
IPSEN PHARMA,Médecin,PLUCHART HELENE,31/01/2014,REPAS,€21,,
IPSEN PHARMA,Médecin,REPARAT SOPHIE,22/05/2014,REPAS,€10,,
IPSEN PHARMA,Médecin,REPARAT SOPHIE,22/05/2014,REPAS,€50,,
IPSEN PHARMA,Médecin,YON ARMELLE,22/05/2014,REPAS,€50,,
IPSEN PHARMA,Médecin,YON ARMELLE,22/05/2014,REPAS,€10,,
Ivoclar Vivadent SAS,Chirurgien-dentiste,TASSET CECILE,13/03/2014,REPAS,€36,,
IVTEC (Iol Vision Technology),Médecin,BASLY Hedi,27/05/2013,Repas,€37,,
JANSSEN-CILAG,Etudiant,AUBERT CEDRIC,03/07/2013,REPAS,€17,,
JANSSEN-CILAG,Etudiant,BIDAUT ANNE SOPHIE,10/07/2013,REPAS,€43,,
JANSSEN-CILAG,Etudiant,BIDAUT ANNE SOPHIE,03/07/2013,REPAS,€17,,
JANSSEN-CILAG,Médecin,AUROUZE JACQUES,06/03/2013,REPAS,€44,,
JANSSEN-CILAG,Médecin,BERGER GAUCHIER FRANCOISE,31/05/2013,REPAS,€49,,
JANSSEN-CILAG,Médecin,CADI PIERRE,01/10/2013,REPAS,€49,,
JANSSEN-CILAG,Médecin,CANTINIAUX PIERRE,10/04/2014,REPAS,€60,,
JANSSEN-CILAG,Médecin,CANTINIAUX PIERRE,19/09/2013,REPAS,€55,,
JANSSEN-CILAG,Médecin,CANTINIAUX PIERRE,20/02/2014,REPAS,€25,,
JANSSEN-CILAG,Médecin,CANTINIAUX PIERRE,11/02/2013,REPAS,€20,,
JANSSEN-CILAG,Médecin,CANTINIAUX PIERRE,26/03/2013,REPAS,€50,,
JANSSEN-CILAG,Médecin,CANTINIAUX PIERRE,22/03/2013,REPAS,€25,,
JANSSEN-CILAG,Médecin,CANTINIAUX PIERRE,27/06/2013,REPAS,€28,,
JANSSEN-CILAG,Médecin,CHARAVIN COCUZZA MARIE,31/05/2013,REPAS,€49,,
JANSSEN-CILAG,Médecin,CUSIN NATHALIE,06/09/2013,REPAS,€46,,
JANSSEN-CILAG,Médecin,DORIDOT PIERRE,06/03/2013,REPAS,€44,,
JANSSEN-CILAG,Médecin,DUPUY BROUSSEAU LAURA,04/06/2013,HEBERGEMENT,€1,160,,
JANSSEN-CILAG,Médecin,DUPUY BROUSSEAU LAURA,30/01/2014,REPAS,€180,,
JANSSEN-CILAG,Médecin,DUPUY BROUSSEAU LAURA,01/10/2013,REPAS,€49,,
JANSSEN-CILAG,Médecin,DUPUY BROUSSEAU LAURA,30/01/2014,HEBERGEMENT,€750,,
JANSSEN-CILAG,Médecin,DUPUY BROUSSEAU LAURA,12/10/2013,TRANSPORT,€245,,
JANSSEN-CILAG,Médecin,DUPUY BROUSSEAU LAURA,19/02/2013,REPAS,€53,,
JANSSEN-CILAG,Médecin,DUPUY BROUSSEAU LAURA,10/07/2013,REPAS,€43,,
JANSSEN-CILAG,Médecin,DUPUY BROUSSEAU LAURA,12/04/2013,HEBERGEMENT,€129,,
JANSSEN-CILAG,Médecin,DUPUY BROUSSEAU LAURA,12/10/2013,REPAS,€193,,
JANSSEN-CILAG,Médecin,DUPUY BROUSSEAU LAURA,19/04/2013,REPAS,€17,,
JANSSEN-CILAG,Médecin,DUPUY BROUSSEAU LAURA,04/06/2013,INSCRIPTION,€717,,
JANSSEN-CILAG,Médecin,DUPUY BROUSSEAU LAURA,28/01/2013,REPAS,€46,,
JANSSEN-CILAG,Médecin,DUPUY BROUSSEAU LAURA,12/10/2013,AUTRE : REMBOURSEMENT DE FRAIS,€186,,
