3M France,Chirurgien-dentiste,BAILLY THOMAS,29/10/2013,REPAS,€47,,
NOVO NORDISK,Médecin,HERNANDEZ MORIN NELLY,19/12/2013,REPAS,€33,,
NOVO NORDISK,Médecin,KOUSSA HASSIB,17/04/2014,REPAS,€39,,
NOVO NORDISK,Médecin,KOUSSA HASSIB,14/10/2013,REPAS,€35,,
NOVO NORDISK,Médecin,KOUSSA HASSIB,09/09/2013,REPAS,€25,,
NOVO NORDISK,Médecin,LACAILLE JAUVIS MORGANE,06/03/2014,REPAS,€21,,
NOVO NORDISK,Médecin,LAGARDE FABRICE,25/04/2014,REPAS,€26,,
NOVO NORDISK,Médecin,LAGARDE FABRICE,04/12/2013,REPAS,€21,,
NOVO NORDISK,Médecin,LAGARDE FABRICE,14/10/2013,REPAS,€35,,
NOVO NORDISK,Médecin,LAGARDE FABRICE,30/04/2014,REPAS,€19,,
NOVO NORDISK,Médecin,LAGARDE FABRICE,18/03/2014,REPAS,€10,,
NOVO NORDISK,Médecin,LAGARDE FABRICE,09/09/2013,REPAS,€25,,
NOVO NORDISK,Médecin,LAGARDE FABRICE,17/04/2014,REPAS,€39,,
NOVO NORDISK,Médecin,LASSELIN KARINE,17/07/2013,REPAS,€101,,
NOVO NORDISK,Médecin,LECOMTE PERRINE,04/12/2013,REPAS,€21,,
NOVO NORDISK,Médecin,LECOMTE PERRINE,18/03/2014,REPAS,€10,,
NOVO NORDISK,Médecin,LECOMTE PERRINE,04/12/2013,REPAS,€21,,
NOVO NORDISK,Médecin,MESKINI DJILALI,17/07/2013,REPAS,€101,,
NOVO NORDISK,Médecin,MESKINI DJILALI,28/11/2013,REPAS,€23,,
NOVO NORDISK,Médecin,PISSEAU ANNE SOPHIE,18/03/2014,REPAS,€40,,
NOVO NORDISK,Médecin,PISSEAU ANNE SOPHIE,28/11/2013,REPAS,€23,,
NOVO NORDISK,Médecin,RAMIANDRASOA EUGENE,28/11/2013,REPAS,€23,,
NOVO NORDISK,Médecin,RAMIANDRASOA EUGENE,06/12/2013,REPAS,€38,,
NOVO NORDISK,Médecin,RAMIANDRASOA EUGENE,09/04/2014,REPAS,€56,,
NOVO NORDISK,Médecin,RATRIMOSON ODILE,17/06/2014,REPAS,€49,,
NOVO NORDISK,Médecin,RATRIMOSON ODILE,19/12/2013,REPAS,€33,,
NOVO NORDISK,Médecin,RATRIMOSON ODILE,18/03/2014,REPAS,€10,,
NOVO NORDISK,Médecin,RATRIMOSON ODILE,09/09/2013,REPAS,€25,,
NOVO NORDISK,Médecin,SERBAN ANDREEA,17/04/2014,REPAS,€39,,
NOVO NORDISK,Médecin,SERBAN ANDREEA,13/03/2014,REPAS,€30,,
NOVO NORDISK,Médecin,SERBAN ANDREEA,18/03/2014,REPAS,€10,,
NOVO NORDISK,Médecin,SERBAN ANDREEA,14/10/2013,REPAS,€35,,
NOVO NORDISK,Médecin,SERBAN ANDREEA,19/12/2013,REPAS,€33,,
NOVO NORDISK,Médecin,SERBAN ANDREEA,09/09/2013,REPAS,€25,,
NOVO NORDISK,Médecin,SERBAN ANDREEA,30/04/2014,REPAS,€19,,
NOVO NORDISK,Médecin,TISSIER EMMANUEL,18/03/2014,REPAS,€40,,
NOVO NORDISK,Médecin,TISSIER EMMANUEL,28/11/2013,REPAS,€23,,
NOVO NORDISK,Médecin,TISSIER EMMANUEL,17/07/2013,REPAS,€101,,
NOVO NORDISK,Pharmacien,LEMESLE FLORENCE,14/10/2013,REPAS,€35,,
Otsuka Pharmaceutical France SAS,Médecin,BELMADANI HOURIA,21/01/2014,REPAS,€60,,
Otsuka Pharmaceutical France SAS,Médecin,BELMADANI HOURIA,03/04/2014,HOSPITALITE,€60,,
Otsuka Pharmaceutical France SAS,Médecin,BELMADANI HOURIA,03/04/2014,REPAS,€60,,
Otsuka Pharmaceutical France SAS,Médecin,BELMADANI HOURIA,03/04/2014,HEBERGEMENT,€185,,
Otsuka Pharmaceutical France SAS,Médecin,BELMADANI HOURIA,03/04/2014,TRANSPORT,€94,,
PECH CERCIAT,Médecin,Leroux Hervé,20/09/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Strasman Olivier,04/11/2013,Autre : [ECHANTILLON],€20,,
PEROUSE MEDICAL,Pharmacien,LEMESLE FLORENCE,08/10/2013,INVITATIONS CONGRES EUROPHARMAT,€250,,
PEROUSE MEDICAL,Pharmacien,LEMESLE FLORENCE,08/10/2013,HEBERGEMENT CONGRES EUROPHARMAT,€450,,
PEROUSE MEDICAL,Pharmacien,LEMESLE FLORENCE,08/10/2013,REPAS CONGRES EUROPHARMAT,€66,,
PFIZER SAS,Médecin,DE OLIVEIRA Jose,07/04/2013,HEBERGEMENT,€363,,
PFIZER SAS,Médecin,DE OLIVEIRA Jose,07/04/2013,REPAS,€174,,
PFIZER SAS,Médecin,DE OLIVEIRA Jose,07/04/2013,TRANSPORT,€331,,
PFIZER SAS,Médecin,GHARBI NOUREDDINE,24/06/2013,Repas,€21,,
PFIZER SAS,Médecin,LA TORRE IRAM,23/01/2014,REPAS,€25,,
PFIZER SAS,Médecin,LA TORRE IRAM,23/01/2014,REPAS,€25,,
PFIZER SAS,Médecin,LEHNERT FRANCK,12/12/2013,Repas,€52,,
PFIZER SAS,Médecin,PACAN RADOSLAW,12/12/2013,Repas,€52,,
PFIZER SAS,Médecin,PASSET LAURENT,12/12/2013,Repas,€52,,
PFIZER SAS,Médecin,VILAIN CHRISTIAN,31/05/2013,AUTRE: INSCRIPTION,€65,,
PFIZER SAS,Orthophoniste,MAUGER ELISABETH,07/05/2014,REPAS,€41,,
PFIZER SAS,Orthophoniste,MAUGER ELISABETH,07/05/2014,REPAS,€41,,
PHONAK FRANCE,Audioprothésiste,LUISETTI 0,05/02/2014,REPAS,€30,,
PHONAK FRANCE,Audioprothésiste,LUISETTI HERVE,06/11/2013,REPAS,€25,,
PHONAK FRANCE,Audioprothésiste,LUISETTI JULIEN,06/11/2013,REPAS,€25,,
PHONAK FRANCE,Audioprothésiste,LUISETTI JULIEN,05/02/2014,REPAS,€30,,
PHONAK FRANCE,Audioprothésiste,LUISETTI JULIEN,07/05/2014,REPAS,€44,,
PHONAK FRANCE,Audioprothésiste,OLIVIER CHRISTOPHE,17/07/2013,REPAS,€47,,
PHONAK FRANCE,Audioprothésiste,POIROT SÉBASTIEN,05/02/2014,REPAS,€25,,
PHONAK FRANCE,Audioprothésiste,TILLEAU-ROUCHON FLORENCE,06/03/2014,REPAS,€19,,
Pierre Fabre Dermo-Cosmétique,Pharmacien,BAUWENS JACQUES,11/12/2013,RP,€48,,
Pierre Fabre Dermo-Cosmétique,Préparateur en pharmacie et préparateur en pharmacie hospitalière,BOULANGER BENEDICTE,18/03/2014,RESTAURATION,€13,,
Pierre Fabre Dermo-Cosmétique,Préparateur en pharmacie et préparateur en pharmacie hospitalière,BOULANGER BENEDICTE,04/02/2014,RESTAURATION,€10,,
Pierre Fabre Dermo-Cosmétique,Préparateur en pharmacie et préparateur en pharmacie hospitalière,CATANOAN SANDRINE,04/02/2014,RESTAURATION,€10,,
Pierre Fabre Dermo-Cosmétique,Préparateur en pharmacie et préparateur en pharmacie hospitalière,CHATON LAURENCE,04/02/2014,RESTAURATION,€10,,
Pierre Fabre Dermo-Cosmétique,Préparateur en pharmacie et préparateur en pharmacie hospitalière,CHERRIER NADINE,04/02/2014,RESTAURATION,€10,,
Pierre Fabre Dermo-Cosmétique,Préparateur en pharmacie et préparateur en pharmacie hospitalière,CHERRIER NADINE,18/03/2014,RESTAURATION,€13,,
Pierre Fabre Dermo-Cosmétique,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LACHAUME CHRISTINE,04/02/2014,RESTAURATION,€10,,
Pierre Fabre Dermo-Cosmétique,Préparateur en pharmacie et préparateur en pharmacie hospitalière,RUIZ JESSICA,04/02/2014,RESTAURATION,€10,,
Pierre Fabre Dermo-Cosmétique,Préparateur en pharmacie et préparateur en pharmacie hospitalière,RUIZ JESSICA,18/03/2014,RESTAURATION,€13,,
Pierre Fabre Dermo-Cosmétique,Préparateur en pharmacie et préparateur en pharmacie hospitalière,TOURNEREAU JULIE,04/02/2014,RESTAURATION,€10,,
Pierre Fabre Dermo-Cosmétique,Préparateur en pharmacie et préparateur en pharmacie hospitalière,TOURNEREAU JULIE,18/03/2014,RESTAURATION,€13,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,PERTUISET MATHIEU,27/09/2012,Restauration,€13,,
PIERRE FABRE MEDICAMENT,Médecin,ALLART JEAN MAURICE,30/01/2012,Restauration,€26,,
PIERRE FABRE MEDICAMENT,Médecin,CATHALA PATRICK,19/06/2014,RESTAURATION,€55,,
PIERRE FABRE MEDICAMENT,Médecin,CATHALA PATRICK,28/03/2013,Restauration,€32,,
PIERRE FABRE MEDICAMENT,Médecin,CHANU BULA BRIGITTE,21/05/2014,RESTAURATION,€42,,
PIERRE FABRE MEDICAMENT,Médecin,COULIBALY OUSMANE,19/06/2014,RESTAURATION,€55,,
PIERRE FABRE MEDICAMENT,Médecin,DE OLIVEIRA JOSE,02/10/2012,Frais de dÃƒÂ©placement,€407,,
PIERRE FABRE MEDICAMENT,Médecin,DE OLIVEIRA JOSE,02/10/2012,HÃƒÂ©bergement,€113,,
PIERRE FABRE MEDICAMENT,Médecin,DE OLIVEIRA JOSE,02/10/2012,Restauration,€126,,
PIERRE FABRE MEDICAMENT,Médecin,DE OLIVEIRA JOSE,20/03/2012,Restauration,€46,,
PIERRE FABRE MEDICAMENT,Médecin,DURAND MANGARD FREDERIQUE,07/03/2012,Restauration,€35,,
PIERRE FABRE MEDICAMENT,Médecin,DURAND MANGARD FREDERIQUE,20/03/2012,Restauration,€46,,
PIERRE FABRE MEDICAMENT,Médecin,DURAND MANJARD FREDERIQUE,19/06/2014,RESTAURATION,€55,,
PIERRE FABRE MEDICAMENT,Médecin,EL GHELBAZOURI FOUAD,14/11/2013,RESTAURATION,€55,,
PIERRE FABRE MEDICAMENT,Médecin,EL GHELBAZOURI FOUAD,21/05/2013,Restauration,€29,,
PIERRE FABRE MEDICAMENT,Médecin,EL GHELBAZOURI FOUAD,26/02/2013,Restauration,€46,,
PIERRE FABRE MEDICAMENT,Médecin,EL GHELBAZOURI FOUAD,20/06/2013,Restauration,€47,,
PIERRE FABRE MEDICAMENT,Médecin,EL GHELBAZOURI FOUAD,23/01/2014,RESTAURATION,€60,,
PIERRE FABRE MEDICAMENT,Médecin,EL GHELBAZOURI FOUAD,11/09/2013,RESTAURATION,€42,,
PIERRE FABRE MEDICAMENT,Médecin,FOURNIER BERNARD,14/11/2013,RESTAURATION,€55,,
PIERRE FABRE MEDICAMENT,Médecin,FOURTILLAN EMILIE,06/02/2014,RESTAURATION,€46,,
PIERRE FABRE MEDICAMENT,Médecin,JAUZION DABOUY ANNE LAURE,13/06/2013,Frais de dÃƒÂ©placement,€79,,
PIERRE FABRE MEDICAMENT,Médecin,JAUZION DABOUY ANNE LAURE,13/06/2013,HospitalitÃƒÂ©,€210,,
PIERRE FABRE MEDICAMENT,Médecin,JAUZION DABOUY ANNE LAURE,04/06/2013,Restauration,€40,,
PIERRE FABRE MEDICAMENT,Médecin,JAUZION DABOUY ANNE LAURE,13/06/2013,HospitalitÃƒÂ©,€182,,
PIERRE FABRE MEDICAMENT,Médecin,LAGARDE FABRICE,19/06/2014,RESTAURATION,€55,,
PIERRE FABRE MEDICAMENT,Médecin,LAGARDE FABRICE,17/10/2013,RESTAURATION,€55,,
PIERRE FABRE MEDICAMENT,Médecin,LEROUX HERVE,21/05/2014,RESTAURATION,€42,,
PIERRE FABRE MEDICAMENT,Médecin,MEDDAH DJAMEL,29/01/2013,Restauration,€22,,
PIERRE FABRE MEDICAMENT,Médecin,MEDDAH DJAMEL,28/03/2013,Restauration,€32,,
PIERRE FABRE MEDICAMENT,Médecin,MEDDAH DJAMEL,20/06/2013,Restauration,€47,,
PIERRE FABRE MEDICAMENT,Médecin,MEDDAH DJAMEL,31/01/2012,Restauration,€19,,
PIERRE FABRE MEDICAMENT,Médecin,MEDDAH DJAMEL,23/04/2012,Restauration,€25,,
PIERRE FABRE MEDICAMENT,Médecin,MEDDAH DJAMEL,13/09/2012,Restauration,€23,,
PIERRE FABRE MEDICAMENT,Médecin,MEDDAH DJAMEL,27/03/2014,RESTAURATION,€50,,
PIERRE FABRE MEDICAMENT,Médecin,MIMOUN ALBERT,27/03/2014,RESTAURATION,€50,,
PIERRE FABRE MEDICAMENT,Médecin,MIMOUN ALBERT,20/03/2012,Restauration,€46,,
PIERRE FABRE MEDICAMENT,Médecin,MIMOUN ALBERT,28/03/2013,Restauration,€32,,
PIERRE FABRE MEDICAMENT,Médecin,MIMOUN ALBERT,19/06/2014,RESTAURATION,€55,,
PIERRE FABRE MEDICAMENT,Médecin,MIMOUN ALBERT,22/05/2014,RESTAURATION,€38,,
PIERRE FABRE MEDICAMENT,Médecin,NAHMIAS SALOMON,14/11/2013,RESTAURATION,€55,,
PIERRE FABRE MEDICAMENT,Médecin,NAHMIAS SALOMON,20/06/2013,Restauration,€47,,
PIERRE FABRE MEDICAMENT,Médecin,NAHMIAS SALOMON,02/10/2012,Frais de dÃƒÂ©placement,€334,,
PIERRE FABRE MEDICAMENT,Médecin,NAHMIAS SALOMON,20/03/2012,Restauration,€46,,
PIERRE FABRE MEDICAMENT,Médecin,PERRIN FRANCOIS,14/11/2013,RESTAURATION,€55,,
PIERRE FABRE MEDICAMENT,Médecin,PERRIN FRANCOIS,28/03/2013,Restauration,€32,,
PIERRE FABRE MEDICAMENT,Médecin,PERRIN FRANCOIS,20/03/2012,Restauration,€46,,
PIERRE FABRE MEDICAMENT,Médecin,PERRIN FRANCOIS,19/06/2014,RESTAURATION,€55,,
PIERRE FABRE MEDICAMENT,Médecin,PERRIN FRANCOIS,27/03/2014,RESTAURATION,€50,,
PIERRE FABRE MEDICAMENT,Médecin,PINSON MICHEL,07/03/2012,Restauration,€35,,
PIERRE FABRE MEDICAMENT,Médecin,PINSON MICHEL,20/03/2012,Restauration,€46,,
PIERRE FABRE MEDICAMENT,Médecin,PINSON MICHEL,19/06/2014,RESTAURATION,€55,,
PIERRE FABRE MEDICAMENT,Médecin,STRASMAN OLIVIER,04/09/2013,RESTAURATION,€30,,
PIERRE FABRE MEDICAMENT,Médecin,STRASMAN OLIVIER,29/01/2013,Restauration,€24,,
PIERRE FABRE MEDICAMENT,Médecin,YACOUB WILLIAM,26/06/2012,Restauration,€21,,
PIERRE FABRE MEDICAMENT,Médecin,ZEMMOURA MOURAD,28/03/2013,Restauration,€32,,
PIERRE FABRE MEDICAMENT,Médecin,ZEMMOURA MOURAD,27/03/2014,RESTAURATION,€50,,
PIERRE FABRE MEDICAMENT,Médecin,ZEMMOURA MOURAD,20/06/2013,Restauration,€47,,
PIERRE FABRE MEDICAMENT,Médecin,ZEMMOURA MOURAD,19/06/2014,RESTAURATION,€55,,
PIERRE FABRE MEDICAMENT,Pharmacien,BAUWENS JACQUES,20/02/2012,Frais de dÃƒÂ©placement,€208,,
PIERRE FABRE MEDICAMENT,Pharmacien,EL ALI AMINA,04/02/2014,RESTAURATION,€62,,
ROCHE DIAGNOSTICS FRANCE,Aide soignant,LAMOTHE DANY,07/10/2013,REPAS,€22,,
ROCHE DIAGNOSTICS FRANCE,Infirmier,BAILLON T,07/10/2013,REPAS,€22,,
ROCHE DIAGNOSTICS FRANCE,Infirmier,BARRAT NON RENSEIGNE,07/10/2013,REPAS,€22,,
ROCHE DIAGNOSTICS FRANCE,Infirmier,BAYAUT BANDIOUGOU,07/10/2013,REPAS,€22,,
ROCHE DIAGNOSTICS FRANCE,Infirmier,BEABANT BARBARY PAULINE,07/10/2013,REPAS,€22,,
ROCHE DIAGNOSTICS FRANCE,Infirmier,BENIA CAROLE,07/10/2013,REPAS,€22,,
ROCHE DIAGNOSTICS FRANCE,Infirmier,BERGER M,07/10/2013,REPAS,€22,,
ROCHE DIAGNOSTICS FRANCE,Infirmier,BIUINSIU VANESSA,07/10/2013,REPAS,€22,,
ROCHE DIAGNOSTICS FRANCE,Infirmier,BOURGUIGNON NON RENSEIGNE,07/10/2013,REPAS,€22,,
ROCHE DIAGNOSTICS FRANCE,Infirmier,BULTOT VALERIE,07/10/2013,REPAS,€22,,
ROCHE DIAGNOSTICS FRANCE,Infirmier,CHESNEAU J,07/10/2013,REPAS,€22,,
ROCHE DIAGNOSTICS FRANCE,Infirmier,COIS PAULINE,07/10/2013,REPAS,€22,,
ROCHE DIAGNOSTICS FRANCE,Infirmier,CUESNE BEA,07/10/2013,REPAS,€22,,
ROCHE DIAGNOSTICS FRANCE,Infirmier,DAVID NON RENSEIGNE,07/10/2013,REPAS,€22,,
ROCHE DIAGNOSTICS FRANCE,Infirmier,DELBERT MANON,07/10/2013,REPAS,€22,,
ROCHE DIAGNOSTICS FRANCE,Infirmier,DORN S,07/10/2013,REPAS,€22,,
ROCHE DIAGNOSTICS FRANCE,Infirmier,FLOURIOT C,07/10/2013,REPAS,€22,,
ROCHE DIAGNOSTICS FRANCE,Infirmier,FLOURIOT S,07/10/2013,REPAS,€22,,
ROCHE DIAGNOSTICS FRANCE,Infirmier,GICAUDER NON RENSEIGNE,07/10/2013,REPAS,€22,,
ROCHE DIAGNOSTICS FRANCE,Infirmier,GUELAFF NON RENSEIGNE,07/10/2013,REPAS,€22,,
ROCHE DIAGNOSTICS FRANCE,Infirmier,LAFOSSE NON RENSEIGNE,07/10/2013,REPAS,€22,,
ROCHE DIAGNOSTICS FRANCE,Infirmier,LEAU CAROLINE,07/10/2013,REPAS,€22,,
ROCHE DIAGNOSTICS FRANCE,Infirmier,LEBEAU NON RENSEIGNE,07/10/2013,REPAS,€22,,
ROCHE DIAGNOSTICS FRANCE,Infirmier,LEMARCHAND G,07/10/2013,REPAS,€22,,
ROCHE DIAGNOSTICS FRANCE,Infirmier,LEROY NON RENSEIGNE,07/10/2013,REPAS,€22,,
ROCHE DIAGNOSTICS FRANCE,Infirmier,MARCHAND ELODIE,07/10/2013,REPAS,€22,,
ROCHE DIAGNOSTICS FRANCE,Infirmier,MERGNE JUSTINE,07/10/2013,REPAS,€22,,
ROCHE DIAGNOSTICS FRANCE,Infirmier,MINOST NON RENSEIGNE,07/10/2013,REPAS,€22,,
ROCHE DIAGNOSTICS FRANCE,Infirmier,RAMBERT NON RENSEIGNE,07/10/2013,REPAS,€22,,
ROCHE DIAGNOSTICS FRANCE,Infirmier,SCUBLA NON RENSEIGNE,07/10/2013,REPAS,€22,,
ROCHE DIAGNOSTICS FRANCE,Médecin,CAOK NON RENSEIGNE,07/10/2013,REPAS,€22,,
ROCHE DIAGNOSTICS FRANCE,Médecin,LACARSE FABRICE,07/10/2013,REPAS,€22,,
ROCHE DIAGNOSTICS FRANCE,Médecin,MENTZ FRANCK,25/06/2014,REPAS,€17,,
ROCHE DIAGNOSTICS FRANCE,Médecin,MENTZ FRANCK,15/10/2013,REPAS,€22,,
ROCHE DIAGNOSTICS FRANCE,Médecin,MENTZ FRANCK,23/10/2013,REPAS,€36,,
ROCHE DIAGNOSTICS FRANCE,Médecin,MENTZ FRANCK,25/06/2014,REPAS,€17,,
ROCHE DIAGNOSTICS FRANCE,Médecin,MENTZ FRANCK,20/05/2014,REPAS,€40,,
ROCHE DIAGNOSTICS FRANCE,Médecin,MERMANDY NELLY,07/10/2013,REPAS,€22,,
ROCHE DIAGNOSTICS FRANCE,Médecin,RATRIMOSON ODILE,07/10/2013,REPAS,€22,,
ROCHE DIAGNOSTICS FRANCE,Technicien de laboratoire médical,GALOPIN JULIEN,20/05/2014,REPAS,€40,,
ROCHE SAS,Infirmier,BARNIER MARIE CHRISTINE,25/03/2014,Repas,€60,,
ROCHE SAS,Infirmier,COUSIN JOCELYNE,11/03/2014,Repas,€60,,
ROCHE SAS,Infirmier,JEANNIN SEVERINE,25/03/2014,Repas,€60,,
ROCHE SAS,Infirmier,LEROY SANDRA,19/09/2013,Repas,€18,,
ROCHE SAS,Infirmier,MAILY AGNES,25/03/2014,Repas,€60,,
ROCHE SAS,Infirmier,MINOST ISABELLE,19/09/2013,Repas,€18,,
ROCHE SAS,Infirmier,ROUSSEAU SYLVIE,25/03/2014,Repas,€60,,
ROCHE SAS,Médecin,AGAR AMEL,11/03/2014,Repas,€60,,
ROCHE SAS,Médecin,AKAD SEMRA,11/04/2014,Transport,€90,,
ROCHE SAS,Médecin,AKAD SEMRA,11/03/2014,Repas,€60,,
ROCHE SAS,Médecin,ANDRIAMIHAJA HONORAT,11/03/2014,Repas,€60,,
ROCHE SAS,Médecin,ANDRIAMIHAJA HONORAT,20/03/2014,Repas,€25,,
ROCHE SAS,Médecin,ASKOUL WAHEED,20/09/2013,Repas,€60,,
ROCHE SAS,Médecin,ASKOUL WAHEED,10/01/2014,Repas,€10,,
ROCHE SAS,Médecin,ASKOUL WAHEED,20/03/2014,Repas,€25,,
ROCHE SAS,Médecin,ASKOUL WAHEED,11/03/2014,Repas,€60,,
ROCHE SAS,Médecin,ASKOUL WAHEED,25/06/2014,Inscription,€615,,
ROCHE SAS,Médecin,ASKOUL WAHEED,25/06/2014,Repas,€60,,
ROCHE SAS,Médecin,ASKOUL WAHEED,25/06/2014,Transport,€699,,
ROCHE SAS,Médecin,ASKOUL WAHEED,11/03/2014,Repas,€36,,
ROCHE SAS,Médecin,ASKOUL WAHEED,25/06/2014,HÃ©bergement,€178,,
ROCHE SAS,Médecin,ASKOUL WAHEED,19/09/2013,Repas,€55,,
ROCHE SAS,Médecin,ASKOUL WAHEED,19/09/2013,Repas,€60,,
ROCHE SAS,Médecin,ASKOUL WAHEED,19/09/2013,Hébergement,€205,,
ROCHE SAS,Médecin,ASKOUL WAHEED,19/09/2013,Transport,€148,,
ROCHE SAS,Médecin,ASKOUL WAHEED,20/09/2013,Repas,€55,,
ROCHE SAS,Médecin,ASKOUL WAHEED,20/09/2013,Hébergement,€205,,
ROCHE SAS,Médecin,ASKOUL WAHEED,11/01/2013,Transport,€11,,
ROCHE SAS,Médecin,ASKOUL WAHEED,11/01/2013,Restauration,€10,,
ROCHE SAS,Médecin,ASKOUL WAHEED,19/09/2013,Repas,€18,,
ROCHE SAS,Médecin,ASKOUL WAHEED,10/01/2014,Transport,€167,,
ROCHE SAS,Médecin,ASKOUL WAHEED,18/02/2014,Repas,€27,,
ROCHE SAS,Médecin,ASKOUL WAHEED,12/01/2013,Restauration,€55,,
ROCHE SAS,Médecin,ASKOUL WAHEED,12/01/2013,Restauration,€10,,
ROCHE SAS,Médecin,ASKOUL WAHEED,25/06/2014,Repas,€60,,
ROCHE SAS,Médecin,ASKOUL WAHEED,19/09/2013,Repas,€18,,
ROCHE SAS,Médecin,ASKOUL WAHEED,19/09/2013,Hébergement,€205,,
ROCHE SAS,Médecin,ASKOUL WAHEED,25/06/2014,HÃ©bergement,€178,,
ROCHE SAS,Médecin,ASKOUL WAHEED,19/09/2013,Transport,€148,,
ROCHE SAS,Médecin,ATIF MUNIR,11/03/2014,Repas,€60,,
ROCHE SAS,Médecin,ATIF MUNIR,20/03/2014,Repas,€25,,
ROCHE SAS,Médecin,BENAICHA TAYEB,19/09/2013,Repas,€18,,
ROCHE SAS,Médecin,BEN ROMDHANE BOUTHEINA,11/03/2014,Repas,€60,,
ROCHE SAS,Médecin,CHANU BULA BRIGITTE,11/03/2014,Repas,€60,,
ROCHE SAS,Médecin,CHEMIN LIUBOV,11/03/2014,Repas,€60,,
ROCHE SAS,Médecin,EL BRAKS ROLAND,03/07/2013,Hébergement,€231,,
ROCHE SAS,Médecin,EL BRAKS ROLAND,10/01/2014,Transport,€167,,
ROCHE SAS,Médecin,EL BRAKS ROLAND,05/07/2013,Hébergement,€231,,
ROCHE SAS,Médecin,EL BRAKS ROLAND,05/07/2013,Repas,€60,,
ROCHE SAS,Médecin,EL BRAKS ROLAND,03/07/2013,Transport,€197,,
ROCHE SAS,Médecin,EL BRAKS ROLAND,03/07/2013,Transport,€259,,
ROCHE SAS,Médecin,EL BRAKS ROLAND,04/07/2013,Hébergement,€231,,
ROCHE SAS,Médecin,EL BRAKS ROLAND,26/06/2014,Repas,€26,,
ROCHE SAS,Médecin,EL BRAKS ROLAND,12/01/2013,Restauration,€55,,
ROCHE SAS,Médecin,EL BRAKS ROLAND,03/07/2013,Transport,€259,,
ROCHE SAS,Médecin,EL BRAKS ROLAND,04/07/2013,Hébergement,€231,,
ROCHE SAS,Médecin,EL BRAKS ROLAND,05/07/2013,Repas,€60,,
ROCHE SAS,Médecin,EL BRAKS ROLAND,05/07/2013,Hébergement,€231,,
ROCHE SAS,Médecin,EL BRAKS ROLAND,10/01/2014,Hébergement (cumul),€209,,
ROCHE SAS,Médecin,EL BRAKS ROLAND,12/01/2013,Restauration,€55,,
ROCHE SAS,Médecin,EL BRAKS ROLAND,12/01/2013,Restauration,€10,,
ROCHE SAS,Médecin,EL BRAKS ROLAND,11/01/2013,Hébergement,€220,,
ROCHE SAS,Médecin,EL BRAKS ROLAND,11/01/2013,Frais remboursés (transport),€110,,
ROCHE SAS,Médecin,EL BRAKS ROLAND,10/01/2014,Transport,€167,,
ROCHE SAS,Médecin,FAYAL VERONIQUE,20/03/2014,Repas,€25,,
ROCHE SAS,Médecin,FAYAL VERONIQUE,11/03/2014,Repas,€60,,
ROCHE SAS,Médecin,HOOCK JACQUES,11/03/2014,Repas,€60,,
ROCHE SAS,Médecin,JOUVIE JACQUES,25/03/2014,Repas,€60,,
ROCHE SAS,Médecin,LEGUEUL JEAN CLAUDE,11/03/2014,Repas,€60,,
ROCHE SAS,Médecin,LEGUEUL JEAN CLAUDE,20/03/2014,Repas,€25,,
ROCHE SAS,Médecin,LEGUEUL JEAN CLAUDE,19/09/2013,Repas,€18,,
ROCHE SAS,Médecin,LEGUEUL JEAN CLAUDE,06/02/2014,Repas,€52,,
ROCHE SAS,Médecin,LEROUX HERVE,11/03/2014,Repas,€60,,
ROCHE SAS,Médecin,LHUILLIER PAUL,11/03/2014,Repas,€60,,
ROCHE SAS,Médecin,MABROUK ALI,11/03/2014,Repas,€60,,
ROCHE SAS,Médecin,MAUPLOT COFFINEAU ANNE,11/03/2014,Repas,€60,,
ROCHE SAS,Médecin,MEBROUKINE LIES,11/03/2014,Repas,€60,,
ROCHE SAS,Médecin,NYAMKOS JEAN PIERRE,11/03/2014,Repas,€60,,
ROCHE SAS,Médecin,PARAISO DESIRE,20/03/2014,Repas,€25,,
ROCHE SAS,Médecin,PARAISO DESIRE,11/03/2014,Repas,€60,,
ROCHE SAS,Médecin,ROUMANI JAWAD,25/03/2014,Repas,€60,,
ROCHE SAS,Médecin,SCHILL HUBERT,19/09/2013,Repas,€18,,
ROCHE SAS,Médecin,SCHILL HUBERT,20/03/2014,Repas,€25,,
ROCHE SAS,Médecin,VILAIN CHRISTIAN,20/03/2014,Repas,€25,,
ROCHE SAS,Médecin,VILAIN CHRISTIAN,11/03/2014,Repas,€60,,
ROCHE SAS,Médecin,YACOUB WILLIAM,11/03/2014,Repas,€60,,
ROCHE SAS,Pharmacien,BRANDISSOU STEPHANE,25/03/2014,Repas,€60,,
ROCHE SAS,Pharmacien,FEVRE FELIX,19/09/2013,Repas,€18,,
SANDOZ,Pharmacien,BADIN DE MONTJOYE MONIQUE,09/12/2013,REPAS,€45,,
SANOFI AVENTIS FRANCE,Aide soignant,ANFRAY SYLVIE,14/03/2014,Repas,€18,,
SANOFI AVENTIS FRANCE,Aide soignant,DELANNOY SANDRINE,14/04/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Aide soignant,DOS SANTOS NATHALIE,14/03/2014,Repas,€18,,
SANOFI AVENTIS FRANCE,Aide soignant,LEPAGE LAETITIA,14/04/2014,Repas,€20,,
