3M France,Chirurgien-dentiste,KODJIKIAN SANDRINE,10/04/2014,REPAS,€68,,
Ophtalmic Compagnie,Médecin,ZAMBELLI CLAUDINE,01/02/2013,Repas,€55,,
Ophtalmic Compagnie,Médecin,ZAMBELLI CLAUDINE,03/04/2013,Repas,€45,,
Otsuka Pharmaceutical France SAS,Médecin,BIGOSHI YVETTE,03/04/2014,HOSPITALITE,€60,,
Otsuka Pharmaceutical France SAS,Médecin,BIGOSHI YVETTE,03/04/2014,REPAS,€60,,
Otsuka Pharmaceutical France SAS,Médecin,BIGOSHI YVETTE,03/04/2014,HEBERGEMENT,€185,,
Otsuka Pharmaceutical France SAS,Médecin,BIGOSHI YVETTE,03/04/2014,TRANSPORT,€282,,
Otsuka Pharmaceutical France SAS,Médecin,BONAZ Bruno,14/05/2014,Repas,€140,,
Otsuka Pharmaceutical France SAS,Médecin,BONAZ Bruno,13/05/2014,Transport,€650,,
Otsuka Pharmaceutical France SAS,Médecin,BONAZ Bruno,13/05/2014,Hébergement,€219,,
Otsuka Pharmaceutical France SAS,Médecin,DELATTRE Sandrine,08/10/2013,RESTAURATION,€60,,
Otsuka Pharmaceutical France SAS,Médecin,DELATTRE Sandrine,14/11/2013,RESTAURATION,€60,,
Otsuka Pharmaceutical France SAS,Médecin,DELATTRE Sandrine,22/10/2013,RESTAURATION,€54,,
Otsuka Pharmaceutical France SAS,Médecin,RABILLER ISABELLE,04/02/2014,Repas,€55,,
Otsuka Pharmaceutical France SAS,Médecin,RABILLER ISABELLE,01/04/2014,Repas,€55,,
Otsuka Pharmaceutical France SAS,Médecin,RABILLER Isabelle,08/10/2013,RESTAURATION,€60,,
Otsuka Pharmaceutical France SAS,Médecin,RABILLER Isabelle,14/11/2013,RESTAURATION,€60,,
PECH CERCIAT,Médecin,Jamet Alain,03/09/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Jamet Alain,16/12/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Payen Catherine,16/09/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Payen Catherine,19/12/2013,Autre : [ECHANTILLON],€20,,
PFIZER SAS,Médecin,BAUDET DENIS,01/02/2014,TRANSPORT,€216,,
PFIZER SAS,Médecin,BAUDET DENIS,01/02/2014,HEBERGEMENT,€200,,
PFIZER SAS,Médecin,BAUDET DENIS,01/02/2014,TRANSPORT,€216,,
PFIZER SAS,Médecin,BAUDET DENIS,01/02/2014,INSCRIPTION,€65,,
PFIZER SAS,Médecin,BAUDET DENIS,01/02/2014,HEBERGEMENT,€200,,
PFIZER SAS,Médecin,BAUDET DENIS,01/02/2014,TRANSPORT,€216,,
PFIZER SAS,Médecin,CHAPUIS CLAUDIE,01/07/2013,Repas,€17,,
PFIZER SAS,Médecin,FOUQUET JEAN CLAUDE,18/02/2014,REPAS,€54,,
PFIZER SAS,Médecin,GENELOT SYLVIE,21/02/2014,REPAS,€28,,
PFIZER SAS,Médecin,GENELOT SYLVIE,05/07/2013,Repas,€43,,
PFIZER SAS,Médecin,GIRARD PHILIPPE,21/02/2014,REPAS,€28,,
PFIZER SAS,Médecin,GIRARD PHILIPPE,18/02/2014,REPAS,€54,,
PFIZER SAS,Médecin,GIRARD PHILIPPE,05/07/2013,Repas,€43,,
PFIZER SAS,Médecin,KUENTZ ROUSSEAUX MARTINE,18/02/2014,REPAS,€54,,
PFIZER SAS,Médecin,MANEGLIA HERVE,18/02/2014,REPAS,€54,,
PFIZER SAS,Médecin,PANTHOU JEROME,21/02/2014,REPAS,€28,,
PFIZER SAS,Médecin,PANTHOU JEROME,05/07/2013,Repas,€43,,
PHADIA SAS,Médecin,GIREY-RANNAUD JANIE,02/06/2014,REPAS,€23,,
PHADIA SAS,Médecin,KUENTZ_ROUSSEAUX MARTINE,02/06/2014,REPAS,€23,,
PHADIA SAS,Médecin,PLAINDOUX AGNES,02/06/2014,REPAS,€23,,
PHARMA DOM,Médecin,GIREY RANNAUD JANIE,13/01/2014,DEJEUNER D'OPPORTUNITE,€28,,
PHARMA DOM,Médecin,JEAN JEAN CLAUDE,13/01/2014,DEJEUNER D'OPPORTUNITE,€28,,
PHARMA DOM,Médecin,KUENTZ ROUSSEAUX MARTINE,13/01/2014,DEJEUNER D'OPPORTUNITE,€28,,
PHARMA DOM,Médecin,KUENTZ ROUSSEAUX MARTINE,13/01/2014,DEJEUNER D'OPPORTUNITE,€28,,
PHARMATHERA,Médecin,BRUN FRANCOIS,20/09/2013,OBJET D HOSPITALITE,€36,,
PHARMATHERA,Médecin,CHAN THIERRY,20/09/2013,OBJET D HOSPITALITE,€36,,
PHARMATHERA,Médecin,GREBILLE VINCENT,20/12/2013,OBJET D HOSPITALITE,€39,,
PHARMATHERA,Médecin,KAUFMAN ALAIN,10/12/2013,OBJET D HOSPITALITE,€11,,
PHARMATHERA,Médecin,ROBERT CORINNE,17/02/2014,Hospitalité,€84,,
PHARMATHERA,Médecin,ROBERT CORINNE,09/12/2013,OBJET D HOSPITALITE,€15,,
PHARMATHERA,Médecin,VERCHERY BENEDICTE,16/01/2014,Hospitalité,€27,,
Pierre Fabre Dermo-Cosmétique,Médecin,CHAPUIS CLAUDIE,16/12/2013,RP,€25,,
Pierre Fabre Dermo-Cosmétique,Médecin,JAMET ALAIN,16/12/2013,RP,€25,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,GRIGRI RICHARD,06/06/2012,Frais de dÃƒÂ©placement,€231,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,GRIGRI RICHARD,07/06/2012,Frais de dÃƒÂ©placement,€55,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,GRIGRI RICHARD,07/06/2012,HÃƒÂ©bergement,€129,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,MANSENCAL PASCAULT SYLVIE,10/10/2013,HOSPITALITE SITES PIERRE FABRE,€74,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,MANSENCAL PASCAULT SYLVIE,10/10/2013,HOSPITALITE SITES PIERRE FABRE,€38,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,MANSENCAL PASCAULT SYLVIE,10/10/2013,HOSPITALITE SITES PIERRE FABRE,€42,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,MANSENCAL PASCAULT SYLVIE,10/10/2013,HOSPITALITE SITES PIERRE FABRE,€30,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,MANSENCAL PASCAULT SYLVIE,10/10/2013,FRAIS DE DEPLACEMENT,€59,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,MANSENCAL PASCAULT SYLVIE,10/10/2013,HOSPITALITE SITES PIERRE FABRE,€131,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,MANSENCAL PASCAULT SYLVIE,10/10/2013,HOSPITALITE SITES PIERRE FABRE,€43,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,MANSENCAL PASCAULT SYLVIE,10/10/2013,HOSPITALITE SITES PIERRE FABRE,€30,,
PIERRE FABRE MEDICAMENT,Médecin,AGUILANIU BERNARD,28/03/2013,Restauration,€25,,
PIERRE FABRE MEDICAMENT,Médecin,AGUILANIU BERNARD,08/03/2013,Restauration,€35,,
PIERRE FABRE MEDICAMENT,Médecin,ALLAMANNO JEAN PIERRE,15/02/2013,Restauration,€41,,
PIERRE FABRE MEDICAMENT,Médecin,ATLANI JEAN LUC,06/06/2012,Restauration,€74,,
PIERRE FABRE MEDICAMENT,Médecin,BARJHOUX AURELIE,19/12/2013,RESTAURATION,€28,,
PIERRE FABRE MEDICAMENT,Médecin,BONNET PATRICK,03/04/2012,Restauration,€19,,
PIERRE FABRE MEDICAMENT,Médecin,BONNET PATRICK,10/10/2013,HOSPITALITE SITES PIERRE FABRE,€74,,
PIERRE FABRE MEDICAMENT,Médecin,BONNET PATRICK,10/10/2013,HOSPITALITE SITES PIERRE FABRE,€38,,
PIERRE FABRE MEDICAMENT,Médecin,BONNET PATRICK,10/10/2013,HOSPITALITE SITES PIERRE FABRE,€42,,
PIERRE FABRE MEDICAMENT,Médecin,BONNET PATRICK,10/10/2013,HOSPITALITE SITES PIERRE FABRE,€30,,
PIERRE FABRE MEDICAMENT,Médecin,BONNET PATRICK,10/10/2013,HOSPITALITE SITES PIERRE FABRE,€30,,
PIERRE FABRE MEDICAMENT,Médecin,BONNET PATRICK,10/10/2013,FRAIS DE DEPLACEMENT,€59,,
PIERRE FABRE MEDICAMENT,Médecin,BONNET PATRICK,10/10/2013,HOSPITALITE SITES PIERRE FABRE,€131,,
PIERRE FABRE MEDICAMENT,Médecin,BONNET PATRICK,10/10/2013,HOSPITALITE SITES PIERRE FABRE,€43,,
PIERRE FABRE MEDICAMENT,Médecin,BONNET PATRICK,17/01/2014,RESTAURATION,€13,,
PIERRE FABRE MEDICAMENT,Médecin,BRUN FRANCOIS,07/05/2013,Restauration,€40,,
PIERRE FABRE MEDICAMENT,Médecin,BRUN FRANCOIS,27/01/2012,Restauration,€38,,
PIERRE FABRE MEDICAMENT,Médecin,BRUN FRANCOIS,05/06/2012,Restauration,€36,,
PIERRE FABRE MEDICAMENT,Médecin,BRUN FRANCOIS,14/09/2012,Restauration,€26,,
PIERRE FABRE MEDICAMENT,Médecin,BRUN FRANCOIS,20/09/2012,Restauration,€34,,
PIERRE FABRE MEDICAMENT,Médecin,BRUN FRANCOIS,18/12/2013,RESTAURATION,€35,,
PIERRE FABRE MEDICAMENT,Médecin,BRUN FRANCOIS,30/08/2013,RESTAURATION,€32,,
PIERRE FABRE MEDICAMENT,Médecin,CANE ARIANA,04/05/2012,Restauration,€20,,
PIERRE FABRE MEDICAMENT,Médecin,CARNIAUX FRANCOIS,13/09/2012,Restauration,€26,,
PIERRE FABRE MEDICAMENT,Médecin,CARNIAUX FRANCOIS,28/11/2013,RESTAURATION,€30,,
PIERRE FABRE MEDICAMENT,Médecin,CESAR PIERRE,10/02/2012,Restauration,€23,,
PIERRE FABRE MEDICAMENT,Médecin,CESAR PIERRE,28/03/2014,RESTAURATION,€34,,
PIERRE FABRE MEDICAMENT,Médecin,CESAR PIERRE,03/12/2013,RESTAURATION,€27,,
PIERRE FABRE MEDICAMENT,Médecin,CHABAUTY AUDREY,10/10/2013,RESTAURATION,€59,,
PIERRE FABRE MEDICAMENT,Médecin,CHAN THIERRY,07/05/2013,Restauration,€40,,
PIERRE FABRE MEDICAMENT,Médecin,CHAN THIERRY,10/05/2012,Frais de dÃƒÂ©placement,€160,,
PIERRE FABRE MEDICAMENT,Médecin,CHAN THIERRY,27/01/2012,Restauration,€38,,
PIERRE FABRE MEDICAMENT,Médecin,CHAN THIERRY,14/09/2012,Restauration,€26,,
PIERRE FABRE MEDICAMENT,Médecin,CHAN THIERRY,14/12/2012,Restauration,€33,,
PIERRE FABRE MEDICAMENT,Médecin,CHAN THIERRY,19/12/2012,Restauration,€25,,
PIERRE FABRE MEDICAMENT,Médecin,CHAN THIERRY,30/08/2013,RESTAURATION,€32,,
PIERRE FABRE MEDICAMENT,Médecin,CHION JEAN LUC,29/03/2012,Restauration,€19,,
PIERRE FABRE MEDICAMENT,Médecin,COGNEE CHRISTIAN,02/05/2012,Restauration,€17,,
PIERRE FABRE MEDICAMENT,Médecin,COGNEE CHRISTIAN,17/12/2012,Restauration,€21,,
PIERRE FABRE MEDICAMENT,Médecin,DENDIEVEL JUDITH,12/11/2013,RESTAURATION,€43,,
PIERRE FABRE MEDICAMENT,Médecin,DESSAINT JEAN MARIE,10/05/2012,Frais de dÃƒÂ©placement,€160,,
PIERRE FABRE MEDICAMENT,Médecin,DESSAINT JEAN MARIE,11/10/2012,Frais de dÃƒÂ©placement,€485,,
PIERRE FABRE MEDICAMENT,Médecin,DESSAINT JEAN MARIE,11/10/2012,HÃƒÂ©bergement,€108,,
PIERRE FABRE MEDICAMENT,Médecin,DESSAINT JEAN MARIE,11/10/2012,Restauration,€136,,
PIERRE FABRE MEDICAMENT,Médecin,DIAB SAMIA,16/01/2012,Restauration,€39,,
PIERRE FABRE MEDICAMENT,Médecin,DIAB SAMIA,29/03/2012,Restauration,€19,,
PIERRE FABRE MEDICAMENT,Médecin,DIAB SAMIA,23/04/2012,Restauration,€33,,
PIERRE FABRE MEDICAMENT,Médecin,DIAB SAMIA,03/09/2012,Restauration,€35,,
PIERRE FABRE MEDICAMENT,Médecin,GARREL ERIC,07/05/2013,Restauration,€40,,
PIERRE FABRE MEDICAMENT,Médecin,GAVEND DELESTRAS ISABELLE,06/06/2012,Restauration,€74,,
PIERRE FABRE MEDICAMENT,Médecin,GIRAUDON JEROME,13/09/2012,Restauration,€26,,
PIERRE FABRE MEDICAMENT,Médecin,GIREY RANNAUD JANIE,13/05/2013,Restauration,€27,,
PIERRE FABRE MEDICAMENT,Médecin,GIREY RANNAUD JANIE,16/01/2012,Restauration,€39,,
PIERRE FABRE MEDICAMENT,Médecin,GIREY RANNAUD JANIE,23/04/2012,Restauration,€33,,
PIERRE FABRE MEDICAMENT,Médecin,GIREY RANNAUD JANIE,03/09/2012,Restauration,€35,,
PIERRE FABRE MEDICAMENT,Médecin,GIREY RANNAUD JANIE,26/05/2014,RESTAURATION,€35,,
PIERRE FABRE MEDICAMENT,Médecin,GIREY RANNAUD JANIE,02/09/2013,RESTAURATION,€19,,
PIERRE FABRE MEDICAMENT,Médecin,JAMET ALAIN,11/06/2013,Restauration,€55,,
PIERRE FABRE MEDICAMENT,Médecin,JAMET ALAIN,19/12/2012,Restauration,€21,,
PIERRE FABRE MEDICAMENT,Médecin,JAMET ALAIN,23/01/2014,RESTAURATION,€25,,
PIERRE FABRE MEDICAMENT,Médecin,JAMET ALAIN,29/01/2014,RESTAURATION,€60,,
PIERRE FABRE MEDICAMENT,Médecin,JEANJEAN CLAUDE,02/09/2013,RESTAURATION,€19,,
PIERRE FABRE MEDICAMENT,Médecin,JEANJEAN CLAUDE,10/10/2013,RESTAURATION,€59,,
PIERRE FABRE MEDICAMENT,Médecin,JEANJEAN CLAUDE,26/03/2012,Restauration,€41,,
PIERRE FABRE MEDICAMENT,Médecin,JEANJEAN CLAUDE,23/04/2012,Restauration,€33,,
PIERRE FABRE MEDICAMENT,Médecin,JEANJEAN CLAUDE,13/05/2013,Restauration,€27,,
PIERRE FABRE MEDICAMENT,Médecin,KUENTZ ROUSSEAUX MARTINE,02/09/2013,RESTAURATION,€19,,
PIERRE FABRE MEDICAMENT,Médecin,KUENTZ ROUSSEAUX MARTINE,23/04/2012,Restauration,€33,,
PIERRE FABRE MEDICAMENT,Médecin,KUENTZ ROUSSEAUX MARTINE,03/09/2012,Restauration,€35,,
PIERRE FABRE MEDICAMENT,Médecin,KUENTZ ROUSSEAUX MARTINE,13/05/2013,Restauration,€27,,
PIERRE FABRE MEDICAMENT,Médecin,KUENTZ ROUSSEAUX MARTINE,26/05/2014,RESTAURATION,€35,,
PIERRE FABRE MEDICAMENT,Médecin,MARCONE LOUIS,23/05/2013,Restauration,€23,,
PIERRE FABRE MEDICAMENT,Médecin,MATTA CADON FABIENNE,16/01/2014,RESTAURATION,€31,,
PIERRE FABRE MEDICAMENT,Médecin,MINISCHETTI VINCENT,10/10/2013,HOSPITALITE SITES PIERRE FABRE,€74,,
PIERRE FABRE MEDICAMENT,Médecin,MINISCHETTI VINCENT,10/10/2013,HOSPITALITE SITES PIERRE FABRE,€38,,
PIERRE FABRE MEDICAMENT,Médecin,MINISCHETTI VINCENT,10/10/2013,HOSPITALITE SITES PIERRE FABRE,€42,,
PIERRE FABRE MEDICAMENT,Médecin,MINISCHETTI VINCENT,10/10/2013,HOSPITALITE SITES PIERRE FABRE,€30,,
PIERRE FABRE MEDICAMENT,Médecin,MINISCHETTI VINCENT,10/10/2013,HOSPITALITE SITES PIERRE FABRE,€30,,
PIERRE FABRE MEDICAMENT,Médecin,MINISCHETTI VINCENT,10/10/2013,FRAIS DE DEPLACEMENT,€59,,
PIERRE FABRE MEDICAMENT,Médecin,MINISCHETTI VINCENT,10/10/2013,HOSPITALITE SITES PIERRE FABRE,€30,,
PIERRE FABRE MEDICAMENT,Médecin,MINISCHETTI VINCENT,10/10/2013,HOSPITALITE SITES PIERRE FABRE,€30,,
PIERRE FABRE MEDICAMENT,Médecin,MINISCHETTI VINCENT,10/10/2013,FRAIS DE DEPLACEMENT,€59,,
PIERRE FABRE MEDICAMENT,Médecin,MINISCHETTI VINCENT,10/10/2013,HOSPITALITE SITES PIERRE FABRE,€131,,
PIERRE FABRE MEDICAMENT,Médecin,MINISCHETTI VINCENT,10/10/2013,HOSPITALITE SITES PIERRE FABRE,€43,,
PIERRE FABRE MEDICAMENT,Médecin,MISTRAL PIERRE,02/03/2012,Restauration,€14,,
PIERRE FABRE MEDICAMENT,Médecin,PAYEN CATHERINE,01/10/2013,RESTAURATION,€50,,
PIERRE FABRE MEDICAMENT,Médecin,PLAINDOUX AGNES,13/05/2013,Restauration,€27,,
PIERRE FABRE MEDICAMENT,Médecin,PLAINDOUX AGNES,23/04/2012,Restauration,€33,,
PIERRE FABRE MEDICAMENT,Médecin,PLAINDOUX AGNES,03/09/2012,Restauration,€35,,
PIERRE FABRE MEDICAMENT,Médecin,PLAINDOUX AGNES,26/05/2014,RESTAURATION,€35,,
PIERRE FABRE MEDICAMENT,Médecin,PLAINDOUX AGNES,02/09/2013,RESTAURATION,€19,,
PIERRE FABRE MEDICAMENT,Médecin,RAZAKABOAY MURIEL,19/11/2013,RESTAURATION,€55,,
PIERRE FABRE MEDICAMENT,Médecin,VERCHERY BENEDICTE,05/06/2014,RESTAURATION,€20,,
PIERRE FABRE MEDICAMENT,Médecin,WAGNER JEAN,02/05/2012,Restauration,€17,,
PIERRE FABRE MEDICAMENT,Médecin,WAGNER JEAN,17/12/2012,Restauration,€21,,
PIERRE FABRE MEDICAMENT,Pharmacien,BRUN JEAN PIERRE,20/06/2012,Restauration,€59,,
PIERRE FABRE MEDICAMENT,Pharmacien,ROBERT BRUNO,24/04/2014,RESTAURATION,€17,,
PIERRE FABRE MEDICAMENT,Pharmacien,ROQUES SANDRINE,09/12/2012,Frais de dÃƒÂ©placement,€182,,
PIERRE FABRE MEDICAMENT,Pharmacien,ROQUES SANDRINE,10/12/2012,Frais de dÃƒÂ©placement,€314,,
PIERRE FABRE MEDICAMENT,Pharmacien,ROQUES SANDRINE,09/12/2012,HÃƒÂ©bergement,€155,,
PIERRE FABRE MEDICAMENT,Pharmacien,TERME CHAUMES TUNDEE,24/04/2014,RESTAURATION,€17,,
PROCTER & GAMBLE FRANCE,Chirurgien-dentiste,GRIGRI Richard,14/11/2013,REPAS,€42,,
PRODUITS DENTAIRES PIERRE ROLLAND,Chirurgien-dentiste,MORO AMANDINE,07/02/2014,DON DE PRODUITS,€151,,
RANBAXY PHARMACIE GENERIQUES,Pharmacien,LE ROY Regine,30/04/2014,Repas,€18,,
RANBAXY PHARMACIE GENERIQUES,Pharmacien,LE ROY Regine,01/10/2013,Repas,€23,,
RANBAXY PHARMACIE GENERIQUES,Pharmacien,LE ROY Regine,13/11/2013,Repas,€28,,
RESEARCH NOW SAS,Médecin,Atlani Jean Luc,23/09/2013,enquête,€19,,
RESEARCH NOW SAS,Médecin,TOUBOUL Jean,19/09/2013,enquête,€19,,
RESMED SAS,Chirurgien-dentiste,DUPOUY BÉATRICE,27/03/2014,Repas,€24,,
RESMED SAS,Médecin,AMARDEIL PASCAL,09/07/2013,Repas,€20,,
RESMED SAS,Médecin,BARDON JULIE,09/07/2013,Repas,€20,,
RESMED SAS,Médecin,DEBABECHE NADIA,05/09/2013,Repas,€12,,
RESMED SAS,Médecin,DOLON JEAN PIERRE,09/07/2013,Repas,€20,,
RESMED SAS,Médecin,FOULON ANNE,09/07/2013,Repas,€20,,
RESMED SAS,Médecin,GUIDAL HERVE,09/07/2013,Repas,€20,,
RESMED SAS,Médecin,LOMPRE CHANTAL,23/06/2014,Repas,€18,,
RESMED SAS,Médecin,LOMPRE CHANTAL,14/02/2014,Repas,€19,,
RESMED SAS,Médecin,LOMPRE CHANTAL,27/09/2013,Repas,€18,,
RESMED SAS,Médecin,LOMPRE CHANTAL,08/11/2013,Hospitalité,€44,,
RESMED SAS,Médecin,LOMPRE CHANTAL,20/06/2014,Repas,€19,,
RESMED SAS,Médecin,STRAUB EMMANUELLE,09/07/2013,Repas,€20,,
ROCHE DIAGNOSTICS FRANCE,Pharmacien,GARCIA NELLY,03/04/2014,REPAS,€10,,
ROCHE SAS,Médecin,FROISSART BRUNO,24/04/2014,Repas,€11,,
ROTTAPHARM SAS,Médecin,BAUDET DENIS,02/04/2014,DEJEUNER,€38,,
ROTTAPHARM SAS,Médecin,BRUN FRANCOIS,21/03/2014,DEJEUNER,€39,,
ROTTAPHARM SAS,Médecin,CESAR PIERRE,11/04/2014,DEJEUNER,€37,,
ROTTAPHARM SAS,Médecin,CHAN THIERRY,21/03/2014,DEJEUNER,€39,,
SAM TECHNI-PHARMA,Médecin,BOHN Benoit,05/06/2014,Repas,€23,,
SAM TECHNI-PHARMA,Médecin,BOHN Benoit,12/12/2013,Repas,€14,,
SAM TECHNI-PHARMA,Médecin,CHEVALLIER Christian,05/06/2014,Repas,€23,,
SAM TECHNI-PHARMA,Médecin,FROISSART Bruno,05/06/2014,Repas,€23,,
SAM TECHNI-PHARMA,Médecin,FROISSART Bruno,12/12/2013,Repas,€14,,
SAM TECHNI-PHARMA,Médecin,GUEDDAH Nassar,05/06/2014,Repas,€23,,
SANOFI AVENTIS FRANCE,Infirmier,FRUMY FRANCOISE,25/03/2014,Repas,€22,,
SANOFI AVENTIS FRANCE,Médecin,BLANC CHRISTEL,25/03/2014,Repas,€22,,
SANOFI AVENTIS FRANCE,Médecin,BRAZIER REMY,24/09/2013,Restauration,€23,,
SANOFI AVENTIS FRANCE,Médecin,CANE ARIANA,18/03/2014,Repas,€16,,
SANOFI AVENTIS FRANCE,Médecin,CANE ARIANA,10/12/2013,Restauration,€12,,
SANOFI AVENTIS FRANCE,Médecin,CESAR PIERRE,30/11/2013,Restauration,€37,,
SANOFI AVENTIS FRANCE,Médecin,DREYFUS XAVIER,18/03/2014,Repas,€16,,
SANOFI AVENTIS FRANCE,Médecin,DREYFUS XAVIER,10/12/2013,Restauration,€12,,
SANOFI AVENTIS FRANCE,Médecin,FOUQUET JEAN CLAUDE,10/04/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Médecin,GENELOT SYLVIE,23/05/2014,Repas,€40,,
SANOFI AVENTIS FRANCE,Médecin,GIRARD PHILIPPE,23/05/2014,Repas,€40,,
SANOFI AVENTIS FRANCE,Médecin,JACOB MARIE CHRISTINE,26/06/2014,Repas,€47,,
SANOFI AVENTIS FRANCE,Médecin,MANEGLIA HERVE,10/04/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Médecin,MANEGLIA HERVE,26/06/2014,Repas,€47,,
SANOFI AVENTIS FRANCE,Médecin,MANEGLIA HERVE,07/11/2013,Restauration,€34,,
SANOFI AVENTIS FRANCE,Médecin,PANTHOU JEROME,23/05/2014,Repas,€40,,
SANOFI AVENTIS FRANCE,Médecin,PETIT LUC,24/09/2013,Restauration,€23,,
SANOFI AVENTIS FRANCE,Médecin,PETIT LUC,10/12/2013,Restauration,€12,,
SANOFI AVENTIS FRANCE,Médecin,RENAULT FREDERIC,26/06/2014,Repas,€47,,
SANOFI AVENTIS FRANCE,Médecin,RENAULT FREDERIC,10/04/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Médecin,RENAULT FREDERIC,07/11/2013,Restauration,€34,,
SANOFI AVENTIS FRANCE,Médecin,ROBERT CORINNE,26/07/2013,Restauration,€32,,
SANOFI AVENTIS FRANCE,Médecin,SENELLART FRANCOIS,18/03/2014,Repas,€16,,
SANOFI AVENTIS FRANCE,Médecin,SENELLART FRANCOIS,10/12/2013,Restauration,€12,,
SANOFI AVENTIS FRANCE,Médecin,SIBILLE EVELYNE,26/06/2014,Repas,€47,,
SANOFI AVENTIS FRANCE,Médecin,SIBILLE EVELYNE,07/11/2013,Restauration,€34,,
SANOFI PASTEUR MSD SNC,Médecin,BAYON MIR ANA,27/02/2014,Transport,€91,,
SANOFI PASTEUR MSD SNC,Médecin,BAYON MIR ANA,27/02/2014,Repas,€34,,
SANOFI PASTEUR MSD SNC,Médecin,GAVEND DELESTRAS ISABELLE,23/01/2014,Repas,€14,,
SANOTEK,Médecin,JANON CLAIRE,28/03/2014,RESTAURATION,€59,,
SANOTEK,Médecin,MILLET JEAN-YVES,28/03/2014,RESTAURATION,€59,,
SATELEC SAS,Association professionnel de santé,FOC 38,20/01/2012,prêt générateurs Piezoelectrique,€250,,
SHIRE France S.A.,Médecin,BERTRAND CHRISTINE,18/11/2013,Repas,€33,,
SHIRE France S.A.,Médecin,BERTRAND CHRISTINE,10/10/2013,Repas,€35,,
SHIRE France S.A.,Médecin,SWISTAK-BERTRAND DOMINIQUE,04/04/2014,Transport,€170,,
SHIRE France S.A.,Médecin,SWISTAK-BERTRAND DOMINIQUE,04/04/2014,Repas,€98,,
SHIRE France S.A.,Médecin,ZAOUI PHILIPPE,08/10/2013,Hébergement,€477,,
SHIRE France S.A.,Médecin,ZAOUI PHILIPPE,08/10/2013,Autre : [INSCRIPTION],€125,,
SHIRE France S.A.,Médecin,ZAOUI PHILIPPE,09/09/2013,Repas,€35,,
SHIRE France S.A.,Médecin,ZAOUI PHILIPPE,18/10/2013,Repas,€42,,
SHIRE France S.A.,Médecin,ZAOUI PHILIPPE,08/10/2013,Repas,€60,,
SHIRE France S.A.,Médecin,ZAOUI PHILIPPE,08/10/2013,Transport,€631,,
SIEMENS SAS,Manipulateur d’électroradiologie médicale,JAUN ELISABETH,25/10/2013,REPAS D'AFFAIRE,€22,,
SIEMENS SAS,Manipulateur d’électroradiologie médicale,JAUN ELISABETH,29/08/2013,REPAS D'AFFAIRE,€16,,
SIEMENS SAS,Manipulateur d’électroradiologie médicale,LAMAIN EMELINE,25/10/2013,REPAS D'AFFAIRE,€22,,
SIEMENS SAS,Médecin,LE RUMEUR YVES,25/07/2013,REPAS D'AFFAIRE,€15,,
SIGVARIS,Médecin,RASTEL DIDIER,08/09/2013,HOSPITALITE,"€8,991",,
SIGVARIS,Pharmacien,DUBOIS CHABERT SANDRINE,11/12/2013,HOSPITALITE,€38,,
SIGVARIS,Pharmacien,EMERY ANNE,11/12/2013,REPAS,€38,,
SIGVARIS,Pharmacien,HERVE CHRISTINE,11/12/2013,REPAS,€38,,
SIGVARIS,Pharmacien,HERVE CHRISTINE,11/12/2013,HOSPITALITE,€38,,
SIGVARIS,Pharmacien,MARCHAND CLEMENT,11/12/2013,REPAS,€38,,
SIGVARIS,Pharmacien,MARCHAND CLEMENT,11/12/2013,HOSPITALITE,€38,,
SIGVARIS,Pharmacien,VIAL CATHERINE,11/12/2013,REPAS,€38,,
SIGVARIS,Pharmacien,VIAL CATHERINE,11/12/2013,HOSPITALITE,€38,,
STALLERGENES SA,Médecin,DIAB SAMIA,22/11/2013,HEBERGEMENT,€353,,
STALLERGENES SA,Médecin,DIAB SAMIA,22/11/2013,REPAS,€70,,
STALLERGENES SA,Médecin,DIAB SAMIA,22/11/2013,TRANSPORT,€223,,
STALLERGENES SA,Médecin,DIAB SAMIA,19/12/2013,REPAS,€12,,
STALLERGENES SA,Médecin,GIREY RANNAUD JANIE,19/12/2013,REPAS,€12,,
STALLERGENES SA,Médecin,GIREY RANNAUD JANIE,17/12/2013,REPAS,€46,,
STALLERGENES SA,Médecin,GIREY RANNAUD JANIE,30/11/2013,REPAS,€60,,
STALLERGENES SA,Médecin,GIREY RANNAUD JANIE,04/07/2013,REPAS,€60,,
